date,open,high,low,close,volume
2014-10-22,3.7128,3.796,3.7128,3.7603,19987790.0
2014-10-23,3.7425,3.7603,3.7009,3.7247,13527000.0
2014-10-24,3.7128,3.7366,3.6593,3.6772,25384500.0
2014-10-27,3.5524,3.5524,2.9405,2.9465,242017000.0
2014-10-28,2.9999,3.0772,2.9762,3.0712,106542565.0
2014-10-29,3.089,3.1009,2.9821,3.0118,44290649.0
2014-10-30,3.0059,3.0296,2.9405,2.9584,56307200.0
2014-10-31,2.9762,3.0296,2.9762,3.0118,15844000.0
2014-11-03,2.9821,2.9999,2.9465,2.9524,28638500.0
2014-11-04,2.9405,3.0118,2.9405,3.0059,18397275.0
2014-11-05,3.0118,3.0831,3.0059,3.0475,28238146.0
2014-11-06,3.0712,3.0831,3.0296,3.0593,20193406.0
2014-11-07,3.1009,3.1069,3.0475,3.0593,28920968.0
2014-11-10,3.095,3.1366,3.0356,3.0356,46634450.0
2014-11-11,3.0593,3.0653,2.9405,3.0118,63279500.0
2014-11-12,2.9881,3.095,2.9762,3.0296,24334000.0
2014-11-13,3.0296,3.0831,3.0178,3.0712,15399285.0
2014-11-14,3.0772,3.0772,2.9821,3.0653,26292500.0
2014-11-17,3.0653,3.0831,3.0237,3.0475,11732000.0
2014-11-18,3.0415,3.0712,3.0237,3.0593,13881500.0
2014-11-19,3.0415,3.0712,3.0356,3.0593,21022307.0
2014-11-20,3.0475,3.0593,2.9702,3.0059,20699630.0
2014-11-21,2.9999,3.0415,2.9999,3.0178,15698500.0
2014-11-24,3.0415,3.1306,3.0178,3.1187,51895090.0
2014-11-25,3.1366,3.1663,3.0534,3.1009,257070994.0
2014-11-26,3.0831,3.095,3.0118,3.0356,80224294.0
2014-11-27,3.0356,3.0415,2.9821,2.9999,28162116.0
2014-11-28,3.0296,3.0296,2.6554,2.7267,137434979.0
2014-12-01,2.7445,2.7564,2.4415,2.5188,149778221.0
2014-12-02,2.5247,2.6019,2.4831,2.6019,74221891.0
2014-12-03,2.6495,2.6554,2.5425,2.5485,53059511.0
2014-12-04,2.5366,2.7089,2.5247,2.697,36778676.0
2014-12-05,2.7148,2.7564,2.6792,2.7029,39207743.0
2014-12-08,2.7207,2.7207,2.5782,2.59,20242562.0
2014-12-09,2.596,2.6732,2.5425,2.5663,20384248.0
2014-12-10,2.5663,2.5722,2.4356,2.4653,41510064.0
2014-12-11,2.4356,2.4653,2.4356,2.4475,20260034.0
2014-12-12,2.495,2.495,2.4,2.4475,18492048.0
2014-12-15,2.4356,2.4475,2.3465,2.3762,30619718.0
2014-12-16,2.3762,2.4059,2.3108,2.3346,43570033.0
2014-12-17,2.3168,2.3762,2.2455,2.2574,37184809.0
2014-12-18,2.2752,2.3346,2.2277,2.2752,18233580.0
2014-12-19,2.3049,2.3584,2.2574,2.3465,23815300.0
2014-12-22,2.3168,2.4059,2.293,2.4059,15287528.0
2014-12-23,2.4297,2.4415,2.3762,2.394,14741514.0
2014-12-24,2.4,2.4059,2.3584,2.3881,4967706.0
2014-12-29,2.4297,2.5188,2.4118,2.5069,20739040.0
2014-12-30,2.4594,2.5306,2.4594,2.5188,19334182.0
2014-12-31,2.5306,2.6495,2.5069,2.6376,27312735.0
2015-01-02,2.6138,2.6376,2.5841,2.6376,10630778.0
2015-01-05,2.6079,2.6613,2.5841,2.6495,24867660.0
2015-01-06,2.6138,2.691,2.6079,2.6435,23661670.0
2015-01-07,2.6138,2.6732,2.6138,2.6376,14780060.0
2015-01-08,2.6435,2.6673,2.6079,2.6197,12432080.0
