REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,STD_REPORT_DATE,ACCOUNTS_PAYABLE,DEFER_INCOME,LONG_LOAN,MINORITY_EQUITY,MONETARYFUNDS,NET_CURRENT_ASSETS,OTHER_CURRENT_ASSET,PREPAYMENT,RESTRICTED_CASH,SHARE_CAPITAL,SHORT_LOAN,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_ASSETS_LESS_CURRENT_LIAB,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIABILITIES,TOTAL_LIAB_EQUITY,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_PARENT_EQUITY,中长期存款,储备,其他应付款及应计费用,其他非流动资产,发展中及待售物业,可供出售投资,可供出售投资(流动),合营公司权益,商誉,存货,应收帐款,总权益及非流动负债,总资产减总负债合计,指定以公允价值记账之金融资产,指定以公允价值记账之金融资产(流动),无形资产,流动资产其他项目,物业厂房及设备,生产性生物资产,短期存款,职工薪酬及福利(非流动),联营公司权益,融资租赁负债(流动),融资租赁负债(非流动),衍生金融工具-负债(流动),衍生金融工具-资产(流动),贷款及垫款,递延税项负债,递延税项资产,长期应付款,长期应收款,非流动资产其他项目,预缴及应收税项
2017-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2017-06-30 00:00:00,4166256000.0,47420800.0,15330467200.0,4457555200.0,3732694400.0,12011011200.0,,3326230400.0,291299200.0,6774400.0,7661846400.0,298073600.0,95173545600.0,74220326400.0,32964230400.0,20953219200.0,94516428800.0,45686553600.0,95173545600.0,62209315200.0,24733334400.0,49486992000.0,67744000.0,45022662400.0,8827043200.0,,,33872000.0,1327782400.0,961964800.0,12349731200.0,12248115200.0,6008892800.0,74220326400.0,49486992000.0,,,11719712000.0,,32571315200.0,7086022400.0,,2106838400.0,413238400.0,,162585600.0,,,,6035990400.0,243878400.0,1050032000.0,277750400.0,2228777600.0,284524800.0
2017-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2017-12-31 00:00:00,7030799200.0,71876200.0,15009057400.0,5077073400.0,8958388200.0,14159611400.0,,2770500800.0,450859800.0,6534200.0,5887314200.0,326710000.0,99698823600.0,76835657800.0,37022777200.0,22863165800.0,102371311400.0,45974631200.0,99698823600.0,62676046400.0,23111465400.0,53724192400.0,32671000.0,48640584800.0,9618342400.0,,,45739400.0,,914788000.0,12009859600.0,12447651000.0,6462323800.0,76835657800.0,53724192400.0,,,11382576400.0,,32912765400.0,6468858000.0,,2404585600.0,1012801000.0,,150286600.0,,,,4175353800.0,378983600.0,1300305800.0,267902200.0,2430722400.0,751433000.0
2018-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2018-06-30 00:00:00,3857477800.0,72782600.0,13702978600.0,4737485600.0,4333873000.0,12439208000.0,,2924537200.0,357296400.0,6616600.0,8588346800.0,310980200.0,97747031800.0,76342330800.0,33843909000.0,21404701000.0,103907086400.0,43424745800.0,97747031800.0,63903122800.0,22020044800.0,54322286000.0,19849800.0,49578183800.0,8647896200.0,,33083000.0,,,1005723200.0,12227476800.0,13418464800.0,6484268000.0,76342330800.0,54322286000.0,46316200.0,853541400.0,11592283200.0,,33665260800.0,6338702800.0,,2706189400.0,999106600.0,,152181800.0,,,,4003043000.0,396996000.0,1382869400.0,277897200.0,2434908800.0,337446600.0
2018-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2018-12-31 00:00:00,6705346400.0,68632000.0,15503968800.0,4612070400.0,3603180000.0,14632342400.0,,3692401600.0,370612800.0,6863200.0,5902352000.0,418655200.0,104993233600.0,82152504000.0,37473072000.0,22840729600.0,110936764800.0,47218816000.0,104993233600.0,67520161600.0,24378086400.0,57774417600.0,27452800.0,53155484000.0,9800649600.0,,205896000.0,,,1386366400.0,12676330400.0,13877390400.0,7789732000.0,82152504000.0,57774417600.0,48042400.0,2175634400.0,11900788800.0,,36374960000.0,6499450400.0,,3074713600.0,1029480000.0,13726400.0,157853600.0,,,,4104193600.0,391202400.0,1468724800.0,274528000.0,2209950400.0,459834400.0
2019-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2019-06-30 00:00:00,5149150300.0,75621700.0,15069342400.0,4832914100.0,2461142600.0,16973634300.0,,3121113800.0,226865100.0,6874700.0,9047105200.0,213115700.0,113109439100.0,88470514300.0,41612559100.0,24638924800.0,118774191900.0,51305886100.0,113109439100.0,71496880000.0,26666961300.0,61803553000.0,34373500.0,56963764200.0,9542083600.0,,240614500.0,,,1471185800.0,13481286700.0,17908593500.0,6957196400.0,88470514300.0,61803553000.0,61872300.0,2969870400.0,11845108100.0,,37308996900.0,7479673600.0,,3354853600.0,433106100.0,687470000.0,1931790700.0,,,,4894786400.0,384983200.0,1340566500.0,295612100.0,6180355300.0,247489200.0
2019-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2019-12-31 00:00:00,7492438800.0,69762000.0,15256949400.0,5357721600.0,3850862400.0,19798455600.0,,3543909600.0,286024200.0,6976200.0,6313461000.0,669715200.0,120562688400.0,93571770600.0,46789373400.0,26990917800.0,126520363200.0,54623646000.0,120562688400.0,73773315000.0,27632728200.0,65939042400.0,27904800.0,60574344600.0,11761873200.0,,711572400.0,,,2127741000.0,13638471000.0,20251908600.0,7304081400.0,93571770600.0,65939042400.0,69762000.0,3118361400.0,11943254400.0,,37713337200.0,7722653400.0,,3892719600.0,293000400.0,753429600.0,2490503400.0,,,,4604292000.0,460429200.0,1318501800.0,376714800.0,7122700200.0,
2020-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2020-06-30 00:00:00,4311415500.0,70795000.0,12976723500.0,5401658500.0,10357308500.0,21925211500.0,,4247700000.0,304418500.0,7079500.0,9068839500.0,870778500.0,122022262000.0,95318388000.0,48629085500.0,26703874000.0,133427336500.0,52607764500.0,122022262000.0,73393176500.0,25903890500.0,69414497500.0,42477000.0,64005759500.0,11659936500.0,,715029500.0,,,1925624000.0,13776707000.0,17550080500.0,6506060500.0,95318388000.0,69414497500.0,63715500.0,2739766500.0,12020991000.0,,37400998500.0,6102529000.0,,4276018000.0,297339000.0,792904000.0,2442427500.0,,,,4438846500.0,368134000.0,1699080000.0,410611000.0,7086579500.0,106192500.0
2020-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2020-12-31 00:00:00,5957233700.0,287095600.0,12005816000.0,6394402000.0,10433315100.0,24579298300.0,,3340748800.0,332769900.0,6524900.0,5493965800.0,476317700.0,122113503500.0,95576735200.0,51116066600.0,26536768300.0,136957651000.0,50437477000.0,122113503500.0,70997436900.0,23900708700.0,71676026500.0,71773900.0,65275099600.0,13937186400.0,,848237000.0,,,2003144300.0,13101999200.0,17232260900.0,5970283500.0,95576735200.0,71676026500.0,65249000.0,5754961800.0,11496873800.0,,36089221900.0,6831570300.0,,3666993800.0,306670300.0,672064700.0,2433787700.0,,,,3608269700.0,398018900.0,1898745900.0,371919300.0,7092566300.0,371919300.0
2021-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2021-06-30 00:00:00,6001432900.0,284244400.0,10349080200.0,5381263300.0,11008010400.0,23631045800.0,,4405788200.0,245483800.0,6460100.0,8075125000.0,368225700.0,127296270500.0,94918249300.0,56009067000.0,32378021200.0,141340527900.0,53935374900.0,127296270500.0,71287203500.0,21557353700.0,73360895600.0,51680800.0,67973172200.0,17267847300.0,,981935200.0,,,2099532500.0,12946040400.0,20543118000.0,7409734700.0,94918249300.0,73360895600.0,77521200.0,3436773200.0,11356855800.0,,35853555000.0,7597077600.0,,2332096100.0,303624700.0,665390300.0,2428997600.0,,,,4211985200.0,432826700.0,1950950200.0,400526200.0,7765040200.0,381145900.0
2021-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2021-12-31 00:00:00,7325679300.0,293282200.0,20019698000.0,5986782300.0,9920589200.0,19426757900.0,,4258967600.0,280530800.0,6375700.0,5572361800.0,452674700.0,123758712700.0,94589885200.0,48595585400.0,29168827500.0,117536029500.0,61997306800.0,123758712700.0,75163127300.0,32828479300.0,61761405900.0,44629900.0,55768247900.0,15116784700.0,,956355000.0,,,1217758700.0,13197699000.0,16736212500.0,6783744800.0,94589885200.0,,76508400.0,1479162400.0,11202104900.0,,40594081900.0,8052509100.0,,3047584600.0,395293400.0,701327000.0,2403638900.0,,,,4622382500.0,267779400.0,2441893100.0,427171900.0,7740099800.0,127514000.0
2022-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2022-06-30 00:00:00,6483212400.0,288590200.0,20791917200.0,5516770800.0,6496635200.0,22013392000.0,,5650998800.0,375838400.0,6711400.0,5288583200.0,449663800.0,131959546800.0,100872342000.0,53100596800.0,31087204800.0,126348816400.0,66026753200.0,,78858950000.0,34939548400.0,65932793600.0,53691200.0,60409311400.0,18181182600.0,,973153000.0,,,919461800.0,13671121800.0,20677823400.0,8402672800.0,100872342000.0,,80536800.0,624160200.0,11604010600.0,,42577121600.0,9583879200.0,,3308720200.0,805368000.0,684562800.0,3187915000.0,,,,4704691400.0,302013000.0,2657714400.0,557046200.0,8288579000.0,315435800.0
2022-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2022-12-31 00:00:00,9715617000.0,264654800.0,17439358400.0,5655255200.0,9708652400.0,21060950400.0,1964017200.0,4868255400.0,536274200.0,6964600.0,6003485200.0,905398000.0,138282133000.0,103563602000.0,55779481400.0,34718531000.0,139375575200.0,65766717800.0,138282133000.0,82502651600.0,31048186800.0,72515415200.0,34823000.0,66853195400.0,17502039800.0,,814858200.0,,,877539600.0,13873483200.0,19883933000.0,7570520200.0,103563602000.0,,76610600.0,,11958218200.0,1037725400.0,45520625600.0,9353457800.0,,2521185200.0,877539600.0,591991000.0,3127105400.0,,,,4854326200.0,403946800.0,2841556800.0,543238800.0,8336626200.0,41787600.0
2023-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2023-06-30 00:00:00,6243091200.0,252903000.0,17074565400.0,5375995200.0,5982962400.0,20579078400.0,,6589929600.0,419096400.0,7225800.0,7774960800.0,354064200.0,137875489800.0,105699002400.0,52755565800.0,32176487400.0,144169161600.0,63102911400.0,137875489800.0,85119924000.0,30926424000.0,74772578400.0,43354800.0,69389357400.0,17175726600.0,,838192800.0,,,895999200.0,14538309600.0,21489529200.0,6539349000.0,105699002400.0,,79483800.0,,12421150200.0,1401805200.0,46844861400.0,9104508000.0,,2687997600.0,924902400.0,628644600.0,3078190800.0,,,,4732899000.0,390193200.0,3099868200.0,505806000.0,8475863400.0,390193200.0
2023-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2023-12-31 00:00:00,8782548000.0,70827000.0,15029489400.0,5269528800.0,8187601200.0,18811651200.0,3321786300.0,3562598100.0,531202500.0,7082700.0,7833466200.0,446210100.0,135839103300.0,102847886700.0,51802867800.0,32991216600.0,144529576200.0,60939550800.0,135839103300.0,84036235500.0,27948334200.0,74899552500.0,28330800.0,69622941000.0,15227805000.0,,545367900.0,,,637443000.0,14469956100.0,20674401300.0,6183197100.0,102847886700.0,,14165400.0,,12090168900.0,609112200.0,46759985400.0,8138022300.0,,2790583800.0,949081800.0,701187300.0,2769335700.0,,,,4037139000.0,609112200.0,3250959300.0,481623600.0,7996368300.0,49578900.0
2024-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2024-06-30 00:00:00,6613670400.0,85521600.0,15115942800.0,5074281600.0,5680059600.0,21565696800.0,2109532800.0,3855598800.0,470368800.0,7126800.0,8922753600.0,555890400.0,134831929200.0,106061037600.0,50336588400.0,28770891600.0,148436990400.0,58076293200.0,134831929200.0,84495340800.0,29305401600.0,76755636000.0,49887600.0,71674227600.0,12122686800.0,,420481200.0,,,627158400.0,15101689200.0,20817382800.0,6378486000.0,106061037600.0,,14253600.0,,12158320800.0,2166547200.0,46523750400.0,8252834400.0,,2843593200.0,947864400.0,555890400.0,2608408800.0,,,,4489884000.0,620031600.0,4162051200.0,391974000.0,8060410800.0,185296800.0
2024-12-31,00288.HK,00288,万洲国际,10372808,001,12-31,2024-12-31 00:00:00,8712340800.0,79072400.0,16217030400.0,5031880000.0,14772162000.0,27581890800.0,1286723600.0,3759533200.0,337854800.0,7188400.0,7576573600.0,783535600.0,142625044400.0,111060780000.0,59146155200.0,31564264400.0,158302944800.0,60957632000.0,142625044400.0,83478889200.0,29393367600.0,81667412400.0,43130400.0,76628344000.0,13981438000.0,,309101200.0,,,682898000.0,15095640000.0,20163462000.0,6383299200.0,111060780000.0,,14376800.0,,12213091600.0,2228404000.0,45955441200.0,8877674000.0,323478000.0,2314664800.0,1042318000.0,510376400.0,2465621200.0,,,,4737155600.0,388173600.0,3579823200.0,603825600.0,7439994000.0,704463200.0
2025-06-30,00288.HK,00288,万洲国际,10372808,002,12-31,2025-06-30 00:00:00,7158600000.0,71586000.0,15305086800.0,8031949200.0,13114555200.0,30209292000.0,1653636600.0,3650886000.0,501102000.0,7158600.0,12434488200.0,1023679800.0,149228175600.0,115432425000.0,64005042600.0,33795750600.0,164504628000.0,62959887000.0,149228175600.0,85223133000.0,29164136400.0,86268288600.0,50110200.0,78229180800.0,12591977400.0,,243392400.0,,,765970200.0,14961474000.0,20631085200.0,8669064600.0,115432425000.0,,14317200.0,,12656404800.0,529736400.0,46802926800.0,8082059400.0,6013224000.0,2333703600.0,995045400.0,587005200.0,2827647000.0,,,,4896482400.0,293502600.0,3729630600.0,501102000.0,8182279800.0,916300800.0
