代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
002415,海康威视,31.72,-0.28,-0.09,36548961.0,1161834960.15,1.13,31.98,31.62,31.81,31.81,0.4,23.396,3.708,286952873855.0,286952873855.0,1,0.0,0.0,0.0,0.0,7.14
