日期,300498.SZ_close,300498.SZ_volume,300498.SZ_turnover
2024-05-27,21.42,1127041668.0,0.0093028209287174
2024-05-28,21.02,860676770.0,0.0071889993960756
2024-05-29,21.11,557294495.0,0.004658028341271
2024-05-30,20.72,792436410.0,0.0067122810862269
2024-05-31,20.53,764758609.0,0.0065444451395991
2024-06-03,20.85,838051277.0,0.0070935197850446
2024-06-04,20.96,643393194.0,0.0054056681217506
2024-06-05,20.8,412016282.0,0.0034770386257776
2024-06-06,20.74,673029652.0,0.0057278161475157
2024-06-07,20.67,564547228.0,0.0048074308285577
2024-06-11,20.46,629504931.0,0.0054239489635634
2024-06-12,20.48,462380609.0,0.0039716814166828
2024-06-13,19.61,1450461862.0,0.0129518295302719
2024-06-14,19.98,1266733519.0,0.0114279230205964
2024-06-17,19.62,833630620.0,0.0075278436114505
2024-06-18,19.35,563318991.0,0.0050941240209204
2024-06-19,19.17,494762355.0,0.0045653591797883
2024-06-20,19.3,551367516.0,0.0050775904958699
2024-06-21,19.44,801883744.0,0.007317636036397
2024-06-24,18.95,595005195.0,0.0055334030836189
2024-06-25,19.0,454396267.0,0.0042258374348336
2024-06-26,19.14,473468852.0,0.0044120899129643
2024-06-27,19.27,501753798.0,0.0046107736986452
2024-06-28,19.1,740409766.0,0.0068760947971065
2024-07-01,19.64,569403596.0,0.0051400253638876
2024-07-02,19.31,443280947.0,0.0040529277391654
2024-07-03,19.22,290676994.0,0.0026803602898707
2024-07-04,19.07,418932443.0,0.0038897336418588
2024-07-05,19.09,543792722.0,0.0051159229059366
2024-07-08,19.35,677969374.0,0.006223295832727
2024-07-09,18.61,829932598.0,0.0078199540804696
2024-07-10,18.89,558806487.0,0.0052570328445749
2024-07-11,18.76,510991315.0,0.0048047716205031
2024-07-12,18.57,463535777.0,0.0044228270534445
2024-07-15,19.51,1022131698.0,0.0093661910710882
2024-07-16,19.64,761341291.0,0.0068708440618585
2024-07-17,19.79,631348574.0,0.0056749664313763
2024-07-18,19.79,572882520.0,0.005136942933961
2024-07-19,19.94,644274015.0,0.0057523276442858
2024-07-22,19.8,558593697.0,0.0050115459774655
2024-07-23,19.31,505120813.0,0.0045784940859884
2024-07-24,18.98,606839973.0,0.0056760537312723
2024-07-25,18.98,386786610.0,0.0036133983868164
2024-07-26,18.87,410459016.0,0.0038636281469102
2024-07-29,18.55,478355215.0,0.0045757062365511
2024-07-30,18.89,468124536.0,0.0044136264699344
2024-07-31,19.21,628335604.0,0.0058394063356837
2024-08-01,19.06,398522402.0,0.0036781667435149
2024-08-02,19.51,760754469.0,0.0069143671339162
2024-08-05,19.53,793828493.0,0.0071622374918511
2024-08-06,19.45,584262118.0,0.0053320241739972
2024-08-07,19.1,504468955.0,0.0046694188732132
2024-08-08,19.22,321410993.0,0.0029612380054796
2024-08-09,19.06,290658484.0,0.0026945724193582
2024-08-12,19.06,476532100.0,0.0043925829048922
2024-08-13,19.37,532389460.0,0.0048964177805491
2024-08-14,19.06,340358128.0,0.0031562265685079
2024-08-15,19.18,447669329.0,0.0041261517695348
2024-08-16,18.82,535647830.0,0.0050321416036364
2024-08-19,18.43,690505519.0,0.006628484675999
2024-08-20,17.75,998244616.0,0.0099032752943841
2024-08-21,17.16,856467944.0,0.0087502037763293
2024-08-22,16.89,805279170.0,0.0084965578387508
2024-08-23,16.8,424224881.0,0.0044813250014751
2024-08-26,16.89,540722006.0,0.0057158864563636
2024-08-27,16.07,974947265.0,0.0106572066149944
2024-08-28,16.24,476345844.0,0.0052224102590493
2024-08-29,16.27,388335915.0,0.0042297994182177
2024-08-30,16.42,637169953.0,0.0068891433577231
2024-09-02,16.28,510063642.0,0.0055171476005265
2024-09-03,16.39,467898676.0,0.0050548476544488
2024-09-04,16.05,365141129.0,0.0040056142878154
2024-09-05,16.22,319562552.0,0.0035167651372256
2024-09-06,16.05,248515914.0,0.0027278600146512
2024-09-09,15.95,384477488.0,0.0042834638189685
2024-09-10,15.85,351185551.0,0.0039145070887021
2024-09-11,15.64,278502038.0,0.0031493732508819
2024-09-12,15.35,371723068.0,0.0042569936841259
2024-09-13,15.2,358685689.0,0.004155689072019
2024-09-18,14.65,555410933.0,0.0066684429931466
2024-09-19,15.13,592715680.0,0.0069676867541318
2024-09-20,15.14,523365284.0,0.0061867492798733
2024-09-23,14.95,386901426.0,0.0045512573431183
2024-09-24,15.82,840185903.0,0.0096528693744222
2024-09-25,15.97,931500283.0,0.0102569291014909
2024-09-26,16.74,834127353.0,0.0090249243551689
2024-09-27,17.65,1184816968.0,0.0120478813863517
2024-09-30,19.41,2133455068.0,0.020266913051716
2024-10-08,20.72,4419468280.0,0.0377923886717808
2024-10-09,17.99,2975812371.0,0.02804560774097
2024-10-10,18.75,2485770752.0,0.0232181822098156
2024-10-11,17.94,1204240668.0,0.0118072085708135
2024-10-14,18.09,1097729888.0,0.0108020089861395
2024-10-15,17.45,1047484333.0,0.0104705111347707
2024-10-16,17.33,725461910.0,0.0074175317441515
2024-10-17,16.97,726029197.0,0.0075019797849639
2024-10-18,17.61,1229831171.0,0.0125799323524319
2024-10-21,18.18,1638698937.0,0.0160925146981373
2024-10-22,18.46,1314097490.0,0.0127456003692805
2024-10-23,18.58,2268935160.0,0.0214466093638081
2024-10-24,17.95,1284071831.0,0.0125418992527001
2024-10-25,18.11,1284553335.0,0.0125645741170363
2024-10-28,18.37,1204114043.0,0.0117038862076477
2024-10-29,17.98,1019179111.0,0.0099818586432524
2024-10-30,18.15,975241457.0,0.0095594682832156
2024-10-31,17.96,1009682761.0,0.009945984137618
2024-11-01,17.89,983065315.0,0.009677328710631
2024-11-04,17.99,827690435.0,0.0081950815765234
2024-11-05,18.29,1445764543.0,0.014109578379073
2024-11-06,18.29,1421544027.0,0.0137778900502704
2024-11-07,18.91,1834995564.0,0.0173885398624165
2024-11-08,18.6,1635482565.0,0.0155334325327898
2024-11-11,18.38,1227013720.0,0.011913707456747
2024-11-12,18.27,1526523824.0,0.0146732443772889
2024-11-13,18.18,985731710.0,0.0096300340188252
2024-11-14,17.64,1100983047.0,0.0109239108687038
2024-11-15,17.37,770005931.0,0.0077595497384977
2024-11-18,17.33,827454457.0,0.0084713700559318
2024-11-19,17.45,641311817.0,0.0066065556803093
2024-11-20,17.44,746206712.0,0.0076845702127001
2024-11-21,17.49,610060042.0,0.00624041809086
2024-11-22,16.77,1000012560.0,0.0104686473044485
2024-11-25,16.72,634849836.0,0.0067812174256712
2024-11-26,16.69,417205833.0,0.0044481904456481
2024-11-27,16.84,502277322.0,0.0053803729699202
2024-11-28,16.7,513804907.0,0.0054825921225267
2024-11-29,16.85,584027935.0,0.0062023317377937
2024-12-02,16.92,764979777.0,0.008080321104044
2024-12-03,17.03,868915916.0,0.0090935395095219
2024-12-04,16.73,609904934.0,0.0064789309790175
2024-12-05,16.68,446111035.0,0.0047884715046922
2024-12-06,16.79,530355620.0,0.005647874257051
2024-12-09,16.51,803372320.0,0.0086500148909641
2024-12-10,16.74,1015092438.0,0.0107327602535862
2024-12-11,16.95,717657372.0,0.0075732102691719
2024-12-12,17.25,961150166.0,0.0100292085471799
2024-12-13,16.94,880392541.0,0.0092476890325159
2024-12-16,16.68,673838134.0,0.007138093435373
2024-12-17,16.58,488613445.0,0.0052532295854415
2024-12-18,16.54,388706503.0,0.0041912463225207
