基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
7.81,72.76206667009,100000000000,50,3.885661,35.487,3187553771,2865069999,-0.592303733721,3.444735,359556065368.8,323179895887.2,956801000000,3.056797208159,2.5469245956,22344000000,-16.699868056813,9.482261076218,10.513382115694,1.415354850584,3.165403824863
