date,open,high,low,close,volume
2014-08-27,6.6884,6.6989,6.6258,6.6571,1451958.0
2014-08-28,6.7197,6.7197,6.6467,6.678,1761197.0
2014-08-29,6.678,6.678,6.5737,6.678,784074.0
2014-09-01,6.678,6.751,6.6258,6.6676,1031500.0
2014-09-02,6.6466,6.6676,6.6256,6.6466,378000.0
2014-09-03,6.6256,6.72,6.6256,6.6361,1474959.0
2014-09-04,6.6571,6.7724,6.6466,6.7095,1273537.0
2014-09-05,6.741,6.741,6.5523,6.5942,1945241.0
2014-09-08,6.6256,6.6676,6.5837,6.6466,515967.0
2014-09-10,6.6361,6.6466,6.5627,6.6047,1567500.0
2014-09-11,6.5523,6.5627,6.4474,6.4684,1668046.0
2014-09-12,6.4684,6.5418,6.2377,6.3321,2764759.0
2014-09-15,6.3426,6.395,6.3006,6.3531,553344.0
2014-09-16,6.3426,6.4474,6.3216,6.3321,422453.0
2014-09-17,6.3426,6.416,6.3426,6.395,2074283.0
2014-09-18,6.4264,6.4684,6.3635,6.395,808706.0
2014-09-19,6.4579,6.6047,6.3845,6.6047,2610556.0
2014-09-22,6.5627,6.5732,6.395,6.5103,3047700.0
2014-09-23,6.4474,6.6361,6.395,6.5837,1909250.0
2014-09-24,6.6047,6.6047,6.4894,6.5523,1250108.0
2014-09-25,6.6047,6.6152,6.4998,6.5942,2108250.0
2014-09-26,6.5523,6.6047,6.4998,6.5103,971500.0
2014-09-29,6.4579,6.4998,6.2273,6.416,2118950.0
2014-09-30,6.416,6.4474,6.2377,6.3426,1816250.0
2014-10-03,6.3426,6.3635,6.2902,6.3216,1220750.0
2014-10-06,6.3426,6.4369,6.1958,6.2587,3621815.0
2014-10-07,6.2902,6.4684,6.2902,6.4055,2076000.0
2014-10-08,6.3426,6.3635,6.2273,6.2797,5334061.0
2014-10-09,6.3531,6.4264,6.3216,6.416,3612000.0
2014-10-10,6.4264,6.4264,6.2902,6.3531,4494705.0
2014-10-13,6.2902,6.3531,6.2587,6.2902,701114.0
2014-10-14,6.2482,6.416,6.2377,6.4055,1318829.0
2014-10-15,6.3426,6.416,6.3216,6.416,740380.0
2014-10-16,6.3006,6.4055,6.3006,6.4055,683504.0
2014-10-17,6.3426,6.5103,6.3426,6.4894,2531250.0
2014-10-20,6.5103,6.5208,6.395,6.416,310718.0
2014-10-21,6.3635,6.4789,6.3635,6.4474,686750.0
2014-10-22,6.4579,6.5313,6.4579,6.5208,966638.0
2014-10-23,6.4684,6.5208,6.4055,6.4264,1236500.0
2014-10-24,6.4474,6.5103,6.4474,6.5103,889000.0
2014-10-27,6.4998,6.4998,6.416,6.4684,645903.0
2014-10-28,6.5208,6.5208,6.4369,6.4789,1533989.0
2014-10-29,6.5103,6.6781,6.4369,6.6676,2094556.0
2014-10-30,6.6885,6.6885,6.5732,6.5837,795874.0
2014-10-31,6.5208,6.6256,6.5208,6.6152,849938.0
2014-11-03,6.6361,6.6361,6.5313,6.6047,214258.0
2014-11-04,6.5942,6.5942,6.5418,6.5627,625500.0
2014-11-05,6.5837,6.5837,6.4579,6.5208,893000.0
2014-11-06,6.5942,6.5942,6.5103,6.5418,4063671.0
2014-11-07,6.5942,6.5942,6.4998,6.5208,845500.0
2014-11-10,6.6256,6.6256,6.5418,6.5523,5514500.0
2014-11-11,6.5523,6.6781,6.5523,6.6571,2095000.0
2014-11-12,6.6152,6.6781,6.6152,6.6571,2621944.0
2014-11-13,6.6571,6.6571,6.4789,6.5418,1697750.0
2014-11-14,6.5627,6.6047,6.5208,6.5942,1122525.0
2014-11-17,6.699,6.699,6.5103,6.5208,1109217.0
2014-11-18,6.5418,6.5418,6.4474,6.4789,1355500.0
2014-11-19,6.4579,6.4998,6.3531,6.4369,1437226.0
2014-11-20,6.3845,6.5313,6.3845,6.5103,1747511.0
2014-11-21,6.5523,6.6152,6.4474,6.6047,1656750.0
2014-11-24,6.6885,6.6885,6.4998,6.5313,881812.0
2014-11-25,6.5418,6.5418,6.4369,6.4579,1036414.0
2014-11-26,6.4579,6.5523,6.4369,6.4998,834824.0
2014-11-27,6.5523,6.5523,6.4055,6.4369,1094200.0
2014-11-28,6.4998,6.6047,6.4579,6.6047,2266250.0
2014-12-01,6.5103,6.5313,6.4369,6.4684,1194102.0
2014-12-02,6.5418,6.5523,6.4474,6.4894,2987364.0
2014-12-03,6.5523,6.5523,6.395,6.416,4262750.0
2014-12-04,6.4474,6.4474,6.374,6.4264,1382500.0
2014-12-05,6.4264,6.4369,6.374,6.4264,930079.0
2014-12-08,6.4474,6.4684,6.4055,6.4369,620767.0
2014-12-09,6.395,6.4684,6.3111,6.3216,1844500.0
2014-12-10,6.3006,6.395,6.2902,6.3216,1131250.0
2014-12-11,6.3426,6.3531,6.3006,6.3426,394215.0
2014-12-12,6.3426,6.5313,6.3426,6.5208,1185000.0
2014-12-15,6.4369,6.5523,6.416,6.4789,1553000.0
2014-12-16,6.5313,6.6361,6.4055,6.5837,2203567.0
2014-12-17,6.5418,6.6256,6.395,6.4264,1202750.0
2014-12-18,6.4474,6.5313,6.4474,6.5208,1255359.0
2014-12-19,6.5942,6.5942,6.395,6.4264,1061940.0
2014-12-22,6.4264,6.4264,6.3006,6.3111,2062250.0
2014-12-23,6.3216,6.3531,6.2902,6.3531,984235.0
2014-12-24,6.3426,6.3531,6.3111,6.3426,385100.0
2014-12-29,6.3845,6.395,6.3111,6.3531,1347646.0
2014-12-30,6.395,6.4369,6.3216,6.3845,936684.0
2014-12-31,6.395,6.4579,6.3845,6.4474,685900.0
2015-01-02,6.4684,6.4894,6.395,6.4579,402000.0
2015-01-05,6.4055,6.4894,6.395,6.4684,696713.0
2015-01-06,6.4684,6.4684,6.3216,6.3845,1922500.0
2015-01-07,6.4579,6.4579,6.3635,6.4055,794936.0
2015-01-08,6.4369,6.4369,6.3531,6.416,970522.0
2015-01-09,6.416,6.416,6.3635,6.3845,894038.0
2015-01-12,6.3426,6.4264,6.3426,6.3845,794000.0
2015-01-13,6.395,6.395,6.3426,6.3845,825229.0
2015-01-14,6.416,6.416,6.3426,6.3531,801233.0
2015-01-15,6.3426,6.395,6.3216,6.3845,552857.0
2015-01-16,6.3216,6.3321,6.2377,6.2482,4042975.0
2015-01-19,6.3216,6.3426,6.2797,6.3006,1000000.0
2015-01-20,6.3006,6.3635,6.3006,6.3216,1000250.0
2015-01-21,6.3006,6.416,6.3006,6.3531,923000.0
2015-01-22,6.3426,6.3426,6.2902,6.2902,1556500.0
2015-01-23,6.374,6.374,6.2587,6.2797,2969720.0
2015-01-26,6.2692,6.3006,6.2587,6.2692,4435750.0
2015-01-27,6.2902,6.3321,6.2692,6.2797,1589140.0
2015-01-28,6.2797,6.2902,6.2482,6.2587,2076038.0
2015-01-29,6.2377,6.2587,6.0386,6.0805,2162000.0
2015-01-30,6.1119,6.2273,6.1119,6.2168,2140750.0
2015-02-02,6.1958,6.2168,6.1329,6.1644,998500.0
2015-02-03,6.2587,6.2587,6.0805,6.1119,1689000.0
2015-02-04,6.1853,6.1958,6.091,6.1329,1168000.0
2015-02-05,6.1748,6.1748,6.0805,6.1329,2015500.0
2015-02-06,6.1748,6.1748,5.9861,6.0281,2325932.0
2015-02-09,6.0281,6.049,5.9023,5.9232,6482542.0
2015-02-10,5.9337,6.049,5.9232,6.0386,2785000.0
2015-02-11,6.07,6.0805,6.0071,6.0071,1620982.0
2015-02-12,6.0176,6.049,5.9966,6.0176,1272500.0
2015-02-13,6.0071,6.0281,5.9337,5.9547,551000.0
2015-02-16,5.9547,6.0071,5.9232,5.9547,3238688.0
2015-02-17,5.9652,6.0176,5.9232,5.9442,808770.0
2015-02-18,5.9652,6.0176,5.9652,6.0176,547000.0
2015-02-23,6.0281,6.0281,5.9442,5.9652,445384.0
2015-02-24,5.9442,5.9442,5.8394,5.8499,2527958.0
2015-02-25,5.9023,5.9547,5.8708,5.9547,868500.0
2015-02-26,5.9337,5.9861,5.8708,5.9547,479820.0
2015-02-27,5.9337,5.9861,5.8708,5.8813,540864.0
2015-03-02,5.9232,5.9652,5.8603,5.9232,1186500.0
2015-03-03,5.8813,5.9547,5.8813,5.8918,687393.0
2015-03-04,5.8918,5.9442,5.8708,5.8918,490226.0
2015-03-05,5.8708,5.9023,5.8603,5.8918,2148000.0
2015-03-06,5.8603,5.8918,5.7345,5.8184,2197810.0
2015-03-09,5.8184,5.9547,5.8184,5.9442,3452378.0
2015-03-10,5.9442,5.9652,5.8499,5.8603,1700829.0
2015-03-11,5.7765,5.8918,5.724,5.7555,780000.0
2015-03-12,5.9232,6.07,5.9023,5.9128,1362100.0
2015-03-13,5.8813,6.0071,5.8813,6.0071,3000572.0
2015-03-16,6.0281,6.0281,5.8603,5.9232,3645000.0
2015-03-17,5.9757,6.1224,5.9652,6.1119,1853000.0
2015-03-18,6.0805,6.3635,6.0805,6.3111,3817247.0
2015-03-19,6.3111,6.3216,6.1748,6.3111,2267641.0
2015-03-20,6.2902,6.3111,6.2587,6.2692,1708860.0
2015-03-23,6.3006,6.3006,6.2377,6.2587,1320132.0
2015-03-24,6.1644,6.3216,6.1644,6.2587,1825787.0
2015-03-25,6.2377,6.2587,6.2168,6.2168,1562930.0
2015-03-26,6.1958,6.2168,5.9232,5.9966,4353500.0
2015-03-27,6.0281,6.07,5.9966,6.0386,2360000.0
2015-03-30,5.9861,6.0805,5.9757,6.0176,2578700.0
2015-03-31,6.0386,6.091,5.9547,5.9861,4210236.0
2015-04-01,5.9966,6.0386,5.9442,5.9757,2206052.0
2015-04-02,6.0805,6.1539,6.0176,6.1119,2243500.0
2015-04-08,6.2063,6.4369,6.2063,6.374,4811277.0
2015-04-09,6.395,6.8039,6.3321,6.3531,5610301.0
2015-04-10,6.4055,6.5523,6.3216,6.3426,3534566.0
2015-04-13,6.395,6.6571,6.374,6.4474,6284196.0
2015-04-14,6.5208,6.6571,6.4998,6.5523,7372114.0
2015-04-15,6.5627,6.6047,6.416,6.5103,4012149.0
2015-04-16,6.5103,6.5313,6.4369,6.5103,2214847.0
2015-04-17,6.5418,6.5523,6.4579,6.4579,2472921.0
2015-04-20,6.395,6.5523,6.2902,6.3426,5755501.0
2015-04-21,6.3426,6.5313,6.3216,6.395,3869384.0
2015-04-22,6.4474,6.4789,6.374,6.395,3532500.0
2015-04-23,6.4055,6.6256,6.4055,6.5208,9415561.0
2015-04-24,6.6047,6.7829,6.5523,6.7514,9389600.0
2015-04-27,6.8143,6.8563,6.7095,6.7514,6045284.0
2015-04-28,6.7934,6.7934,6.4579,6.5732,5712698.0
2015-04-29,6.6466,6.6466,6.4998,6.5627,2492675.0
2015-04-30,6.5837,6.5837,6.5103,6.5627,1304043.0
2015-05-04,6.6047,6.6781,6.5103,6.6256,2319500.0
2015-05-05,6.6571,6.6571,6.4369,6.5208,2633754.0
2015-05-06,6.4998,6.5208,6.374,6.4684,3768750.0
2015-05-07,6.4894,6.4894,6.3426,6.3845,4125500.0
2015-05-08,6.4998,6.6571,6.395,6.4998,2633546.0
2015-05-11,6.5418,6.5523,6.3531,6.4684,1979317.0
2015-05-12,6.4264,6.4998,6.4055,6.4474,3538029.0
2015-05-13,6.4474,6.4474,6.3426,6.3531,2610000.0
2015-05-14,6.3635,6.4369,6.3321,6.4264,1153121.0
2015-05-15,6.4474,6.4789,6.3531,6.4264,988453.0
2015-05-18,6.4474,6.4474,6.3531,6.3635,963000.0
2015-05-19,6.3635,6.4789,6.3426,6.4474,3351000.0
2015-05-20,6.4055,6.4684,6.4055,6.4684,2980570.0
2015-05-21,6.4894,6.4998,6.4369,6.4789,1074048.0
2015-05-22,6.4998,6.4998,6.4369,6.4579,1861250.0
2015-05-26,6.4998,6.6047,6.4894,6.5103,1871500.0
2015-05-27,6.4789,6.5103,6.4055,6.4264,2365039.0
2015-05-28,6.4898,6.5003,6.3526,6.3842,4705600.0
2015-05-29,6.4159,6.4581,6.3631,6.437,2493033.0
2015-06-01,6.4476,6.5425,6.3842,6.5214,1899150.0
2015-06-02,6.4898,6.5425,6.4476,6.5109,1296531.0
2015-06-03,6.5425,6.5425,6.437,6.5109,1776000.0
2015-06-04,6.5425,6.5531,6.3631,6.4687,3218000.0
2015-06-05,6.437,6.5214,6.3737,6.4898,1894585.0
2015-06-08,6.5636,6.5636,6.4687,6.5425,2833500.0
2015-06-09,6.532,6.532,6.3842,6.4581,3486700.0
2015-06-10,6.5003,6.5214,6.437,6.4898,1391250.0
2015-06-11,6.437,6.5003,6.437,6.4898,2617700.0
2015-06-12,6.4898,6.5214,6.4792,6.5109,545581.0
2015-06-15,6.5109,6.5531,6.4581,6.5214,1987000.0
2015-06-16,6.5214,6.532,6.5003,6.5109,875500.0
2015-06-17,6.4898,6.532,6.4898,6.5214,819140.0
2015-06-18,6.4581,6.5742,6.4581,6.5742,765150.0
2015-06-19,6.5425,6.5847,6.5109,6.5531,2421129.0
2015-06-22,6.5003,6.5847,6.5003,6.5531,1646553.0
2015-06-23,6.5953,6.743,6.5531,6.6797,2039135.0
2015-06-24,6.7008,6.7219,6.6586,6.7008,1634500.0
2015-06-25,6.6692,6.7219,6.6692,6.7114,1100000.0
2015-06-26,6.7114,6.7114,6.5742,6.5742,1789500.0
2015-06-29,6.5531,6.5636,6.3737,6.4476,2072063.0
2015-06-30,6.3842,6.5109,6.3315,6.4687,1671400.0
2015-07-02,6.5636,6.5636,6.342,6.3737,1733618.0
2015-07-03,6.3315,6.3631,6.1626,6.1943,1953500.0
2015-07-06,6.2893,6.3209,5.7511,5.941,2638000.0
2015-07-07,6.0571,6.0888,5.9199,5.9516,4010723.0
2015-07-08,5.7511,5.8039,5.5295,5.6139,6065271.0
2015-07-09,5.6772,5.9621,5.54,5.9305,7715900.0
2015-07-10,6.1099,6.1204,5.8777,6.0466,2632250.0
2015-07-13,6.0149,6.2682,6.0149,6.2154,3312000.0
2015-07-14,6.2682,6.3315,6.1204,6.2048,2934072.0
2015-07-15,6.1732,6.1732,6.1204,6.1415,902500.0
2015-07-16,6.1943,6.2471,6.1732,6.226,669500.0
2015-07-17,6.2154,6.2154,6.131,6.2154,969500.0
2015-07-20,6.1732,6.226,6.1521,6.226,438500.0
2015-07-21,6.1732,6.2365,6.1204,6.2365,534500.0
2015-07-22,6.3104,6.3104,6.131,6.2576,1141500.0
2015-07-23,6.3104,6.3948,6.3104,6.3315,2046250.0
2015-07-24,6.3315,6.3526,6.2893,6.2998,192944.0
2015-07-27,6.3526,6.3526,6.1099,6.1204,1151650.0
2015-07-28,6.2154,6.2576,6.1204,6.1837,801100.0
2015-07-29,6.1626,6.1732,6.0993,6.1204,1521710.0
2015-07-30,6.1099,6.2998,6.1099,6.226,487664.0
2015-07-31,6.3209,6.3526,6.2787,6.342,640500.0
2015-08-03,6.3631,6.3631,6.1204,6.131,427750.0
2015-08-04,6.1521,6.1521,5.9727,6.0782,1286500.0
2015-08-05,6.036,6.1099,6.036,6.0571,730000.0
2015-08-06,6.1837,6.1837,6.0677,6.0888,803000.0
2015-08-07,6.0888,6.0888,6.0571,6.0677,175361.0
2015-08-10,6.0677,6.0782,6.0571,6.0782,165500.0
2015-08-11,6.1415,6.1415,6.0677,6.0782,381500.0
2015-08-12,6.0782,6.0782,5.6139,5.8777,4148500.0
2015-08-13,5.7616,5.9305,5.7616,5.9094,1215347.0
2015-08-14,5.8672,6.0677,5.8672,6.0571,402750.0
2015-08-17,6.0571,6.0571,5.9621,5.9832,333900.0
2015-08-18,6.0044,6.0044,5.8355,5.8672,1128203.0
2015-08-19,5.9094,5.941,5.7827,5.8883,809700.0
2015-08-20,5.7616,5.8777,5.7616,5.825,865200.0
2015-08-21,5.7827,5.7827,5.5189,5.5506,967600.0
2015-08-24,5.4662,5.4662,5.0124,5.2393,1740031.0
2015-08-25,5.2235,5.2235,5.0335,5.0546,2893562.0
2015-08-26,5.0388,5.3818,5.0388,5.3501,3372800.0
2015-08-27,5.4767,5.825,5.424,5.825,3982488.0
2015-08-28,5.9305,5.9305,5.8144,5.8672,1393500.0
2015-08-31,5.8672,5.941,5.825,5.9305,830000.0
2015-09-01,5.9305,6.0149,5.8461,5.9199,2341500.0
2015-09-02,5.8039,5.9199,5.6983,5.9094,1150300.0
2015-09-04,5.8461,5.9094,5.6983,5.8883,1356000.0
2015-09-07,5.825,5.9832,5.7722,5.8355,502500.0
2015-09-08,5.8992,5.8992,5.7294,5.8355,734816.0
2015-09-09,5.931,5.931,5.7931,5.8143,1476000.0
2015-09-10,5.7825,5.8461,5.7825,5.8249,2109600.0
2015-09-11,5.9098,5.9734,5.8249,5.8992,1752000.0
2015-09-14,5.9734,5.9734,5.8037,5.878,267500.0
2015-09-15,5.8143,5.9628,5.7188,5.8673,417500.0
2015-09-16,5.9628,5.9628,5.8673,5.878,187100.0
2015-09-17,5.8886,5.931,5.8249,5.8355,418258.0
2015-09-18,5.8673,5.9416,5.8567,5.931,406011.0
2015-09-21,5.8992,5.931,5.8037,5.8355,167500.0
