代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
601877,正泰电器,27.56,0.0,0.0,4612838.0,126425007.0,1.31,27.61,27.25,27.32,27.56,0.21,10.629,1.355,59225584979.0,59225584979.0,1,0.0,0.0,0.0,0.0,20.93
