代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
603598,引力传媒,17.28,2.25,0.38,5616000.0,96863772.0,3.14,17.4,16.87,16.92,16.9,2.09,171.413,22.326,4648164947.0,4648164947.0,1,0.0,0.0,0.0,0.0,2.31
