SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,PER_NETCASH_OPERATE,PER_OI,BPS,BASIC_EPS,DILUTED_EPS,OPERATE_INCOME,OPERATE_INCOME_YOY,GROSS_PROFIT,GROSS_PROFIT_YOY,HOLDER_PROFIT,HOLDER_PROFIT_YOY,GROSS_PROFIT_RATIO,EPS_TTM,OPERATE_INCOME_QOQ,NET_PROFIT_RATIO,ROE_AVG,GROSS_PROFIT_QOQ,ROA,HOLDER_PROFIT_QOQ,ROE_YEARLY,ROIC_YEARLY,TAX_EBT,OCF_SALES,DEBT_ASSET_RATIO,CURRENT_RATIO,CURRENTDEBT_DEBT,START_DATE,FISCAL_YEAR,CURRENCY,IS_CNY_CODE
09618.HK,09618,京东集团-SW,10295301,2020-12-31,001,13.59332891241,238.291095131057,58.836119630749,16.35,15.84,745802000000,29.280187142,109108000000,29.242723966786,49405000000,305.4926378858,14.629667348414,15.785456051156,7.750273045046,6.6153286719,36.678068145435,7.006494180145,14.488090932449,72.061344459441,36.678068145435,19.523467947225,2.916232117909,5.70450649142,47.5194123181,1.349303309818,86.718426862146,2020-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2021-03-31,003,-2.399127354917,64.916736002783,59.190269578044,1.16,1.13,203176000000,38.9664365515,29122000000,29.227161932435,3617000000,237.1750739406,14.333383262089,16.59843739618,7.638886555457,1.7927781678,1.922987331343,6.036668967591,0.86404940217,5.150192318735,7.691949325371,4.757418005984,11.644832605531,-3.695696221145,45.5148571482,1.402766511727,85.891135961228,2021-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2021-06-30,002,6.831562441768,146.00865883935,68.001654112332,1.42,1.38,456977000000,31.5952322735,60852000000,18.918925890774,4412000000,-74.8190951831,13.316132118517,11.59735846409,6.570527673279,0.9015826299,2.182305689667,2.674368963236,0.982069423529,-30.12981772152,4.364611379334,2.722067051712,20.29406074676,4.678878562981,47.6183363914,1.450375779524,86.852015090142,2021-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2021-09-30,004,11.447708990358,215.888022040204,67.548459247623,0.52,0.5,675685000000,29.572202171,91944000000,17.928305044191,1605000000,-93.600364469,13.607576075868,8.285039329618,5.200805660882,0.1260106416,0.796815059195,3.617945073023,0.354568084126,-28.560979163735,1.062420078926,0.483915509366,66.666666666667,5.302614259467,48.421988742,1.414518416707,87.288705202765,2021-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2021-12-31,001,13.38932097582,301.202589206449,65.539600272989,-1.15,-1.15,951592000000,27.5931145264,129066000000,18.291967591744,-3560000000,-107.205748406,13.563165726488,-1.126828743385,5.730899363568,-0.4694238707,-1.795920838231,4.857820915945,-0.77492820448,-113.72902491336,-1.795920838231,-1.031892857475,-73.139534883721,4.445287476145,50.2959676299,1.352090815571,88.752738033741,2021-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2022-03-31,003,-1.103089373791,75.856781599963,64.780083673763,-0.96,-0.96,239655000000,17.9543843761,33446000000,14.847881326832,-2991000000,-182.6928393696,13.955894932299,-3.218425467061,3.833470647084,-1.4679435021,-1.440054308969,3.350223916446,-0.593045250681,-185.61797752809,-5.760217235876,-3.122765072222,-20.686106346484,-1.454173708039,50.050274803,1.320644183264,85.432416617905,2022-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2022-06-30,002,9.553355374393,160.558852310567,63.156895369593,0.45,0.43,507255000000,11.0023042735,69340000000,13.948596595017,1385000000,-68.6083408885,13.669653330179,-2.08494970019,1.396559558979,0.1005411479,0.675235905974,3.121673288852,0.263754763297,35.21833202203,1.350471811948,0.682144198388,78.214438274242,5.950064563188,54.5018971991,1.268136023109,84.658844268895,2022-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2022-09-30,004,12.449874989762,237.643750630848,66.559818356708,2.35,2.22,750790000000,11.1153866077,105536000000,14.782911337336,7348000000,357.8193146417,14.056660317799,0.690973917643,2.478066016549,0.8617589472,3.490122876264,3.710542768658,1.365712947509,133.141035372704,4.653497168352,1.781119598981,35.628295691971,5.238881711264,53.2170039047,1.304546447576,83.109994326011,2022-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2022-12-31,001,18.183944947067,329.038859641981,66.937223754837,3.32,3.21,1046236000000,9.9458591497,147073000000,13.951776610416,10380000000,391.5730337079,14.057344614408,3.264486562385,1.903093122898,0.9262728486,4.916204292443,3.094814170954,1.901522041993,375.492441594137,4.916204292443,2.461176598905,30.114660705272,5.526382192928,53.9482570349,1.317049380817,83.007968809848,2022-01-01 00:00:00,12-31,HKD,0
09618.HK,09618,京东集团-SW,10295301,2023-03-31,003,-6.795352712279,76.409113415307,66.353704186658,1.99,1.96,242956000000,1.3773966744,36018000000,7.690007773725,6261000000,309.3279839519,14.824906567444,6.174219671748,0.315511987735,2.5514908049,2.947240580693,1.748791416507,1.092397534298,89.132947976879,11.78896232277,5.758591669771,20.607069672131,-8.893379871252,50.2745737121,1.361020782314,80.922712620609,2023-01-01 00:00:00,12-31,HKD,0
