日期,000895.SZ_close,000895.SZ_volume,000895.SZ_turnover
2023-06-05,21.38,101954927.0,0.0012001185024642
2023-06-06,21.21,142730247.0,0.0016866239291017
2023-06-07,21.26,82508913.0,0.0009777961904123
2023-06-08,21.52,152981944.0,0.0017968789396687
2023-06-09,21.57,148387473.0,0.0017356923263535
2023-06-12,21.69,123618899.0,0.0014376810322166
2023-06-13,21.71,106251325.0,0.0012345439470536
2023-06-14,21.71,153387685.0,0.0017742299219666
2023-06-15,21.86,146957472.0,0.0016956080192497
2023-06-16,21.75,156009578.0,0.0018048971289866
2023-06-19,21.48,163951235.0,0.0019128886522825
2023-06-20,21.38,105105631.0,0.0012361143297541
2023-06-21,21.35,101643466.0,0.0011955106994006
2023-06-26,21.21,172338260.0,0.0020534263570464
2023-06-27,21.23,118665632.0,0.001407121500334
2023-06-28,21.36,102000097.0,0.0012053807278773
2023-06-29,21.29,116123896.0,0.0013714925767963
2023-06-30,21.36,110341454.0,0.0013010006797534
2023-07-03,21.5,167344265.0,0.0019615508327375
2023-07-04,21.5,91879756.0,0.0010779161041711
2023-07-05,21.28,109211826.0,0.0012898947464267
2023-07-06,21.13,128350044.0,0.0015260800047453
2023-07-07,21.21,85800699.0,0.001020063463804
2023-07-10,21.36,133954178.0,0.001581564926638
2023-07-11,21.32,111130337.0,0.0013156743566334
2023-07-12,21.18,131329381.0,0.0015551352186498
2023-07-13,21.4,160452779.0,0.0018944634552338
2023-07-14,21.36,130237497.0,0.001539737542997
2023-07-17,21.25,105833617.0,0.0012555876546627
2023-07-18,21.17,132918048.0,0.0015793132558139
2023-07-19,21.22,134799301.0,0.0016050157895962
2023-07-20,21.16,98214058.0,0.0011652298365425
2023-07-21,21.32,146632496.0,0.0017341398737396
2023-07-24,21.21,114674177.0,0.0013618855701637
2023-07-25,21.4,197880230.0,0.0023332272074685
2023-07-26,21.54,160161797.0,0.0018778169683009
2023-07-27,21.5,183393879.0,0.0021414853124075
2023-07-28,21.83,307842422.0,0.0035699490360578
2023-07-31,22.01,306986363.0,0.0035080191394444
2023-08-01,21.99,241231366.0,0.0027522579516867
2023-08-02,21.96,187028271.0,0.0021437678715365
2023-08-03,22.09,203887297.0,0.0023345825400992
2023-08-04,22.05,221518272.0,0.0025197515770839
2023-08-07,22.03,175931352.0,0.0020097065660975
2023-08-08,22.14,178755151.0,0.0020390322691766
2023-08-09,22.18,193811775.0,0.0022061310704457
2023-08-10,22.17,140048253.0,0.0015947008278155
2023-08-11,21.87,174460804.0,0.0019990391312301
2023-08-14,21.78,153042817.0,0.0017737479182401
2023-08-15,21.75,140910743.0,0.0016344483027016
2023-08-16,22.38,562683940.0,0.0063578388125101
2023-08-17,22.21,302700550.0,0.0034435777638349
2023-08-18,22.04,204551785.0,0.0023300748683147
2023-08-21,22.01,253202284.0,0.0028841313836415
2023-08-22,21.88,260879604.0,0.0029979051349546
2023-08-23,21.88,174686016.0,0.0020022702788628
2023-08-24,22.35,335148061.0,0.0037933439380678
2023-08-25,22.52,347591634.0,0.0038876840381136
2023-08-28,22.8,532122344.0,0.0058637376516892
2023-08-29,23.01,506254877.0,0.0055602115585613
2023-08-30,23.4,711689968.0,0.0076696221087539
2023-08-31,23.42,377607213.0,0.0040613940913334
2023-09-01,23.45,382823078.0,0.004137933578811
2023-09-04,23.22,448634940.0,0.0048280322925507
2023-09-05,23.36,379144246.0,0.0040924215379392
2023-09-06,23.25,162181632.0,0.001755279309994
2023-09-07,23.22,203797829.0,0.002204774583112
2023-09-08,23.27,231562208.0,0.0025202333769051
2023-09-11,23.18,324651870.0,0.0036380441805932
2023-09-12,23.75,436665009.0,0.004783189113384
2023-09-13,23.73,225929420.0,0.0024696819235234
2023-09-14,23.79,214986921.0,0.0023427768898448
2023-09-15,23.79,344237249.0,0.0037361021355807
2023-09-18,23.86,276108222.0,0.0030174943824493
2023-09-19,24.31,579348889.0,0.0062139001777223
2023-09-20,24.42,352965888.0,0.0037391675833348
2023-09-21,23.94,316834748.0,0.0034034345145
2023-09-22,23.96,236382222.0,0.0025580143926048
2023-09-25,23.87,241388490.0,0.0026090704511918
2023-09-26,23.77,161273294.0,0.0017550807010803
2023-09-27,23.89,204764951.0,0.0022209528379838
2023-09-28,23.68,193981473.0,0.0021229404937643
2023-10-09,23.78,289440405.0,0.0031603435549691
2023-10-10,23.68,205008987.0,0.002234494617261
2023-10-11,23.63,145406536.0,0.0015901631337532
2023-10-12,23.66,154494154.0,0.0016886416893036
2023-10-13,23.45,151338801.0,0.0016691733969468
2023-10-16,23.37,181598448.0,0.0020111485014523
2023-10-17,23.42,118597311.0,0.0013128617888334
2023-10-18,23.24,143942528.0,0.0016007416564907
2023-10-19,22.7,203929069.0,0.0023123643225794
2023-10-20,22.52,132091445.0,0.001515839809983
2023-10-23,22.68,173658128.0,0.001985346663213
2023-10-24,22.71,174924120.0,0.0019985887970652
2023-10-25,23.06,276034044.0,0.0031203700469733
2023-10-26,23.28,243637205.0,0.0027181890174137
2023-10-27,23.55,205559349.0,0.0022649239277197
2023-10-30,23.43,166273892.0,0.0018318785533512
2023-10-31,23.52,118058285.0,0.0013044679641469
2023-11-01,23.64,154875631.0,0.0016996589991761
2023-11-02,23.64,110968446.0,0.001215691511767
2023-11-03,23.61,179320019.0,0.0019628550697611
2023-11-06,23.17,262522335.0,0.0029251493204889
2023-11-07,23.3,170749410.0,0.001900902079088
