代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
300750,宁德时代,372.82,0.12,0.46,18910660.0,7048903988.16,1.46,375.5,370.07,375.5,372.36,0.44,26.024,5.413,1586851561071.0,1586851561071.0,1,0.0,0.0,0.0,0.0,44.16
