代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
000895,双汇发展,27.2,0.07,0.02,10974474.0,297219468.0,1.91,27.38,26.86,27.15,27.18,0.32,17.854,4.659,94226570942.0,94226570942.0,1,0.0,0.0,0.0,0.0,10.62
