代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
002027,分众传媒,7.28,-1.62,-0.12,46827099.0,340633784.0,2.03,7.38,7.23,7.36,7.4,0.32,18.596,6.385,105139214005.0,105139214005.0,1,0.0,0.0,0.0,0.0,8.7
