代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
002518,科士达,43.8,1.93,0.83,13498502.0,603808967.0,6.03,46.09,43.5,43.71,42.97,2.39,42.9,5.48,24753150133.0,24753150133.0,1,0.0,0.0,0.0,0.0,96.43
