基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
1.37,10.199002207029,270000000000,200,,,26046096878,21534543734,1.288169272086,,1021527919555.16,844584805247.48,340370162000,4.807850258291,10.2895770282,35099600000,18.594644111858,15.455688073641,21.385777405356,3.513293590294,7.74892496708
