基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
1.5156,23.759457393683,100000000000,100,0.532,16.4671,1094804800,1094804800,2.152366339643,0.837795,69520104800,69520104800,19651919000,2.06738353044,8.7736164595,1646133000,21.011248318458,6.483840166717,19.651977226907,2.437295769869,3.003584824587
