基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
0.77,14.576372894693,,500,0.61973,28.7991,2253204500,2253204500,4.439076879174,1.846633,75617543020,75617543020,80605678000,1.1420172755,2.1459741335,1729777000,4.969409030959,5.302387471706,15.62314806604,2.099633579705,2.000472345811
