代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
688012,中微公司,271.1,1.54,4.1,10098131.0,2721850576.0,3.96,275.0,264.42,270.0,267.0,1.61,105.112,7.905,169747992728.0,169747992728.0,1,0.0,0.0,0.0,0.0,43.55
