代码,简称,公告标题,公告时间,公告链接
002236,大华股份,关于回购公司股份的进展公告,2025-12-02,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224841988&orgId=9900004625&announcementTime=2025-12-02
002236,大华股份,2025年前三季度权益分派实施公告,2025-12-02,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224841987&orgId=9900004625&announcementTime=2025-12-02
002236,大华股份,关于选举第八届董事会职工代表董事的公告,2025-11-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224837138&orgId=9900004625&announcementTime=2025-11-29
002236,大华股份,北京国枫律师事务所关于浙江大华技术股份有限公司2025年第一次临时股东大会的法律意见书,2025-11-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224837137&orgId=9900004625&announcementTime=2025-11-29
002236,大华股份,2025年第一次临时股东大会决议公告,2025-11-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224837136&orgId=9900004625&announcementTime=2025-11-29
002236,大华股份,第八届董事会第十九次会议决议公告,2025-11-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224837135&orgId=9900004625&announcementTime=2025-11-29
002236,大华股份,关于分拆所属子公司浙江华睿科技股份有限公司至香港联交所主板上市相关内幕信息知情人买卖公司股票情况查询结果的公告,2025-11-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224831758&orgId=9900004625&announcementTime=2025-11-28
002236,大华股份,中国国际金融股份有限公司关于浙江大华技术股份有限公司分拆所属子公司浙江华睿科技股份有限公司至香港联交所主板上市相关内幕信息知情人买卖股票情况之专项核查意见,2025-11-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224831757&orgId=9900004625&announcementTime=2025-11-28
002236,大华股份,北京国枫律师事务所关于浙江大华技术股份有限公司分拆所属子公司浙江华睿科技股份有限公司至香港联合交易所有限公司主板上市的内幕信息知情人买卖股票情况的专项核查意见,2025-11-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224831756&orgId=9900004625&announcementTime=2025-11-28
002236,大华股份,中国国际金融股份有限公司关于浙江大华技术股份有限公司分拆所属子公司浙江华睿科技股份有限公司至香港联交所主板上市的核查意见,2025-11-18,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224811405&orgId=9900004625&announcementTime=2025-11-18
002236,大华股份,关于分拆所属子公司浙江华睿科技股份有限公司至香港联交所主板上市的预案,2025-11-18,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002236&announcementId=1224811400&orgId=9900004625&announcementTime=2025-11-18
