REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,ACCEPT_INVEST_CASH,ASSIGN_DIVIDEND_PORFIT,BEGIN_CASH,BUY_SUBSIDIARY_EQUITY,CCE_ADD,CONSTRUCT_LONG_ASSET,DISPOSAL_LONG_ASSET,END_CASH,FA_IR_DEPR,FINANCE_OUTFLOW_OTHER,INVEST_OUTFLOW_OTHER,ISSUE_BOND,NETCASH_FINANCE,NETCASH_INVEST,NETCASH_OPERATE,NETCASH_OPERATE_BEFORE_FINANCE,OBTAIN_SUBSIDIARY_OTHER,OPERATE_INFLOW_BALANCE,OPERATE_NETCASH_OTHER,OPERATE_OUTFLOW_OTHER,OPERATE_PROFIT,PAY_ALL_TAX,PAY_DEBT_CASH,RECEIVE_LOAN_CASH,SUBSIDIARY_ACCEPT_INVEST,偿还融资租赁,减:出售资产之溢利,减:利息收入,减:应占附属公司溢利,减:投资收益,减:汇兑收益,减:重估盈余,加:减值及拨备,加:利息支出,加:购股权开支,发行相关费用,吸收投资所得,处置无形资产及其他资产,存款减少(增加),存货(增加)减少,已付利息(经营),已收利息(投资),已收利息(经营),已收股息(投资),应付帐款及应计费用增加(减少),应收关联方款项(增加)减少,应收关联方款项(增加)减少(投资),应收帐款减少,投资支付现金,收回投资所得现金,期间变动其他项目,营运资本变动其他项目,购买子公司少数股权而支付的现金,购建无形资产及其他资产,赎回债券,除税前溢利(业务利润),非运算项目
2005-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2004-04-01 00:00:00,16159166.4,428107056.0,2811195316.8,17071454.4,391788446.4,187517616.0,21589401.6,3202963608.0,257316134.4,-7072353.6,10608000.0,,-436091697.6,-515317545.6,1343197689.6,,6788059.2,1288047758.4,,112102161.6,1241721561.6,56952230.4,,,67540075.2,,165899572.8,112102161.6,-8640216.0,1330243.2,2521521.6,,54486931.2,7072353.6,,,,,,464742844.8,,,,4044830.4,46674139.2,,,-465090787.2,-11217960.0,,-20155.2,,,436012137.6,,1196059425.6,
2005-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2005-04-01 00:00:00,,,3132808393.0,,8994463084.0,,,12110009108.0,,,,,5479624626.0,-5493941143.0,9008779601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17262369.0,,,,,,
2006-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2005-04-01 00:00:00,3085238229.0,470637985.0,3103388717.0,1228998083.0,4954281524.0,797875891.0,24195306.0,8056932677.0,,-769279252.0,6910654.0,,2447068995.0,-6173723343.0,8680935872.0,,83016035.0,9078001848.0,,,,,-1830746086.0,,82158216.0,,,-194243893.0,,,,,,,,,,,,,,,,,,,,,,,-737564.0,-591309869.0,,5406095593.0,,,
2006-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2006-04-01 00:00:00,,,7948093234.7,,835214080.9,,,8708601735.4,,,,,-1794594751.8,-460713409.8,3090522242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74705580.2,,,,,,
2007-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2006-04-01 00:00:00,76297883.0,446448960.8,7772724050.2,80783719.0,161629311.6,1266869694.2,26729395.2,8226992287.2,,-656571706.4,75903438.8,,-1960820789.2,-1257232881.0,3379682981.8,,,4058382234.4,,,,,,-853314286.0,171552290.2,,,,,,,,,,,,,,,,203734296.4,203626017.6,,,,,,,,,292638925.4,-474964956.2,,468174328.6,,,
2007-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2007-04-01 00:00:00,,,7989358132.8,,6343591636.8,,,14135100276.0,,,,,404907228.0,-855878192.4,6794562601.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-197849493.6,,,,,,
2008-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2007-04-01 00:00:00,244464751.0,470883653.0,7466222604.0,298890077.0,3969777944.0,1345563357.0,34919525.0,11591316980.0,,-443439363.0,94917937.0,,2040177635.0,-5151503803.0,7081104112.0,,,7944132276.0,,,,,,3008925977.0,,,,,,,,,,,,,,-37699049.0,-3790667102.0,,289161743.0,421483931.0,,1565237.0,,,,,,,155316432.0,-573866421.0,,530460925.0,,,
2008-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2008-04-01 00:00:00,,,11259876986.0,,-2471061012.8,,,8944341396.2,,,,,-1721191197.1,-1185954647.1,436084831.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155525423.0,,,,,,
2009-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2008-04-01 00:00:00,64483044.7,1224713008.1,11288941978.0,368502861.3,1494512309.3,1168966243.6,72945888.9,12737872506.1,,-117365567.1,,,-795076693.1,2954769923.7,-665180921.3,,,136451399.9,,,,,-851021698.7,,,,,,,,,,,,,,,66909789.2,3691782482.2,,286943738.4,438358923.4,,10356388.5,,,,,,,-45581781.2,-514688582.8,,156617304.9,,,
2009-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2009-04-01 00:00:00,,,12725015191.0,,1250799640.0,,,14080790219.0,,,,,-584521426.0,-1999660951.0,3834982017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104975388.0,,,,,,
2010-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2009-04-01 00:00:00,93110732.0,81205664.8,12719984067.7,,2474909196.5,519638434.9,59812040.6,15278590528.5,,,,,-1482262782.0,-1741088772.8,5698260751.3,,728393515.2,6668428159.9,,,,,1494167849.2,,81792726.6,,,,,,,,,,,,,,-1174983713.8,,408833933.3,139099515.1,,10635375.4,,,,,,611213249.4,83697264.3,-561333475.3,,220626016.0,,,
2010-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2010-04-01 00:00:00,,,14998368514.5,,1677278628.9,,,16901018538.6,,,,,-1451773211.7,-42686007.0,3171737847.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225371395.2,,,,,,
