REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,ACCEPT_INVEST_CASH,ASSIGN_DIVIDEND_PORFIT,BEGIN_CASH,BUY_SUBSIDIARY_EQUITY,CCE_ADD,CONSTRUCT_LONG_ASSET,DISPOSAL_LONG_ASSET,END_CASH,FA_IR_DEPR,FINANCE_OUTFLOW_OTHER,INVEST_OUTFLOW_OTHER,ISSUE_BOND,NETCASH_FINANCE,NETCASH_INVEST,NETCASH_OPERATE,NETCASH_OPERATE_BEFORE_FINANCE,OBTAIN_SUBSIDIARY_OTHER,OPERATE_INFLOW_BALANCE,OPERATE_NETCASH_OTHER,OPERATE_OUTFLOW_OTHER,OPERATE_PROFIT,PAY_ALL_TAX,PAY_DEBT_CASH,RECEIVE_LOAN_CASH,SUBSIDIARY_ACCEPT_INVEST,偿还融资租赁,减:出售资产之溢利,减:利息收入,减:应占附属公司溢利,减:投资收益,减:汇兑收益,减:重估盈余,加:减值及拨备,加:利息支出,加:购股权开支,发行相关费用,吸收投资所得,处置无形资产及其他资产,存款减少(增加),存货(增加)减少,已付利息(经营),已收利息(投资),已收利息(经营),已收股息(投资),应付帐款及应计费用增加(减少),应收关联方款项(增加)减少,应收关联方款项(增加)减少(投资),应收帐款减少,投资支付现金,收回投资所得现金,期间变动其他项目,营运资本变动其他项目,购买子公司少数股权而支付的现金,购建无形资产及其他资产,赎回债券,除税前溢利(业务利润),非运算项目
2011-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2010-04-01 00:00:00,164670542.4,576110868.0,14674501698.0,567849804.0,4315842089.6,835055886.0,55336016.0,19370870687.2,,,,,-2442318007.6,429568771.6,6328591325.6,,,7140555570.8,,,,,1463027878.0,,,,,,,,,,,,,,,163910.0,1037865007.2,,315290719.6,163431382.8,,609745.2,,,,,,140293847.2,380526899.6,-496673525.6,,133075250.8,,,
2011-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2011-04-01 00:00:00,,,18775539340.2,,7634357436.6,,,26494842725.1,,,,,-472289813.1,-1720404882.9,9827052132.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84945948.3,,,,,,
2012-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2011-04-01 00:00:00,,721874384.1,18596496761.4,,4955886342.3,637222343.4,39723327.3,23651788983.6,489199290.3,68538632.7,-1294114374.3,,-1986002713.2,-5268775995.3,12210665050.8,,1104983247.9,13386496939.5,992201980.5,,5168331555.9,933646107.6,1593867823.2,261200861.4,912673.5,,-9472921.5,268722549.9,,597958.5,,,7005555.9,273701341.2,,,,,-2338420570.2,-85520654.1,242185781.1,268722549.9,,597958.5,,,,-8324117335.5,63289186.5,,99405879.9,16627803373.2,,140702782.2,,3666070974.9,
2012-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2012-04-01 00:00:00,,,23827271332.0,,-1883568686.0,,,21898041105.0,,,,,437230973.0,-1112991343.0,-1207808316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45661541.0,,,,,,
2012-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2012-04-01 00:00:00,,,23618721646.0,,1900138077.5,,,25516018677.5,,,,,-82560042.5,-2404895155.0,4387593275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2841046.0,,,,,,
2013-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2012-04-01 00:00:00,,1220404376.4,23556344622.8,276596405.8,-1843313624.9,666578405.9,14205327.4,21653294649.8,577346883.3,-1284297005.2,-1736504106.7,,-427557786.7,-1538187455.2,122431617.0,-1415755838.2,859165282.8,1538281488.7,1122960594.8,,6732817406.7,1206142628.9,821062908.6,2258245847.0,,,,281354500.9,,2269341.8,,-4544952.5,19584043.6,268741474.1,,,925916530.0,,1846924511.3,-4097616333.8,209707242.8,281354500.9,,2269341.8,,,,,25727565.6,,-59736348.1,-1096919584.2,9359467.7,394965775.6,,5023263301.1,
2013-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2013-04-01 00:00:00,,,21341736453.4,,-296163627.1,,,21088428289.5,,,,,-302731585.2,-858703368.6,865271326.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42855463.2,,,,,,
2013-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2013-04-01 00:00:00,,1146835624.0,21235696136.0,278528992.0,-3665148644.0,589580904.0,20103960.0,17647588080.0,317876192.0,-298036596.0,-648275860.0,,-1889446396.0,-1482805380.0,-292896868.0,-1775702248.0,,345087240.0,667045704.0,,4099547880.0,453261300.0,618710128.0,452664944.0,,,-1266488.0,118010860.0,64689256.0,3362956.0,,-122056244.0,7838700.0,214423796.0,,,,,-156995328.0,-3900481788.0,184722808.0,118010860.0,,3362956.0,,,,-5756593728.0,307400.0,,77040588.0,5902614876.0,,229123664.0,,2955103828.0,
2013-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2013-04-01 00:00:00,27533600.4,1625994454.8,21059192545.8,276213957.6,1527200287.2,2081103652.2,20735556.9,22708324736.1,1502562714.3,-307021593.3,,,-2321669035.5,-2020573629.0,5869442951.7,,30063813.9,6721759087.2,,,6352921024.8,569450460.0,742663389.0,602690758.8,,,128284872.9,152855379.9,63340694.1,3335004.3,,61438461.3,43696482.3,327263301.3,,,,,145734200.7,-4277444811.3,282865675.5,152855379.9,,3335004.3,14012877180.9,,,-9078790142.7,304845.0,252094621.2,121931903.1,-287804164.5,,483856080.9,,4888652939.4,
2014-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2013-04-01 00:00:00,,1640715853.2,21249857872.2,278714738.4,2573128129.2,1092379180.2,56021022.6,23735687702.4,674817696.9,-582862258.2,-2388478999.8,,-2646061274.7,-3590974617.9,8810164021.8,5219189403.9,53947764.9,10091818710.6,1353609650.4,,8373537180.6,843631320.9,877664738.1,733896313.2,,,136798095.6,208513125.3,56728514.1,3365198.7,,65040001.2,77965563.3,498160145.4,,,,,148081047.0,-4552332524.4,438023367.9,208513125.3,,3365198.7,6223132146.6,,,9068195.4,52600455.0,254377030.8,-87298299.0,38413712.4,,673925642.4,,6239429059.5,
2014-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2014-04-01 00:00:00,2368828.0,,23738388403.2,,9682255275.2,666206725.6,3500943.2,33453032017.6,589026002.4,-1815076.0,,9164115681.6,9219134019.2,-1909090784.0,2372212040.0,,34584888.8,3120201783.2,,,,549795749.6,264847276.0,319311861.6,,,-2368828.0,64259843.2,-12963949.6,1876604.0,,-219901072.0,572210.4,217409188.0,,,,,1661256.0,-358499044.8,198193993.6,64259843.2,,1876604.0,4215270974.4,,,-3260860944.0,17110936.8,,32388339.2,-75113382.4,,1262486879.2,,1623299376.8,
2014-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2014-04-01 00:00:00,,1490923020.0,23737230960.0,,8786342182.5,606408857.5,52197810.0,32172123885.0,432126990.0,-333016367.5,-1088764857.5,9163668855.0,8228304280.0,-3157832150.0,3715870052.5,558037902.5,34583202.5,4895365827.5,795026050.0,,5294410825.0,904411347.5,2511875022.5,3400449835.0,,,17633065.0,112670732.5,-19368070.0,1876512.5,,-45860735.0,2245662.5,483894125.0,,,,,9733255.0,,275084427.5,112670732.5,,1876512.5,9428078695.0,,,-7698155660.0,164007192.5,,-351449257.5,-2128968032.5,,1440546350.0,,3648069502.5,
2014-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2014-04-01 00:00:00,2355815.0,2007258403.0,23607983136.0,,644716197.0,2724435798.0,59525632.0,23749374869.0,,-778202182.0,,9113773218.0,11068108390.0,-18632930186.0,8209537993.0,,48407409.0,10293161516.0,,,,1410925139.0,2680354522.0,7417794464.0,,,,,,,,,,,,,,,-88474621.0,,672698384.0,147963539.0,,1866295.0,,,,,177481595.0,,-503324464.0,,,15803486229.0,,,
2015-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2014-04-01 00:00:00,,2008069446.0,23697492076.8,,-5532863049.0,1588366777.8,56391538.2,17537350710.6,1279807218.6,-792220956.0,-2612400504.0,9145612956.0,13160339142.0,-20158067753.4,1464865562.4,-18693202191.0,14285074237.2,4109254644.0,2454681092.4,,10676513310.6,1824116698.2,4261949736.0,11076966324.0,,,6283470.6,189806264.4,104755221.0,1873371.0,,-125153467.2,16313683.2,1139402668.8,,,,,102236919.0,738679398.6,820272383.4,189806264.4,,1873371.0,,,,-3233493625.8,200211151.2,,-627278317.2,-4072444439.4,,1822323175.8,,5963873507.4,
2015-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2015-04-01 00:00:00,,,17455691332.8,,-856955539.2,769830625.6,142190108.8,16625495020.8,1154003136.0,-405417270.4,,3918175672.0,1937314249.6,-899053788.8,-1895216000.0,,6425393.6,-899353355.2,,,,654387516.8,2958676720.0,1383232568.0,,,27969720.0,55083536.0,-9524988.8,,,58140336.0,,312044257.6,,,,,-12459516.8,784020291.2,341475128.0,55083536.0,,,-4440240430.4,,,871640406.4,160549249.6,17332056.0,26759227.2,233973585.6,,164394704.0,,316874001.6,
