REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,ASSET_IMPAIRMENT_LOSS,BASIC_EPS,CONTINUED_NETPROFIT,DILUTED_EPS,FINANCE_EXPENSE,GROSS_PROFIT,HOLDER_PROFIT,INCOME_TAX,INTEREST_INCOME,MANAGE_EXPENSE,MINORITY_INTEREST,NETPROFIT,NON_OPERATING_ITEMS,OPERATE_INCOME,OPERATE_PROFIT,PARENT_TCI,RESEARCH_EXPENSE,SALE_EXPENSE,TOTAL_PROFIT,全面收益总额,其他全面收益,其他全面收益其他项目,其他支出,其他收入,出售资产之溢利,应占合营公司溢利,应占联营公司溢利,折旧与摊销,毛利调整项目,永久资本证券持有人应占全面收益总额,永久资本证券持有人应占溢利,终止或非持续业务溢利,股息,销售成本,非控股权益应占全面收益总额
2005-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2004-04-01 00:00:00,54486931.2,0.15901392,,0.15880176,7072353.6,-22681030569.6,1188250876.8,37323187.2,112102161.6,,-29514638.4,1158736238.4,23926002422.4,,1211771995.2,,,,1196059425.6,,1244971852.8,1244971852.8,,,166501046.4,-13076481.6,4436265.6,257316134.4,-22681030569.6,,,,412445404.8,,
2005-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2005-04-01 00:00:00,,0.0833579,,0.0833579,152172679.0,7258231329.0,737871182.0,294941292.0,,1523515343.0,27281503.0,765152685.0,,99828546996.0,1213051677.0,,682636457.0,3763601092.0,1060093977.0,,,,144144423.0,68717663.0,,1116834.0,-1901855.0,,,,,,220412855.0,42656042169.0,
2006-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2005-04-01 00:00:00,,0.0200425,,0.0200425,416731677.0,14899145548.0,178057570.0,456014977.0,194243893.0,3475994826.0,43772820.0,221830390.0,,212863391534.0,895506917.0,,1562769844.0,8244065491.0,677845367.0,,,,-658764907.0,-62043563.0,,1106346.0,3719888.0,,,,,,474590366.0,91532550219.0,
2006-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2006-04-01 00:00:00,,0.0395435,,0.03875263,139019128.6,7728191831.2,340793791.7,116692868.5,89653023.2,1801989386.3,,340793791.7,,113507528853.2,493882497.6,,847100857.0,4461092043.8,457486660.2,,,,241341889.2,117214842.7,,,12970268.0,,,,,,217125449.8,49025572595.4,
2007-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2006-04-01 00:00:00,,0.14462954,992715506.8,0.14230928,271725648.6,14593476359.2,1246273519.6,202612837.4,203633751.8,3775449730.0,,1246273519.6,1246273806.53882,216222074935.6,1248965021.2,,1517643395.0,7991717923.2,1195328344.2,,,,123020185.2,63319895.4,,,14455219.8,,,,,253558012.8,458877820.2,93517561108.6,
2007-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2007-04-01 00:00:00,,0.150216,1343982552.0,0.13970088,132235144.8,9086603394.0,1292563615.2,248787739.2,153287917.2,2040398949.6,,1292563615.2,1292563615.48992,122026750850.4,1571274381.6,,799201695.6,4193414834.4,1592770291.2,,,,498401666.4,16088133.6,,,443137.2,,,,,-51418936.8,260737422.0,51926772031.2,
2008-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2007-04-01 00:00:00,,0.3867469,3265498503.0,0.3551614,269290954.0,17196409620.0,3399041997.0,334195647.0,365324912.0,4182636138.0,6274986.0,3405316983.0,3399041997.74191,229542399114.0,3502789836.0,,1612678421.0,7746961547.0,3599694150.0,,,,272498637.0,121154959.0,,,870356.0,,,,,139818480.0,1310819307.0,97574789937.0,
2008-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2008-04-01 00:00:00,,0.10295633,,0.09409254,207051316.1,7976245070.7,913209010.5,286927700.6,262054542.2,2264357430.0,,913209010.5,,116441004639.4,1147308522.7,,690005141.7,3552013839.9,1200136711.1,,,,,-322560136.4,,,-2175037.7,,,,,,242561022.5,50244257249.0,
2009-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2008-04-01 00:00:00,,-0.17499904,,-0.17499904,386043780.7,12285452136.4,-1547593072.8,262799339.6,409996774.3,4292282117.7,20507.7,-1547572565.1,,203722548445.8,-1311125620.0,,1503966359.0,6415157190.9,-1284773225.5,,,,1391522639.9,6350551.1,,,2399400.9,,,,,,243187142.5,89575822086.5,
2009-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2009-04-01 00:00:00,,0.0286818,,0.0266331,248179518.0,5530670520.0,253171517.0,174132671.0,51531634.0,1885698599.0,,253171517.0,,102817546922.0,623474042.0,,706145916.0,2741406444.0,427304188.0,,,,,426054481.0,,,478030.0,,,,,,83750856.0,45878102941.0,
2010-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2009-04-01 00:00:00,,0.09693346,,0.09078979,429244570.3,12216305522.2,883104778.4,320392390.5,139099515.1,3865358243.5,,883104778.4,,226698897269.0,1492816241.8,,1463169620.9,5729914304.4,1203497168.9,,,,,334952888.4,,,825982.3,,,,,,469157946.4,101133143112.3,
2010-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2010-04-01 00:00:00,,0.09247518,,0.0871143,150500004.9,7478306980.2,880832790.6,304980463.2,75642016.8,2355805210.5,6701.1,880839491.7,,146173171641.0,1261167123.3,350413921.2,911456817.6,3121841457.0,1185819954.9,350420622.3,-530418869.4,-530418869.4,-170804337.9,1159290.3,,,-489180.3,,,,,,218328539.1,65608278840.3,6701.1
2011-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2010-04-01 00:00:00,,0.18620176,,0.17898972,322410970.0,15499028005.6,1791431397.6,554114146.0,163431382.8,4718693531.2,13112.8,1791444510.4,,283162668048.8,2506013433.6,1704309954.4,1989296993.2,6808526362.0,2345558656.4,1704323067.2,-87121443.2,-87121443.2,,523502314.4,,,-1475190.0,,,,,,633354796.4,126082306018.8,13112.8
2011-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2011-04-01 00:00:00,,0.16077897,,0.15633054,124168391.1,10716452162.1,1605978553.5,221716106.1,121620076.2,2358093678.3,4772529.9,1610751083.4,,174204357159.6,1837538399.7,,1247568548.4,5134981621.5,1832467189.5,,,,138269914.2,,,,-2522895.3,,,,,,320750867.7,76385726417.7,
2012-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2011-04-01 00:00:00,,0.29394381,2992410928.8,0.28764951,273701341.2,21691555134.6,2977153545.6,673660046.1,268722549.9,4596689524.2,15257383.2,2992410928.8,-164458829968.8,372300770206.8,3676406215.5,2450786413.8,2853420196.2,10642263965.4,3666070974.9,2437020779.7,-555390149.1,-555390149.1,,77224766.7,,,-5356449.3,,,,,,1153203880.2,164458829968.8,-13765634.1
2012-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2012-04-01 00:00:00,,0.1870595,,0.1832549,124543581.0,13859821727.0,1923948174.0,518376750.0,139470295.0,3606412045.0,24786969.0,1948735143.0,-534203886.0,211564890554.0,2456852155.0,1387689804.0,1827888365.0,5930014426.0,2467111893.0,1412476773.0,-536258370.0,-536258370.0,,-38654736.0,,,-4666976.0,,,,,,380016130.0,91922623550.0,24786969.0
2012-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2012-04-01 00:00:00,,0.3105037,,0.30484675,174058066.0,21214096767.5,3194819082.0,805398828.0,208194616.5,5556042583.0,-5600380.5,3189218701.5,,327361951553.0,3966012219.0,2821699231.0,2832855993.5,9244524835.0,3994617529.5,2816098850.5,-373119851.0,-373119851.0,,385338863.0,,,-5531240.0,,,,,,376690015.0,142466879009.0,-5600380.5
2013-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2012-04-01 00:00:00,,0.38616424,,0.38052223,268741474.1,27752689862.7,3981679297.2,1063876212.3,281354500.9,7521683244.9,-22292208.4,3959387088.8,,424697927057.8,5015151344.5,3218798049.5,3911712104.3,11836316358.9,5023263301.1,3196505841.1,-762881247.7,-762881247.7,,532173189.9,,,-4501070.2,,,,,,1552643538.6,184596273666.2,-22292208.4
2013-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2013-04-01 00:00:00,,0.10318429,,0.10194855,91117288.9,7361247571.7,1074673648.4,281353283.2,77202856.5,2140765082.5,-24955769.3,1049717879.1,,108585684825.2,1247312705.1,966793546.4,1052350005.3,2708142746.1,1331071162.3,941837777.1,-107880102.0,-107880102.0,213331974.9,654942.2,,,97672889.6,,,,,,,46931594840.9,-24955769.3
2013-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2013-04-01 00:00:00,,0.2330092,,0.23055,214423796.0,15099580220.0,2419938872.0,594659152.0,118010860.0,4078749196.0,-59494196.0,2360444676.0,,228223977976.0,2986827508.0,1941968760.0,2211829072.0,5618116176.0,2955103828.0,1882474564.0,-477970112.0,-477970112.0,,-204058268.0,,,64689256.0,,,,,,494459048.0,99012408768.0,-59494196.0
2013-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2013-04-01 00:00:00,,0.38715315,,0.38227563,327263301.3,23284884181.5,4017393735.6,928917587.1,152855379.9,6119641437.0,-57658383.3,3959735352.3,,357881152696.8,4999720166.7,3450132062.7,3336943114.2,8795589137.7,4888652939.4,3392473679.4,-567261672.9,-567261672.9,,-32990325.9,,,63340694.1,,,,,,490349279.4,155655692166.9,-57658383.3
2014-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2013-04-01 00:00:00,,0.48478548,,0.47863338,498160145.4,31152075012.9,5027668378.8,1210271872.5,208513125.3,8631267105.9,1488808.2,5029157187.0,,476260256641.8,6472347565.5,4255850521.2,4506130253.4,11689020760.5,6239429059.5,4257339329.4,-771817857.6,-771817857.6,,146690672.4,,,56728514.1,,,,,,1980207187.5,206978053308.0,1488808.2
2014-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2014-04-01 00:00:00,,0.12674768,,0.12490184,217409188.0,8298336735.2,1313641258.4,327771961.6,64259843.2,2272130595.2,-18113843.2,1295527415.2,,127912232761.6,1789412671.2,1402038536.0,1108556128.8,2871327176.0,1623299376.8,1383924692.8,88397277.6,88397277.6,258786768.0,1876604.0,,,-12963949.6,,,,,,,55657779645.6,-18113843.2
2014-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2014-04-01 00:00:00,,0.2817845,,0.278093,483894125.0,17263244377.5,2926073627.5,678596140.0,112670732.5,4678157967.5,43399735.0,2969473362.5,,256809016890.0,4038660965.0,2075435130.0,2356142942.5,5891732440.0,3648069502.5,2118834865.0,-850638497.5,-850638497.5,307717287.5,9167225.0,,,-19368070.0,,,,,,528979645.0,111141264067.5,43399735.0
2014-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2014-04-01 00:00:00,,0.422211,,0.4173158,815913579.0,30000655411.0,4459368106.0,781065874.0,147963539.0,8182779606.0,65571204.0,4524939310.0,,427863193728.0,6003852658.0,2630215436.0,4874187354.0,10061942863.0,5306005184.0,2695786640.0,-1829152670.0,-1829152670.0,887010240.0,9117310.0,,,-29897434.0,,,,,,526099382.0,183930941453.0,65571204.0
2015-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2014-04-01 00:00:00,,0.47724894,,0.47233518,1139402668.8,41041031808.6,5090133273.0,825290560.8,189806264.4,11566462810.8,48449673.6,5138582946.6,,568713582649.2,6808714690.8,1778940817.2,7499128681.8,14140462280.4,5963873507.4,1827390490.8,-3311192455.8,-3311192455.8,1035415222.8,9151878.0,,,104755221.0,,,,,,2331861661.2,243315759516.0,48449673.6
2015-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2015-04-01 00:00:00,,0.0580792,,0.05746784,312044257.6,10065889560.0,642857267.2,-305955112.0,55083536.0,3458188408.0,-20028153.6,622829113.6,,131024706620.8,583359712.0,90426257.6,2381534539.2,3457711547.2,316874001.6,70398104.0,-552431009.6,-552431009.6,195201134.4,10105780.8,,,-9524988.8,,,,,,,55446463750.4,-20028153.6
2015-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2015-04-01 00:00:00,,-0.34923537,,-0.34923537,736339558.9,20492826169.2,-3871156392.4,-1116764382.8,109783315.4,7048842026.6,-38740317.0,-3909896709.4,,290917083551.6,-4378826300.2,-4892978372.7,4828226700.0,7728947693.5,-5026661092.2,-4931718689.7,-1021821980.3,-1021821980.3,5279535489.8,13899440.5,,,-21278548.5,,,,,,547046354.8,124965715606.6,-38740317.0
2015-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2015-04-01 00:00:00,,-0.18052208,,-0.18052208,1160497230.4,33158269680.0,-2001035308.0,-970507481.6,161255568.8,10599282497.6,-80929736.8,-2081965044.8,,464673509384.0,-2011399093.6,-5279459140.0,7400392278.4,11930606863.2,-3052472526.4,-5360388876.8,-3278423832.0,-3278423832.0,5253575650.4,14188516.0,,,-41831771.2,,,,,,558423625.6,199178485012.0,-80929736.8
2016-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2015-04-01 00:00:00,,-0.07494992,,-0.07494992,1529695561.2,42798581744.4,-827976935.2,-854661691.2,212030739.2,13625036116.4,-106151054.8,-934127990.0,,580372082272.8,-399437845.2,-4302700454.8,9636039844.0,15331348579.6,-1788789681.2,-4408851509.6,-3474723519.6,-3474723519.6,4619712771.6,14117722.0,,,-71687014.0,,,,,,2450836539.2,247387459392.0,-106151054.8
2016-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2016-04-01 00:00:00,,0.10410984,,0.10344672,367879082.4,10175463669.6,1146846146.4,251760139.2,40715568.0,3041008639.2,-35224934.4,1111621212.0,,133367834966.4,1625313751.2,1977980860.8,2359002981.6,3905916055.2,1363381351.2,1942755926.4,831134714.4,831134714.4,,755777757.6,,,65231114.4,,,,,,,56508453813.6,-35224934.4
2016-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2016-04-01 00:00:00,,0.19966622,,0.19899844,742624782.4,20979837916.2,2202218239.6,358998528.0,77482513.4,5988444028.2,-67699536.4,2134518703.2,,284304490257.2,3075060122.0,2933550862.2,4705004257.2,8652338648.6,2493517231.2,2865851325.8,731332622.6,731332622.6,,1441009139.8,,,83599378.2,,,,,,573943554.4,121172407212.4,-67699536.4
2016-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2016-04-01 00:00:00,,0.2691556,,0.2691556,1139325943.0,32860714677.0,2970541329.0,333184110.0,122958325.0,9313227728.0,-10384689.0,2960156640.0,,464168987968.0,4151780626.0,2569659036.0,7096682803.0,14029083572.0,3293340750.0,2559274347.0,-400882293.0,-400882293.0,,1730060052.0,,,157927742.0,,,,,,596221276.0,199223779307.0,-10384689.0
2017-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2016-04-01 00:00:00,,0.33530598,,0.33530598,1598064161.1,42123786538.8,3691705041.2,-279518240.2,191766043.5,12777434607.0,-44948939.5,3659671591.3,,593819039176.6,4638730556.4,3940355813.2,9394714716.3,18494477458.3,3380153351.1,3908322363.3,248650772.0,248650772.0,-3106430522.9,75140276.3,,,147720912.3,,,12915489.6,12915489.6,,2610522637.5,254785733049.5,-44948939.5
2017-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2017-04-01 00:00:00,,-0.04471104,,-0.04471104,488054873.6,9244427532.8,-489721376.0,-104305436.8,62243187.2,3119800883.2,35077843.2,-364903056.0,,135653485043.2,-41411907.2,-694077926.4,1975177936.0,4505158908.8,-469208492.8,-569259606.4,-204356550.4,-204356550.4,,314298288.0,,,-1984899.2,,,89740476.8,89740476.8,,,58582314988.8,35077843.2
2017-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2017-04-01 00:00:00,,0.04048509,,0.04048509,873243480.6,19758940644.6,443026348.8,-884194365.6,117201017.1,5627009385.3,38208633.3,659103902.1,,289011801327.6,541371933.0,1159572620.4,3998718976.2,9694327359.9,-225090463.5,1375650173.7,716546271.6,716546271.6,,102487009.8,,,-10419933.0,,,177868920.0,177868920.0,,567016914.6,124746960019.2,38208633.3
2017-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2017-04-01 00:00:00,,-0.13003058,,-0.13003058,1250247293.8,30894775743.0,-1450696947.2,1905235501.8,160532225.6,8499713496.8,42870886.2,-1144889853.0,,453625517765.6,1868983760.2,-588051863.2,6187233980.0,14385962622.2,760345648.8,-282244769.0,862645084.0,862645084.0,,47118116.2,,,-18923043.2,,,262936208.0,262936208.0,,558242842.8,195917983139.8,42870886.2
2018-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2017-04-01 00:00:00,,-0.10501127,,-0.10501127,1654776396.0,39439786941.1,-1190481956.3,1760523373.7,202130974.5,11050197603.9,55762870.8,-797173877.5,,570329953156.6,2431752896.3,429081079.7,8009335324.9,17815778189.3,963349496.2,822389158.5,1619563036.0,1619563036.0,134615644.8,1892718.1,,,-15757978.6,,,337545208.0,337545208.0,,2510737720.4,245725189637.2,55762870.8
2018-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2018-04-01 00:00:00,,0.0430079,,0.0430079,475389476.8,10796120955.2,509769330.4,181797701.6,35054746.8,3210235371.4,-34168122.4,564528312.0,,157643472470.0,1193455991.8,-1339590219.4,2050451257.0,4328606186.4,746326013.6,-1284831237.8,-1849359549.8,-1849359549.8,13372148.6,,,,-6795248.2,,,88927104.0,88927104.0,,,68025615279.8,-34168122.4
2018-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2018-04-01 00:00:00,,0.14171152,,0.14171152,1056507536.0,23566598259.2,1688479002.4,462908247.2,78931940.8,6880121812.8,-93041180.0,1780350718.4,,347984799785.6,3232673664.0,-1765250874.4,4280485891.2,9004480685.6,2243258965.6,-1673379158.4,-3453729876.8,-3453729876.8,168836205.6,,,,-11839103.2,,,184912896.0,184912896.0,,633374823.2,150425801633.6,-93041180.0
2018-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2018-04-01 00:00:00,,0.27590064,,0.27521432,1643633452.0,37579046671.2,3282105777.6,1048552832.8,119934420.0,11089036956.8,35009183.2,3593839184.8,,539827247129.6,6206487844.8,7885816.8,6142948339.2,13802705057.6,4642392017.6,319619224.0,-3274219960.8,-3274219960.8,337868472.8,,,,-40396795.2,,,276724224.0,276724224.0,,631901687.2,232334576893.6,35009183.2
2019-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2018-04-01 00:00:00,,0.3364,,0.3326,2260912000.0,49445228000.0,4000508000.0,1338057000.0,183803000.0,14821136000.0,47636000.0,4408788000.0,,684765874000.0,7901268000.0,3205830000.0,8495122000.0,17830692000.0,5746845000.0,3608804000.0,-799984000.0,-799984000.0,,-397010000.0,,,-77314000.0,,,360644000.0,360644000.0,,2925120000.0,292937709000.0,42330000.0
2019-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2019-04-01 00:00:00,,0.09418339,,0.09074604,790741743.4,14082073607.7,1115261956.9,331243670.1,95365838.4,4198489285.2,111885742.5,1319543667.4,,172034596458.2,2355622829.7,739092122.3,2263941830.5,5247657876.3,1650787337.5,972158201.7,-347385465.7,-347385465.7,16361786.0,,,,-9459587.2,,,92395968.0,92395968.0,,,71935224621.4,140670111.4
2019-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2019-04-01 00:00:00,,0.21643074,3080820854.9,0.20794326,1776995396.0,29925008453.1,2577513290.9,810554340.0,173102154.6,8453883725.0,313188012.0,3080820854.9,-154211874498.7,368273765903.6,5547947395.5,1059767971.5,4578592304.7,10900279595.7,3891375194.9,1589330140.3,-1491490714.6,-1491490714.6,444305432.2,,,,-52678959.2,,,190119552.0,190119552.0,,683525056.0,154211874498.7,339442616.8
2019-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2019-04-01 00:00:00,,0.36415764,,0.34950762,2503304727.0,45314360553.0,4342949595.6,1390558969.8,264000336.6,12587904113.4,545692316.4,5169922296.0,,560007171847.2,8877270309.6,2972168152.8,6896496915.0,16445652022.8,6560481265.8,3818730022.8,-1351192273.2,-1351192273.2,507037192.2,,,,-77484653.4,,,281280384.0,281280384.0,,674179968.0,234689225370.6,565281486.0
2020-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2019-04-01 00:00:00,,0.3879,,0.3775,3158420000.0,58115856000.0,4624976000.0,1482599000.0,332744000.0,17557332000.0,595615000.0,5594433000.0,,705352838000.0,10003852000.0,2937997000.0,9288630000.0,20668799000.0,7077032000.0,3925972000.0,-1668461000.0,-1668461000.0,,-597243000.0,,,-101144000.0,,,373842000.0,373842000.0,,3043885000.0,294560563000.0,614133000.0
2020-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2020-04-01 00:00:00,,0.127431,,0.1245992,756317144.0,14451439986.0,1506673349.0,603661885.5,56572284.5,4680271609.0,145448327.5,1747270156.5,,188992293104.0,3085791221.5,675936501.0,2354429315.0,4475426276.5,2350932042.0,929368442.0,-817901714.5,-817901714.5,-144478436.0,,,,-35114320.0,,,95148480.0,95148480.0,,,80044706566.0,158283461.0
2020-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2020-04-01 00:00:00,,0.29896339,4061278046.1,0.28874824,1351457534.9,29241622796.1,3561798071.7,1403575230.2,118039463.3,8882529201.7,316424486.4,4061278046.1,-160533833530.4,379550912653.0,6812701458.2,3926049890.4,4352341720.1,9250438044.1,5464853276.3,4465906947.7,404628901.6,404628901.6,,56387628.0,,,-114430110.3,,,183055488.0,183055488.0,,696659609.8,160533833530.4,356801569.3
2020-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2020-04-01 00:00:00,,0.5024173,,0.48088513,2012096462.8,46196070153.4,5990380192.0,2389059510.5,160336367.7,14117169241.6,503617881.6,6706266120.4,21632881831.5,588705291958.4,11102698066.1,7424011645.3,6767645854.7,14494164913.8,9095325630.9,8220349590.7,1514083470.3,1514083470.3,-285607922.8,,,,-155612340.1,,,212268046.8,212268046.8,,667484220.2,248156575825.8,584069898.6
2021-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2020-04-01 00:00:00,,0.62690202,8628110328.7,0.58550283,2685296032.0,64187715843.1,7743008789.1,3030676988.7,228378960.2,19611098582.8,671324008.0,8628110328.7,-334968239002.5,798311909691.2,14328108519.1,8779743076.2,9554091925.6,20009391647.1,11658787317.4,9612320214.9,984209886.2,984209886.2,,-685025168.5,,,-212404129.9,,,213777531.6,213777531.6,,3118561554.9,334968239002.5,618799607.1
2021-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2021-04-01 00:00:00,,0.25969602,3134227336.7,0.22804153,649763318.1,18241655694.2,3010826506.5,1066278265.6,58631867.6,5247171004.3,123400830.2,3134227336.7,-91122972850.5,218729257089.4,4798374937.1,3936778479.9,3013397626.3,5471982484.3,4200505602.3,4060980362.5,926753025.8,926753025.8,,289270357.8,,,-6737884.3,,,,,,,91122972850.5,124201882.6
2021-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2021-04-01 00:00:00,,0.54736776,6759453547.8,0.486405,1213223778.0,37806639300.0,6343045470.0,2270622850.2,150616929.6,9810535919.4,416408077.8,6759453547.8,-187871829980.4,451356938560.8,10112911209.0,6745983372.0,6150973863.6,11485779593.4,9030076398.0,7138466809.2,379013261.4,379013261.4,,-246438714.6,,,-20227962.6,,,,,,802704443.4,187871829980.4,392483437.2
