REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,ASSET_IMPAIRMENT_LOSS,BASIC_EPS,CONTINUED_NETPROFIT,DILUTED_EPS,FINANCE_EXPENSE,GROSS_PROFIT,HOLDER_PROFIT,INCOME_TAX,INTEREST_INCOME,MANAGE_EXPENSE,MINORITY_INTEREST,NETPROFIT,NON_OPERATING_ITEMS,OPERATE_INCOME,OPERATE_PROFIT,PARENT_TCI,RESEARCH_EXPENSE,SALE_EXPENSE,TOTAL_PROFIT,全面收益总额,其他全面收益,其他全面收益其他项目,其他支出,其他收入,出售资产之溢利,应占合营公司溢利,应占联营公司溢利,折旧与摊销,毛利调整项目,永久资本证券持有人应占全面收益总额,永久资本证券持有人应占溢利,终止或非持续业务溢利,股息,销售成本,非控股权益应占全面收益总额
2021-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2021-04-01 00:00:00,,0.88877258,10991483650.5,0.79441222,1772871771.9,58558981049.8,10313682983.5,3338310144.3,240281005.9,14294274770.1,677800667.0,10991483650.5,-291622885820.8,700363733741.2,15886828994.6,10235759178.1,9548516099.4,17742438225.4,14329793794.8,10841272158.5,-150211492.0,-150211492.0,,-1086922960.3,,,-24444433.8,,,,,,789126764.7,291622885820.8,605512980.4
2022-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2021-04-01 00:00:00,,1.1077609,13618996602.4,1.00111114,2300486108.8,76489303095.0,12885690627.6,3951113331.8,358406675.6,18690586278.8,733305974.8,13618996602.4,-378157455716.2,909293517622.4,19556068125.8,14249607745.8,13162745120.2,23782198178.0,17570109934.2,14809442807.4,1190446205.0,1190446205.0,,-1297705392.2,,,-43878758.4,,,,,,3707342451.8,378157455716.2,559835061.6
2022-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2022-04-01 00:00:00,,0.29463046,3620605669.4,0.26912714,673388319.0,19254342171.4,3461115959.8,1013703278.8,125335395.0,4610624417.6,159489709.6,3620605669.4,-94541592473.8,227591869290.4,5216428938.6,989864386.0,3432310631.0,5901582341.8,4634308948.2,938502041.8,-2682103627.6,-2682103627.6,,-93395842.4,,,-34067066.4,,,,,,,94541592473.8,-51362344.2
2022-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2022-04-01 00:00:00,,0.63401214,7762296537.6,0.58502352,1954127652.6,40791723405.0,7503878017.2,2181434849.4,399441847.8,8749864518.0,258418520.4,7762296537.6,-200922068064.0,483427582938.0,11559660066.6,3092317890.0,7575955186.8,12535442379.0,9943731387.0,3016243533.0,-4746053004.6,-4746053004.6,,-370801254.6,,,-61242874.8,,,,,,877549479.6,200922068064.0,-76074357.0
2022-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2022-04-01 00:00:00,,0.87545022,10971020973.0,0.81346528,3204036371.6,58208176712.0,10405913329.0,2996943990.6,685393250.6,11925999960.4,565107644.0,10971020973.0,-285228513948.6,686873381321.2,16562675445.8,4571110741.0,11461663113.8,18366325766.2,13967964963.6,4991278094.4,-5979742878.6,-5979742878.6,,108487574.2,,,-76067361.2,,,,,,860838489.2,285228513948.6,420167353.4
2023-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2022-04-01 00:00:00,,0.9276795,11550166382.7,0.87545458,4519544576.8,72160353896.4,11047783267.4,3127695485.2,973493123.9,15885796780.7,502383115.3,11550166382.7,-353519842735.4,851360393263.6,18339351009.1,7004646779.9,15085642289.3,22574400334.2,14677861867.9,7341387566.7,-4208778816.0,-4208778816.0,,-275163483.1,,,-115437688.3,,,,,,4040538984.9,353519842735.4,336740786.8
2023-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2023-04-01 00:00:00,,0.10694184,1325312881.2,0.10332894,1426560790.8,16271815149.0,1275541570.8,323087195.4,290282063.4,4313145052.2,49771310.4,1325312881.2,-76940477367.6,186424585033.2,2818603935.0,85394504.4,3259059799.8,5774577553.8,1648400076.6,-39221642.4,-1364534523.6,-1364534523.6,,-106428808.2,,,-33925131.0,,,,,,,76940477367.6,-124616146.8
2023-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2023-04-01 00:00:00,,0.25631886,3392218566.6,0.24626714,2784355159.2,34273959967.0,3056914726.8,813320564.2,592304780.8,8864274417.4,335303839.8,3392218566.6,-161804317430.4,392156554794.8,6491077685.0,1550362933.2,6815367711.6,11423664903.2,4205539130.8,1647096378.6,-1745122188.0,-1745122188.0,,-679575249.8,,,-93488175.8,,,,,,892585556.2,161804317430.4,96733445.4
2023-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2023-04-01 00:00:00,,0.45187626,6015195456.0,0.43133643,3982290571.2,52235309131.2,5402556071.4,1469723994.3,832373069.4,12939313803.0,612639384.6,6015195456.0,-252537996029.7,609546610321.8,10744540892.4,4506920325.6,10594245998.4,17421749234.7,7484919450.3,4987233626.1,-1027961829.9,-1027961829.9,,-535459202.7,,,-109703940.3,,,,,,880514181.3,252537996029.7,480313300.5
2024-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2023-04-01 00:00:00,,0.5966895,7820903640.0,0.5711475,5412101475.0,69553583385.0,7169540070.0,1866992490.0,1051010730.0,17679597705.0,651363570.0,7820903640.0,-333894964095.0,806897094960.0,14231037480.0,5095437435.0,14385339540.0,23476567455.0,9687896130.0,5479354980.0,-2341548660.0,-2341548660.0,,218958795.0,,,-182050605.0,,,,,,,333894964095.0,383917545.0
2024-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2024-04-01 00:00:00,,0.14182332,1806608166.0,0.13683456,1428046803.6,18243531853.2,1734413682.0,424044600.0,188183154.0,4635676947.6,72194484.0,1806608166.0,-91844546847.6,220176157401.6,3523981669.2,-327462206.4,3392321166.0,5955232474.8,2230652766.0,-370793150.4,-2177401316.4,-2177401316.4,,-736319595.6,,,-53465253.6,,,,,,,91844546847.6,-43330944.0
2024-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2024-04-01 00:00:00,,0.34406334,4462109105.4,0.33004854,2799505351.8,37528824432.6,4217733037.8,1046975634.0,386458110.0,9792540181.8,244376067.6,4462109105.4,-195797624477.4,466652897820.0,8023949503.2,3135384048.6,7172235070.2,11935830553.2,5509084739.4,3525703236.0,-936405869.4,-936405869.4,,-604269124.2,,,-101817522.0,,,,,,,195797624477.4,390319187.4
2024-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2024-04-01 00:00:00,,0.75909504,9614729405.6,0.72315304,4256402596.4,59771474116.0,9305865422.8,-247007800.8,592633261.2,15155929110.8,308863982.8,9614729405.6,-314696938096.0,748936824424.0,13174698244.8,5018926503.2,11819972380.8,19099931031.6,9367721604.8,5250443302.0,-4364286103.6,-4364286103.6,,-520943348.0,,,-143207304.8,,,,,,974157591.2,314696938096.0,231516798.8
2025-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2024-04-01 00:00:00,,0.8111366,10494183846.4,0.76232484,5550679535.8,79660864102.0,9937823099.0,135797187.6,789343584.8,20261216032.8,556360747.4,10494183846.4,-416187427595.6,991696583395.2,15534723064.6,6411984575.6,16425185952.8,25730501958.8,10629981034.0,7007897205.0,-3486286641.4,-3486286641.4,,-1709237093.0,,,-143406079.6,,,,,,,416187427595.6,595912629.4
2025-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2025-04-01 00:00:00,,0.29493432,3848105430.0,0.2612889,1335529891.8,19861371052.2,3617476813.8,605288264.4,198479343.6,4847238390.6,230628616.2,3848105430.0,-114934129171.2,269591000446.8,5618133707.4,5450443502.4,3752545278.6,6838560469.8,4453393694.4,5767283138.4,1919177708.4,1919177708.4,,1195106794.2,,,-27689464.8,,,,,,,114934129171.2,316839636.0
2025-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2025-04-01 00:00:00,,0.48956895,6521726331.0,0.4391199,2537715114.0,42072432894.0,6008474749.5,1410775708.5,389530615.5,10505879658.0,513251581.5,6521726331.0,-237045043606.5,558234953001.0,10144735515.0,8805718251.0,7850056923.0,13632114915.0,7932502039.5,9335312482.5,2813586151.5,2813586151.5,,60354117.0,,,-64048977.0,,,,,,,237045043606.5,529594231.5
