SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,PER_NETCASH_OPERATE,PER_OI,BPS,BASIC_EPS,DILUTED_EPS,OPERATE_INCOME,OPERATE_INCOME_YOY,GROSS_PROFIT,GROSS_PROFIT_YOY,HOLDER_PROFIT,HOLDER_PROFIT_YOY,GROSS_PROFIT_RATIO,EPS_TTM,OPERATE_INCOME_QOQ,NET_PROFIT_RATIO,ROE_AVG,GROSS_PROFIT_QOQ,ROA,HOLDER_PROFIT_QOQ,ROE_YEARLY,ROIC_YEARLY,TAX_EBT,OCF_SALES,DEBT_ASSET_RATIO,CURRENT_RATIO,CURRENTDEBT_DEBT,START_DATE,FISCAL_YEAR,CURRENCY,IS_CNY_CODE
00992.HK,00992,联想集团,10009194,2023-06-30,003,0.387120101875,7.685627568313,3.150862696995,0.10694184,0.10332894,93212292516.6,-23.9194525378,16271815149.0,-15.490152796963,1275541570.8,-65.7700981371,17.456726693105,0.910922211612,-4.961220686104,1.4218219995,3.210517451912,-5.224879562554,0.459437357239,-14.872472329741,12.842069807648,1.973805228793,19.600047342051,5.036935480333,84.5561570187,0.877711122384,79.139458469787,2023-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2023-09-30,002,0.65329735744,16.16723045455,2.967607732448,0.25631886,0.24626714,196078277397.4,-19.7838488325,34273959967.0,-15.978151678684,3056914726.8,-59.7161169215,17.479733309537,0.730715177506,-4.835470921943,1.7300328275,7.947269074712,-4.133193452297,1.089240005112,-19.782922384522,15.894538149425,2.463005293556,19.339269922458,4.040873662788,85.7897156948,0.865222088059,80.335974896024,2023-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2023-12-31,004,0.838945028923,24.596203345779,3.197678221844,0.45187626,0.43133643,304773305160.9,-12.7375171209,52235309131.2,-10.261217440897,5402556071.4,-48.9475709701,17.139069677911,0.544257013952,-6.184173048256,1.9736621791,13.63570221412,-5.110360610256,1.945267183066,-25.517215091959,18.180936285493,2.087969363829,19.635802416566,3.4108720648,84.5257066332,0.869934652934,79.962885564272,2023-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2024-03-31,001,1.150211448588,32.523952303547,3.193033873056,0.5966895,0.5711475,403448547480.0,-8.2055337306,69553583385.0,-3.612469133872,7169540070.0,-37.1467206395,17.239765471816,0.487804964306,1.834554959415,1.9385132723,18.092917546651,0.830094993806,2.602015828016,-8.429164393798,18.092917546651,2.938954795799,19.271392518532,3.536505766131,84.3070005451,0.870602904629,79.765377573706,2023-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2024-06-30,003,0.45467532548,8.874736179417,3.195855773291,0.14182332,0.13683456,110088078700.8,19.7452977835,18243531853.2,12.117374036917,1734413682.0,37.8635441805,16.571759693239,0.577971542422,4.245742271462,1.6410570403,4.367176219908,5.085700117617,0.614281832373,18.614076148435,17.468704879631,2.611672431362,19.009888336874,5.123254554136,85.0181882458,0.8515309133,83.787306474644,2024-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2024-09-30,002,1.004441922431,18.809581402399,3.094159659718,0.34406334,0.33004854,233326448910.0,21.9242033045,37528824432.6,9.496610455092,4217733037.8,41.3680284476,16.084256460388,0.614963458123,4.182884357772,1.9123888981,10.884267507659,2.834816853772,1.446602844542,6.400300531412,21.768535015319,3.243069339313,19.0045294913,5.3400546293,86.3002022027,0.863056330216,85.169909691423,2024-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2024-12-31,004,1.229797780705,30.187722459385,3.231296856008,0.75909504,0.72315304,374468412212.0,21.0611724889,59771474116.0,14.427338729577,9305865422.8,69.7165114017,15.961686531296,0.671550759936,4.846825105461,2.5675675416,23.202871952854,1.793977459444,3.101751173172,9.201734032279,30.937162603805,3.292057803458,-2.636796984588,4.073834262785,86.2686758995,0.86841786074,85.284938270991,2024-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2025-03-31,001,0.636433624511,39.972745693842,3.511938653275,0.8111366,0.76232484,495848291697.6,21.4779656591,79660864102.0,14.531646286365,9937823099.0,37.0051241655,16.065571957356,0.892636319291,7.36264513443,2.1164102049,23.764073198656,5.880224954095,3.336745086866,32.921645323869,23.764073198656,3.769755327169,1.277492284941,1.592168897743,84.9428109075,0.930318039198,79.833426911975,2024-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2025-06-30,003,0.703520710238,10.866521759422,3.928245513405,0.29493432,0.2612889,134795500223.4,21.8994027082,19861371052.2,8.868015316432,3617476813.8,107.6440737164,14.734446639007,0.801136319592,4.798677304254,2.8547729142,7.84923494373,3.3352239261,1.116091784416,-10.250535153186,31.396939774919,5.058030744097,13.591618121729,6.474203299025,83.9369983211,0.95128123251,80.461033284235,2025-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2025-09-30,002,1.582147037633,22.501019149756,3.919152033959,0.48956895,0.4391199,279117476500.5,17.9737334877,42072432894.0,12.106983179183,6008474749.5,40.4906487323,15.073378213895,0.952939209616,4.982859059171,2.3365524842,13.099072688159,2.030908423148,1.797982621607,18.94844688863,26.198145376317,4.085071037076,17.784750655909,7.031446118518,84.9714932412,0.96235672282,81.516536011224,2025-04-01 00:00:00,3-31,HKD,0
