SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,PER_NETCASH_OPERATE,PER_OI,BPS,BASIC_EPS,DILUTED_EPS,OPERATE_INCOME,OPERATE_INCOME_YOY,GROSS_PROFIT,GROSS_PROFIT_YOY,HOLDER_PROFIT,HOLDER_PROFIT_YOY,GROSS_PROFIT_RATIO,EPS_TTM,OPERATE_INCOME_QOQ,NET_PROFIT_RATIO,ROE_AVG,GROSS_PROFIT_QOQ,ROA,HOLDER_PROFIT_QOQ,ROE_YEARLY,ROIC_YEARLY,TAX_EBT,OCF_SALES,DEBT_ASSET_RATIO,CURRENT_RATIO,CURRENTDEBT_DEBT,START_DATE,FISCAL_YEAR,CURRENCY,IS_CNY_CODE
00992.HK,00992,联想集团,10009194,2020-12-31,004,1.653424722263,24.444431330141,2.04445275612,0.5024173,0.48088513,294352645979.2,12.3956267958,46196070153.4,1.945761982824,5990380192.0,47.4737285114,15.694124304446,0.47412566176,-0.772214110424,2.2783101195,6.847798525786,-1.766904970045,2.594424586988,11.61665990604,9.130398034381,2.772869509938,26.266893649014,6.764013856294,89.8797331214,0.901544594803,78.080817072629,2020-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2021-03-31,001,1.993361072288,33.147792151764,1.885379734938,0.62690202,0.58550283,399155954845.6,-82.7767583179,64187715843.1,10.447854098716,7743008789.1,-74.5229596867,16.08086139362,0.528136714545,2.386637553799,2.1615887785,8.897534582797,2.674053244516,3.360887618182,11.64124230739,8.897534582797,3.77297851301,25.994787503988,6.013556085913,90.4962541949,0.852537683442,79.614773058529,2020-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2021-06-30,003,0.240150244243,9.082154310229,2.114553739624,0.25969602,0.22804153,109364628544.7,26.8312079483,18241655694.2,26.227252868031,3010826506.5,118.9928672788,16.679666851101,0.64301595117,6.817738976917,2.8658510328,12.233650077683,6.812108801772,1.188164412494,21.75179900605,48.934600310733,5.184712581851,25.384521925555,2.644199118839,89.718260216,0.873085418327,80.490703508396,2021-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2021-09-30,002,1.081591569043,18.741403960085,2.092845085573,0.54736776,0.486405,225678469280.4,24.8724995528,37806639300.0,29.290496507746,6343045470.0,87.0015697387,16.752435188235,0.767927920099,3.724980627798,2.9951698846,25.867385908973,5.904892639372,2.427968489063,19.425951829183,51.734771817945,5.321331895015,25.145112290555,5.771134176215,90.2786880414,0.879630404763,81.550606570444,2021-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2021-12-31,004,1.384297213604,29.080753017535,2.304693050102,0.88877258,0.79441222,350181866870.6,21.7507642277,58558981049.8,26.76182379875,10313682983.5,76.199786511,16.722448130485,0.873983846206,5.080504697218,3.1387929217,40.224754640075,7.02404543171,3.868283679892,13.810661564866,53.633006186766,4.239095294196,23.296288781988,4.76018352334,89.5022374588,0.904524432232,82.48893943373,2021-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2022-03-31,001,2.149319948306,37.756010102308,2.554006017295,1.1077609,1.00111114,454646758811.2,17.9049885358,76489303095.0,19.165017932668,12885690627.6,72.2656319618,16.823897149295,1.002043395461,4.580116584721,2.9955116447,47.482927713627,5.220277328397,4.92070679079,14.652393154836,47.482927713627,5.420440519444,22.487698407107,5.692656460474,87.8799209462,0.885164308085,83.748211046381,2021-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2022-06-30,003,0.222223999737,9.450150858438,2.802515231224,0.29463046,0.26912714,113795934645.2,0.1557718427,19254342171.4,5.551505270007,3461115959.8,10.6513040027,16.920061539485,1.07008849416,-0.074379769682,3.1816652156,10.141213049206,-0.080108611924,1.162039538506,6.790633919295,40.564852196825,5.151841010171,21.873882171661,2.351539177162,87.3778811656,0.882780907804,85.273729159877,2022-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2022-09-30,002,1.453545499382,19.93001276119,2.967207244657,0.63401214,0.58502352,241713791469.0,-2.163263983,40791723405.0,7.895661080354,7503878017.2,8.0633914422,16.876043008176,1.107482653072,0.974670117981,3.2113585619,20.774932660252,1.323958300342,2.407441188482,3.494492195362,41.549865320504,5.101302641811,21.937789392138,7.293249215637,87.0028995354,0.913656819815,81.704557850991,2022-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2022-12-31,004,1.468381814319,28.317364871604,2.989491103091,0.87545022,0.81346528,343436690660.6,-10.2189392565,58208176712.0,-0.599061547027,10405913329.0,-7.6369806912,16.948735617047,1.158177133472,2.527678182649,3.1944813328,28.96911807846,2.544963863105,3.464249551636,5.328015560833,38.62549077128,3.675939773994,21.455838401728,5.185446530697,86.099066408,0.903683419503,80.448127261307,2022-04-01 00:00:00,3-31,HKD,0
00992.HK,00992,联想集团,10009194,2023-03-31,001,1.587251592909,35.098583740289,3.095308082892,0.9276795,0.87545458,425680196631.8,-13.5040532146,72160353896.4,-5.65954849036,11047783267.4,-20.7947707627,16.951776114409,1.07006774018,-4.839890728411,2.7133436026,30.396808388247,-4.197438395348,3.854038944342,-7.607592202013,30.396808388247,4.33214196793,21.308931187315,4.522266780489,84.4629698256,0.879183655825,79.376170183977,2022-04-01 00:00:00,3-31,HKD,0
