代码,简称,公告标题,公告时间,公告链接
688099,晶晨股份,晶晨股份关于以集中竞价交易方式回购公司股份的进展公告,2025-12-02 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224838433&orgId=9900038936&announcementTime=2025-12-02 00:00:00
688099,晶晨股份,晶晨股份关于召开2025年第三季度业绩说明会的公告,2025-11-26 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224824432&orgId=9900038936&announcementTime=2025-11-26 00:00:00
688099,晶晨股份,晶晨股份关于以集中竞价交易方式回购公司股份的进展公告,2025-11-24 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224821475&orgId=9900038936&announcementTime=2025-11-24 00:00:00
688099,晶晨股份,晶晨股份2021年限制性股票激励计划预留授予部分第一批次第四个归属期归属结果暨股份上市的公告,2025-11-12 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224798124&orgId=9900038936&announcementTime=2025-11-12 00:00:00
688099,晶晨股份,晶晨股份关于以集中竞价交易方式回购公司股份的进展公告,2025-11-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224782653&orgId=9900038936&announcementTime=2025-11-04 00:00:00
688099,晶晨股份,晶晨股份2021年限制性股票激励计划预留授予部分第一批次第四个归属期符合归属条件的公告,2025-10-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224763555&orgId=9900038936&announcementTime=2025-10-30 00:00:00
688099,晶晨股份,晶晨股份2025年第三季度报告,2025-10-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224763553&orgId=9900038936&announcementTime=2025-10-30 00:00:00
688099,晶晨股份,晶晨股份第三届董事会第二十二次会议决议公告,2025-10-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224763554&orgId=9900038936&announcementTime=2025-10-30 00:00:00
688099,晶晨股份,北京市嘉源律师事务所关于晶晨半导体（上海）股份有限公司2021年限制性股票激励计划预留授予部分第一批次第四个归属期归属条件成就及部分限制性股票作废事项的法律意见书,2025-10-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224763556&orgId=9900038936&announcementTime=2025-10-30 00:00:00
688099,晶晨股份,晶晨股份董事会薪酬与考核委员会关于2021年限制性股票激励计划预留授予归属名单的核查意见,2025-10-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224763557&orgId=9900038936&announcementTime=2025-10-30 00:00:00
688099,晶晨股份,晶晨股份关于作废处理部分限制性股票的公告,2025-10-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224763558&orgId=9900038936&announcementTime=2025-10-30 00:00:00
688099,晶晨股份,晶晨股份关于以集中竞价交易方式回购公司股份的进展公告,2025-10-10 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224701462&orgId=9900038936&announcementTime=2025-10-10 00:00:00
688099,晶晨股份,晶晨股份关于向香港联交所递交境外上市股份（H股）发行并上市的申请并刊发申请资料的公告,2025-09-26 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224683437&orgId=9900038936&announcementTime=2025-09-26 00:00:00
688099,晶晨股份,晶晨股份关于选举第三届董事会职工代表董事的公告,2025-09-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224675087&orgId=9900038936&announcementTime=2025-09-23 00:00:00
688099,晶晨股份,晶晨半导体（上海）股份有限公司章程,2025-09-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224675086&orgId=9900038936&announcementTime=2025-09-23 00:00:00
688099,晶晨股份,北京市嘉源律师事务所关于晶晨半导体(上海)股份有限公司2025年第一次临时股东大会的法律意见书,2025-09-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224675083&orgId=9900038936&announcementTime=2025-09-23 00:00:00
688099,晶晨股份,晶晨股份2025年第一次临时股东大会决议公告,2025-09-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224675081&orgId=9900038936&announcementTime=2025-09-23 00:00:00
688099,晶晨股份,晶晨股份2025年第一次临时股东大会会议资料,2025-09-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224663889&orgId=9900038936&announcementTime=2025-09-17 00:00:00
688099,晶晨股份,晶晨股份关于以现金方式收购芯迈微半导体（嘉兴）有限公司100%股权的公告,2025-09-16 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224661940&orgId=9900038936&announcementTime=2025-09-16 00:00:00
688099,晶晨股份,晶晨股份投资管理制度（草案）,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642391&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨股份关于制定《员工购房免息借款制度》的公告,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642383&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨股份关联（连）交易管理制度（草案）,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642389&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨股份独立董事工作制度（草案）,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642388&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨半导体（上海）股份有限公司董事会议事规则（草案）,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642387&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨半导体（上海）股份有限公司股东会议事规则（草案）,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642386&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨半导体（上海）股份有限公司章程（草案）,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642385&orgId=9900038936&announcementTime=2025-09-06 00:00:00
688099,晶晨股份,晶晨股份关于修订于H股发行上市后适用的《公司章程》及相关内部治理制度的公告,2025-09-06 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688099&announcementId=1224642384&orgId=9900038936&announcementTime=2025-09-06 00:00:00
