日期,688012.SH_close,688012.SH_volume,688012.SH_turnover
2024-03-04,148.42,1188613848.0,0.01296055819377677
2024-03-05,148.99,1151045716.0,0.012515243865934167
2024-03-06,145.55,900467044.0,0.0099422276460815
2024-03-07,145.31,831208479.0,0.009121044217224056
2024-03-08,148.3,792516972.0,0.008667599472298306
2024-03-11,149.27,794014928.0,0.008658777929393595
2024-03-12,155.38,1692648466.0,0.017707778738839188
2024-03-13,153.4,821978201.0,0.008573866340138351
2024-03-14,150.9,766385288.0,0.008146637547813373
2024-03-15,149.99,588769288.0,0.006342461664514243
2024-03-18,154.48,1015273608.0,0.010690282535029426
2024-03-19,152.98,855927733.0,0.009002971506773283
2024-03-20,153.78,656654850.0,0.006882884917040107
2024-03-21,155.28,1033875430.0,0.010564680105639487
2024-03-22,158.19,1259518234.0,0.012778021852665368
2024-03-25,156.11,1026653938.0,0.01040857286808317
2024-03-26,152.19,850051017.0,0.008857063219424942
2024-03-27,150.2,716915516.0,0.007607774172725903
2024-03-28,148.68,804357035.0,0.008666937412515965
2024-03-29,148.72,644054378.0,0.00699324382363662
2024-04-01,151.16,715875404.0,0.0076179602046942225
2024-04-02,148.97,571569714.0,0.006124099815278377
2024-04-03,149.5,658926356.0,0.007100172937604614
2024-04-08,148.62,618021383.0,0.006585794471004085
2024-04-09,146.84,551314629.0,0.00605209031787901
2024-04-10,142.43,753217660.0,0.00845661536702342
2024-04-11,139.55,742175154.0,0.008449556523606414
2024-04-12,138.12,539851197.0,0.006244259014990927
2024-04-15,145.92,1173632750.0,0.01302347901788952
2024-04-16,143.03,609344551.0,0.006773938368859139
2024-04-17,141.29,981624003.0,0.011141420737914009
2024-04-18,137.34,956665878.0,0.011048768781516852
2024-04-19,133.33,789938564.0,0.009465709045831074
2024-04-22,133.96,575064905.0,0.006885749351939875
2024-04-23,133.78,444705494.0,0.0053437525066090865
2024-04-24,134.99,586914739.0,0.006983224931974287
2024-04-25,135.25,583954641.0,0.006942918403868003
2024-04-26,134.51,1494799071.0,0.017966557896345835
2024-04-29,145.11,1775921202.0,0.02006541152969228
2024-04-30,141.12,892179083.0,0.010038610712337886
2024-05-06,142.65,934296085.0,0.010489210699755823
2024-05-07,139.87,639100998.0,0.007286316541055513
2024-05-08,136.17,605495988.0,0.007104125163740936
2024-05-09,137.59,635794535.0,0.0074323041313314
2024-05-10,132.52,1054015574.0,0.012733750346106285
2024-05-13,130.48,569735311.0,0.00694713726024883
2024-05-14,130.75,581623019.0,0.007164437392689796
2024-05-15,129.33,376034493.0,0.004633379985509551
2024-05-16,128.63,530110698.0,0.00659297587860962
2024-05-17,130.2,372922803.0,0.004637024716174945
2024-05-20,130.9,803216002.0,0.009781649136864157
2024-05-21,133.1,655103780.0,0.00791874020729612
2024-05-22,133.13,482243637.0,0.005843964374318852
2024-05-23,133.12,571561471.0,0.006865345311064401
2024-05-24,129.89,461172979.0,0.005630699249012761
2024-05-27,128.9,1476470603.0,0.018893101651007674
2024-05-28,129.9,1183568221.0,0.014398171436689916
2024-05-29,128.99,558786401.0,0.006954039670535507
2024-05-30,131.33,682749317.0,0.008387246143642323
2024-05-31,129.54,670209225.0,0.008309905281465189
2024-06-03,137.08,1421679751.0,0.016890733392107785
2024-06-04,139.65,835217914.0,0.009717926020589055
2024-06-05,140.57,839235569.0,0.009563768427857023
2024-06-06,139.86,949991361.0,0.010791474987230258
2024-06-07,142.02,886642619.0,0.010038088193428333
2024-06-11,147.72,1406724156.0,0.015523777156051593
2024-06-12,144.89,1324487952.0,0.014630519791183447
2024-06-13,144.66,1147218682.0,0.01273436317692613
2024-06-14,140.33,1956192727.0,0.022369800556451352
2024-06-17,142.06,1184534805.0,0.013505554318757239
2024-06-18,142.74,966679153.0,0.01085025675184219
2024-06-19,145.27,1187305591.0,0.013174341838608543
2024-06-20,147.84,1331311316.0,0.014428392059671698
2024-06-21,150.25,1000746344.0,0.010839143548738104
2024-06-24,147.27,1114811273.0,0.011980892522064647
2024-06-25,141.07,1325875083.0,0.014965085614081962
2024-06-26,143.35,673189534.0,0.007644677215958976
2024-06-27,141.2,628811373.0,0.007103307471123304
2024-06-28,141.03,796212301.0,0.009083832349786056
2024-07-01,142.04,737032865.0,0.008476527247867596
2024-07-02,138.08,575935999.0,0.006648067657537234
2024-07-03,143.32,855954327.0,0.009718516897082032
2024-07-04,140.37,482907966.0,0.0054735906892824865
2024-07-05,138.27,729869569.0,0.008537753166517921
2024-07-08,137.83,547206886.0,0.0063599742799637215
2024-07-09,141.67,797560360.0,0.009154462659673865
2024-07-10,141.79,563480726.0,0.006367192950971785
2024-07-11,139.43,1184227049.0,0.013678320890447614
2024-07-12,140.8,717755218.0,0.0082906959619704
2024-07-15,143.2,704511897.0,0.007957518483258236
