日期,688728.SH_close,688728.SH_volume,688728.SH_turnover
2023-06-05,16.34,87714622.0,0.0048181714515072
2023-06-06,16.06,116904317.0,0.0064739965439879
2023-06-07,16.13,93821492.0,0.0052298181647005
2023-06-08,15.55,192978308.0,0.0110792287829345
2023-06-09,16.3,429351935.0,0.0239945154858515
2023-06-12,16.76,239561815.0,0.0128473830671118
2023-06-13,16.71,113737171.0,0.0061035990362069
2023-06-14,16.72,77784596.0,0.0041842714221161
2023-06-15,16.63,84158303.0,0.0045567506722499
2023-06-16,16.76,108121553.0,0.0058337736173252
2023-06-19,16.64,96943737.0,0.0052277183595074
2023-06-20,16.29,103419516.0,0.0057032885616302
2023-06-21,15.8,105678848.0,0.0059769595592268
2023-06-26,15.61,79513223.0,0.0045779988945198
2023-06-27,15.77,45991464.0,0.0026378935951508
2023-06-28,15.68,49083794.0,0.0028171392884261
2023-06-29,15.64,49569835.0,0.0028325938546472
2023-06-30,15.76,49724171.0,0.0028421418720671
2023-07-03,15.83,55352965.0,0.0031453718047881
2023-07-04,16.11,73678932.0,0.0041291978218262
2023-07-05,16.01,71594818.0,0.0040024391300997
2023-07-06,15.95,53491945.0,0.0030052330640571
2023-07-07,15.84,51615330.0,0.0029330051842672
2023-07-10,15.74,51562524.0,0.0029223282393242
2023-07-11,16.06,65395479.0,0.003686312329354
2023-07-12,15.94,66096471.0,0.0037107495460914
2023-07-13,16.02,65233842.0,0.003656234990711
2023-07-14,16.02,65348166.0,0.0036651002327648
2023-07-17,16.03,56016070.0,0.0031489148309268
2023-07-18,16.11,66517345.0,0.003707709570057
2023-07-19,16.01,50827516.0,0.0028518100073755
2023-07-20,15.88,52081676.0,0.0029321273302252
2023-07-21,16.07,63800174.0,0.0035823579735953
2023-07-24,16.0,50277008.0,0.0028103268881804
2023-07-25,16.02,63403780.0,0.0035594362291651
2023-07-26,16.02,45374509.0,0.0025468839739436
2023-07-27,15.81,55142872.0,0.0031105240700032
2023-07-28,15.91,47440858.0,0.0026926249046156
2023-07-31,16.0,64608661.0,0.0036228837622507
2023-08-01,15.98,34289184.0,0.001933474430669
2023-08-02,15.87,39086249.0,0.0022200540371364
2023-08-03,15.7,52019545.0,0.0029743501227335
2023-08-04,15.83,42937906.0,0.0024357360920073
2023-08-07,15.73,38503477.0,0.002205023947664
2023-08-08,15.62,40306952.0,0.0023136665136409
2023-08-09,15.69,26234877.0,0.0015072139764738
2023-08-10,15.69,31631274.0,0.0018120822088165
2023-08-11,15.34,58723680.0,0.0034090757270683
2023-08-14,15.49,42103744.0,0.0024717868119609
2023-08-15,15.71,56310156.0,0.0032419176865689
2023-08-16,15.62,48032983.0,0.0027579157505611
2023-08-17,15.6,35935265.0,0.0020875567810241
2023-08-18,15.56,57304545.0,0.0032634985345216
2023-08-21,15.35,44913689.0,0.0025953077083697
2023-08-22,15.14,75798419.0,0.0044974281732714
2023-08-23,14.93,45665965.0,0.0027177884479598
2023-08-24,14.44,79338366.0,0.0048386488801276
2023-08-25,13.5,112402409.0,0.0073661213504951
2023-08-28,13.77,98460574.0,0.0062949183794994
2023-08-29,14.14,116083252.0,0.0074313044606323
2023-08-30,14.95,149784283.0,0.0090511909529163
2023-08-31,15.14,122262837.0,0.0072733686756341
2023-09-01,15.26,75188195.0,0.0044476659974751
2023-09-04,15.41,68638481.0,0.0040198791190993
2023-09-05,15.47,71638077.0,0.004150952573471
2023-09-06,15.57,67640382.0,0.0039078929078091
2023-09-07,15.23,94281445.0,0.0054782451906176
2023-09-08,15.07,106897053.0,0.0063207826843438
2023-09-11,15.17,143401307.0,0.0084280324501585
2023-09-12,15.09,98368711.0,0.0058354872627933
2023-09-13,15.02,77627564.0,0.00463383639855
2023-09-14,14.8,67670502.0,0.0041042446078693
2023-09-15,15.35,227746807.0,0.0134197284044616
2023-09-18,15.02,164036855.0,0.009770656251126
2023-09-19,14.92,117155398.0,0.0070639564799082
2023-09-20,14.93,57549896.0,0.0034515644665783
2023-09-21,15.04,72513185.0,0.0043286765531118
2023-09-22,15.55,69416512.0,0.004124591050746
2023-09-25,15.02,104785535.0,0.0062519808332415
2023-09-26,15.0,68164574.0,0.0040705836753552
2023-09-27,14.92,70825208.0,0.0042358009200385
2023-09-28,15.33,83917268.0,0.0049391694624918
2023-10-09,15.4,57376159.0,0.0033726917096303
2023-10-10,15.52,69530489.0,0.0040141736785449
2023-10-11,15.98,114188006.0,0.0064606965649324
2023-10-12,16.2,165011006.0,0.0091557126134608
2023-10-13,16.27,112873183.0,0.0062190854726628
2023-10-16,16.22,146334747.0,0.0080494423193032
2023-10-17,16.08,65614895.0,0.0036481423379487
2023-10-18,16.16,94946206.0,0.0052606917252254
2023-10-19,15.98,77767595.0,0.0043319784747414
2023-10-20,15.96,78162945.0,0.0043870359312158
2023-10-23,16.07,115016220.0,0.0063954237042753
2023-10-24,16.61,145400030.0,0.0079294539516527
2023-10-25,16.8,124648399.0,0.0067002290351596
2023-10-26,17.25,178584834.0,0.0093738925374823
2023-10-27,17.94,384033563.0,0.0194421193300781
2023-10-30,18.92,642559621.0,0.0307875094843974
2023-10-31,18.37,286641969.0,0.0138111456796308
2023-11-01,18.59,175205472.0,0.0084846354105867
2023-11-02,19.08,394677635.0,0.0184149748893347
2023-11-03,18.84,294277099.0,0.0139169041023403
2023-11-06,19.92,393942504.0,0.0178869151400298
2023-11-07,19.99,247382306.0,0.0110766008095929
2023-11-08,19.31,258762291.0,0.011882910505934
2023-11-09,18.96,224610443.0,0.0106012829533472
2023-11-10,18.95,131611451.0,0.0062211452470961
2023-11-13,19.02,145341669.0,0.0068607236074821
2023-11-14,19.15,164900770.0,0.0077493605582847
2023-11-15,19.39,175027305.0,0.0080873762740729
2023-11-16,19.36,108766656.0,0.0050507221787705
2023-11-17,19.21,80367820.0,0.0037517629032727
2023-11-20,19.46,124897321.0,0.0057575470137478
2023-11-21,19.44,83336873.0,0.0038166911219332
2023-11-22,19.29,88207192.0,0.0040665897772167
2023-11-23,19.43,67159800.0,0.0030867277054029
2023-11-24,19.6,157791615.0,0.0071707281859882
2023-11-27,20.6,346493033.0,0.0151962905844435
2023-11-28,20.08,200177336.0,0.0088349837453237
2023-11-29,20.82,278721975.0,0.0119112644902023
2023-11-30,20.49,185417814.0,0.0080587880409474
2023-12-01,20.6,172552510.0,0.0075131497548016
2023-12-04,20.16,182237729.0,0.0079890985572026
2023-12-05,20.14,184980493.0,0.0082659860913457
2023-12-06,20.04,186340870.0,0.0083030234384209
2023-12-07,19.8,288695406.0,0.0130970034847604
2023-12-08,20.17,677171980.0,0.0296719769365791
2023-12-11,20.71,249043255.0,0.0109071581104296
2023-12-12,21.42,252589151.0,0.010746335051204
2023-12-13,21.63,223792873.0,0.00923976038539
2023-12-14,21.16,173184778.0,0.0072718456093102
2023-12-15,20.95,178120501.0,0.0076423779384828
2023-12-18,20.76,121984699.0,0.0052694334258703
2023-12-19,20.76,112580492.0,0.0048462345940753
2023-12-20,20.76,124677985.0,0.0053739272637535
2023-12-21,21.0,131745407.0,0.0056863649788559
2023-12-22,20.39,151914673.0,0.0066203313272736
2023-12-25,20.45,94076593.0,0.0041120968808613
2023-12-26,19.69,161912236.0,0.0072995839050116
2023-12-27,20.17,196734036.0,0.0088062797340275
2023-12-28,20.52,142409623.0,0.0062304649410896
2023-12-29,20.43,170206784.0,0.0074874299482943
2024-01-02,20.85,150883477.0,0.0064560241528629
2024-01-03,19.92,173811613.0,0.0077293345247643
2024-01-04,19.82,108992603.0,0.0048820791567401
2024-01-05,20.17,130328515.0,0.0058104845629406
2024-01-08,19.57,140376416.0,0.0064059882379807
2024-01-09,19.11,165325431.0,0.0077129882625625
2024-01-10,19.03,146158501.0,0.0068505862862517
2024-01-11,18.72,222614764.0,0.0106327593582052
2024-01-12,18.85,113336755.0,0.0053506495688946
2024-01-15,18.84,108106631.0,0.0051519266600969
2024-01-16,18.6,82922282.0,0.0040057559772771
2024-01-17,18.15,74661021.0,0.0036213257800875
2024-01-18,17.98,119145458.0,0.0059893860694033
2024-01-19,18.16,125145723.0,0.0061732005193291
2024-01-22,17.22,116807599.0,0.0059181187715175
2024-01-23,17.66,121049523.0,0.0061907988012845
2024-01-24,17.7,99694583.0,0.0051187692279999
2024-01-25,17.4,140277102.0,0.0071371058461978
2024-01-26,17.17,109246865.0,0.005611991415474
2024-01-29,16.95,84394964.0,0.0044289583990929
2024-01-30,16.63,71962313.0,0.0038669559006413
2024-01-31,16.34,125749337.0,0.0068614496891886
2024-02-01,16.22,107412405.0,0.0059310913116737
2024-02-02,15.89,122524739.0,0.0068927322329235
2024-02-05,16.47,212281604.0,0.0119574985730587
2024-02-06,17.85,225933372.0,0.0120691760425601
2024-02-07,19.92,360920654.0,0.0168942043837774
2024-02-08,19.84,333265247.0,0.0143813989433831
2024-02-19,18.64,333510409.0,0.0158785040318352
2024-02-20,18.26,163924604.0,0.0080572551020664
2024-02-21,18.16,158148223.0,0.0077200623985464
2024-02-22,18.1,122138489.0,0.0060815329282545
2024-02-23,18.1,136301038.0,0.0068079547892669
2024-02-26,18.86,238960917.0,0.0115670793236716
2024-02-27,18.94,174395577.0,0.0083340035229035
2024-02-28,18.42,189607100.0,0.0089694318192462
2024-02-29,19.71,236534136.0,0.0110885232686655
2024-03-01,19.51,163617573.0,0.0074576525207793
2024-03-04,19.68,156292954.0,0.0071004589138844
2024-03-05,19.58,180700950.0,0.0082695455969676
2024-03-06,19.03,141183620.0,0.0065711049620816
2024-03-07,18.23,179395597.0,0.0086161414624647
2024-03-08,18.41,148057293.0,0.0072366894331335
2024-03-11,18.43,121857992.0,0.0059659881088477
2024-03-12,18.54,123585435.0,0.0059966585540363
2024-03-13,18.61,171703072.0,0.0083013118960051
2024-03-14,18.22,127663823.0,0.0061993618983946
2024-03-15,18.66,148100956.0,0.0072194537432789
2024-03-18,18.56,132822735.0,0.0064626279961222
2024-03-19,18.78,159024826.0,0.0075270063375794
2024-03-20,18.61,129902419.0,0.0062682723476261
2024-03-21,18.02,160640598.0,0.007874035698088
2024-03-22,17.75,126127290.0,0.0062885703252221
2024-03-25,17.22,116132615.0,0.0059401157264565
2024-03-26,16.82,100918752.0,0.0052998391070251
2024-03-27,16.25,89976042.0,0.0048932728415905
2024-03-28,16.69,121217200.0,0.0064794526285954
2024-03-29,16.67,64836736.0,0.0034763338150791
2024-04-01,17.45,100954240.0,0.005263597847062
2024-04-02,17.09,93706834.0,0.0049129721832183
2024-04-03,17.1,119119047.0,0.0062930856738817
2024-04-08,16.35,109370847.0,0.0059330012027386
2024-04-09,16.28,114566299.0,0.0063483154513544
2024-04-10,15.97,62507187.0,0.0034903600263397
2024-04-11,15.82,72908338.0,0.0040872934271629
2024-04-12,15.77,87941959.0,0.0050046307992409
2024-04-15,15.81,96894257.0,0.0054793024517428
2024-04-16,15.28,89652670.0,0.0051620038484789
2024-04-17,15.84,102258168.0,0.0058650905742996
2024-04-18,15.6,85193778.0,0.0048724973912283
2024-04-19,15.37,85518314.0,0.00495554444486
2024-04-22,15.42,67171575.0,0.0039001187177695
2024-04-23,15.13,72121293.0,0.0042266239293717
2024-04-24,15.15,44711506.0,0.0026413972928889
2024-04-25,15.12,71142847.0,0.0041952291974869
2024-04-26,15.89,122405542.0,0.0070016444889048
2024-04-29,16.9,206496536.0,0.0110967022335501
2024-04-30,16.56,110215928.0,0.0059485522753335
2024-05-06,16.27,179364630.0,0.0096921146735967
2024-05-07,16.06,132179054.0,0.0073481631689547
2024-05-08,15.51,136818037.0,0.0078017174216133
2024-05-09,15.73,131211404.0,0.0075108063687252
2024-05-10,15.13,175878858.0,0.0103702238297102
2024-05-13,14.57,188616676.0,0.0114977183268299
2024-05-14,14.41,148494429.0,0.0091709145565329
2024-05-15,14.1,111248521.0,0.006988637843551
2024-05-16,13.88,136048605.0,0.0086521161633835
2024-05-17,14.13,123302488.0,0.0078770441355173
2024-05-20,13.87,214109887.0,0.0136960639729069
2024-05-21,13.65,122834548.0,0.0080447770872752
2024-05-22,13.52,179039625.0,0.0119408103613758
2024-05-23,13.09,223120409.0,0.0151186860023427
2024-05-24,12.98,144375651.0,0.0098902174063014
2024-05-27,13.08,164456440.0,0.0115085619846524
2024-05-28,13.21,187197323.0,0.0126606938970085
2024-05-29,13.19,120689135.0,0.0081662840337236
2024-05-30,13.37,156025606.0,0.0104993667503975
2024-05-31,13.51,213813058.0,0.0142532064807023
2024-06-03,12.96,251470999.0,0.0172484972538669
2024-06-04,13.08,170743494.0,0.0117212895645859
2024-06-05,13.1,124429250.0,0.0084782936388458
2024-06-06,12.93,154047217.0,0.0105332583417478
2024-06-07,13.0,121503256.0,0.0083601532344014
2024-06-11,13.43,188763485.0,0.0127640236706477
2024-06-12,13.46,150524252.0,0.0099892104348158
2024-06-13,13.74,263186623.0,0.0171899924799206
2024-06-14,13.33,354318823.0,0.0236543885612861
2024-06-17,13.46,220176129.0,0.0147023530853253
2024-06-18,13.53,160124863.0,0.0106318448004067
2024-06-19,13.2,200881833.0,0.013550085649684
2024-06-20,13.53,345639127.0,0.0228342635674063
2024-06-21,13.32,201050544.0,0.0135310657194924
2024-06-24,12.7,217895180.0,0.0150360894963213
2024-06-25,12.07,235727616.0,0.01726012981876
2024-06-26,12.33,144323664.0,0.0106510576942163
2024-06-27,11.93,117739702.0,0.0086940547863542
2024-06-28,12.09,119089521.0,0.0087780451179507
2024-07-01,11.87,97517989.0,0.0074003127085821
2024-07-02,11.69,89282432.0,0.0067910063010761
2024-07-03,11.69,101922272.0,0.0078200615303896
2024-07-04,11.36,103376024.0,0.0080591614031105
2024-07-05,11.53,79003978.0,0.0061825273933642
2024-07-08,11.41,96420919.0,0.007507420979112
2024-07-09,11.81,128852268.0,0.0099327061999595
2024-07-10,12.06,111639719.0,0.0083487226081783
2024-07-11,12.49,197573450.0,0.0143193229962471
2024-07-12,12.46,91864638.0,0.0066250360495304
2024-07-15,12.36,94617306.0,0.006779004861546
2024-07-16,12.58,132357211.0,0.0094819458809875
2024-07-17,12.38,104059849.0,0.0074835751634617
2024-07-18,12.17,113576896.0,0.0083858515007839
2024-07-19,12.43,137185859.0,0.0099615618896344
2024-07-22,12.34,141241623.0,0.0102355038117122
2024-07-23,11.74,103344474.0,0.0076902553533598
