选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231
常用指标,归母净利润,445825317.46,255349354.45,111053036.94,394204445.93,356859177.77,219197054.93,124003525.61,845484855.67,691776528.93,500959635.29,233588039.55,656487769.3,446658442.42,217951858.32,54275463.91,373200496.33,281177674.52,178835554.44,85780169.22,303102677.97,233873269.35,131533087.21,20589461.22,320695097.88,230069887.01,123177061.28,43804556.19,230089633.48,221925739.06,153852269.49,42358860.85,371439401.32,246491420.72,148729391.53,50823823.13,295858452.28,185005254.14,113730428.27,48842262.77,233415925.35,139242704.09,79937985.73,34091082.55,152558460.1,93017424.81,61108984.38,24435991.22,126682894.11,74501149.51,43420497.68,18292723.16,91570021.24,59971542.69,39709282.13,21226884.33,84139430.0,55727424.31,37751715.75,19526621.62,79158330.04,53156173.61,36047042.15,14413893.21,61439377.27,43379843.94,41913889.94,32990922.7
常用指标,营业总收入,3608636825.47,2162813188.93,943431003.63,4158978409.78,2911742727.22,1891473703.63,831113421.96,5439575445.55,4068371628.33,2822525835.48,1402730802.83,4400689542.45,2739526895.43,1521064462.66,560573772.52,2805919771.7,1847676820.79,1190261939.03,473106450.01,2422548801.93,1573701781.28,880393999.91,241746902.64,2610172522.47,1641545815.05,998454439.01,392590916.19,2714619508.2,1800091045.05,1159407910.05,441130932.69,2729616152.7,1709479426.69,1074953275.44,398009911.38,1750444766.11,1163456332.87,748245192.55,341552721.45,1526483093.46,990724843.0,623765777.31,275617808.93,1387878069.97,911607235.14,583607456.64,263117539.23,1171658269.99,694851505.72,427198317.07,182656153.07,934435378.28,600559855.82,388730792.89,212042330.37,937491018.21,637392479.43,426318727.42,209881503.71,670560188.01,408397465.54,265453422.45,130735468.03,530459649.6,344782483.27,549624147.1,423265777.11
常用指标,营业成本,3092480966.01,1861597796.33,817598468.3,3620916242.31,2489434269.82,1603990283.18,700956224.85,4387516130.2,3220631268.98,2203510736.64,1119533280.72,3608418608.48,2228413032.87,1280871946.17,505541400.13,2450921114.64,1587173895.79,1027468090.6,415079344.83,2086807052.23,1334609511.7,756003206.92,240920039.71,2234902193.68,1374782595.98,854901780.07,357767915.08,2385861778.88,1549544183.63,1001327933.97,417197749.65,2361498606.75,1466354093.73,927877586.85,351145332.74,1455886503.1,957545967.12,619511460.49,289089081.09,1295331326.26,855201393.38,544683108.43,239344512.99,1233407991.95,808131476.44,520106583.55,233869253.1,1038528446.55,610543345.79,377532832.52,162073730.16,833088843.23,535534060.94,347160162.35,188048730.7,845442247.07,574868245.44,386157840.52,188820303.48,582778307.63,348597969.25,224543154.1,114111402.24,463131948.36,294803781.01,502367096.7,388107827.55
常用指标,净利润,447887544.3,256885664.13,111030404.13,394815303.77,353090847.0,215003866.47,123992760.43,871181674.45,716130909.98,520387012.27,243459256.65,682038572.31,457559600.56,220059981.93,54639452.62,372371381.78,280107459.07,178047204.62,85972615.13,304105620.0,234316491.66,131641116.12,20458892.37,321695174.69,230742936.43,123662722.36,44221519.71,231556802.39,223086102.34,154340426.22,42525589.94,371462956.77,245895181.57,147417658.02,50505305.29,300145241.34,187342807.73,115261486.02,49353620.06,230520114.05,136508393.94,79401489.99,33073641.15,151367830.78,92874146.86,60619956.47,23817607.32,129711666.49,77303099.22,45168671.51,17482151.87,91666577.64,58727878.38,38426521.1,20180218.33,84387112.46,56320716.94,36725608.72,18858392.51,78175112.66,52652053.02,35901090.2,14413893.21,61439377.27,43379843.94,41913889.94,33371664.25
常用指标,扣非净利润,419584528.86,236589409.21,103096095.04,344475521.74,328558236.07,206929576.11,115683812.53,818159205.2,675435903.01,488688681.43,225114866.02,608448644.69,408497478.7,198732356.23,43690642.58,320123962.84,230407745.16,154418780.65,75788106.78,258270828.77,205549267.34,110130838.11,12961206.95,297273894.51,225701251.57,112290115.35,34846726.57,219756143.25,201299391.48,142558638.78,37141733.5,358220643.25,237152528.62,143851313.23,49853922.18,278402830.71,180713037.35,112702970.51,48280191.1,226215613.19,134973489.51,78362954.87,33406522.22,146975350.86,91118800.1,59601389.21,23115467.43,120665840.21,70600068.78,41374610.45,17642493.64,87412354.63,57334217.8,37377524.36,21085271.84,80931548.04,53675500.59,36481001.81,18579351.54,78017214.72,52274210.66,35361675.42,,59956355.29,,40292622.7,30102914.55
常用指标,股东权益合计(净资产),4738624875.82,4546270184.03,4540427166.33,4431616609.3,4418933489.11,4281907570.33,4447318557.53,4310107435.69,4141633259.68,3936141111.51,3856255179.4,3612772213.94,3414603664.58,3177417804.83,3157489155.23,3102889819.73,3013954836.17,2871039333.4,2899005374.43,2813037769.92,2744764691.96,2642112903.43,2645886932.11,2625403223.46,2538632904.25,2432240897.62,2469256485.62,2425087878.58,2389026025.18,2313116802.89,2315327402.47,2269021572.63,2122037601.22,2054967045.11,2047147556.25,1996573745.01,1988667610.92,1804936881.55,1816226604.04,1766297016.02,1675484239.55,1618043702.33,1615094087.97,1561695917.0,1515224959.12,1480060736.25,1461370927.83,1434453226.07,1378391686.73,1320401134.96,1323768939.79,1306296414.76,1273340078.22,1253037223.98,1269290921.21,1249110702.88,1221044307.15,1195199199.14,1211831982.93,1180973590.42,271822344.87,255071382.05,,216170291.85,,140930914.58,107017024.64
常用指标,商誉,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,5147673.34,,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,2796686.52,2796686.52,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,481726.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,493498163.27,136827122.83,-131398941.13,491270249.27,166795931.85,-36710234.93,-50668634.65,515404467.72,655773435.31,952916409.4,616687195.23,859128295.15,394649763.28,-45470611.05,-188015700.02,450439825.35,226779019.29,105354624.99,34253276.44,374413058.96,62345260.65,-91184553.42,-87066525.37,983751198.6,626341818.23,318685027.18,226829133.48,-89694878.76,-307721794.49,-408843058.42,-244214785.79,399486635.29,29937345.42,-29606384.35,-33533390.13,118421627.64,-109739982.96,-173382663.39,-110031856.64,236085056.38,30490521.77,-48249787.92,-21744623.92,137331965.13,-37943006.31,-131626398.83,-125230135.08,111456555.16,5766719.31,-19327594.98,-37499238.89,55094629.94,-42076540.18,-97416793.5,-77607905.25,-9716080.51,-138884449.94,-116569528.13,-69511808.44,45184449.71,-49837417.41,-41894793.18,-35722497.55,73417748.92,-4882354.97,77764759.47,24306772.64
常用指标,基本每股收益,0.77,0.44,0.19,0.68,0.61,0.38,0.21,1.45,1.19,0.86,0.4,1.13,0.77,0.37,0.09,0.64,0.48,0.31,0.15,0.52,0.4,0.23,0.04,0.55,0.4,0.21,0.08,0.4,0.38,0.26,0.07,0.64,0.43,0.26,0.09,0.51,0.42,0.2,0.11,0.53,0.32,0.18,0.12,0.52,0.31,0.21,0.08,0.44,0.26,0.15,0.06,0.44,0.29,0.19,0.1,0.41,0.27,0.18,0.17,0.92,0.62,0.42,,0.77,,0.52,0.41
