日期,000400.SZ_close,000400.SZ_volume,000400.SZ_turnover
2024-05-13,28.23,847496464.0,0.029030548066190823
2024-05-14,27.58,591103425.0,0.020357999526815867
2024-05-15,26.98,382326600.0,0.013400470493921823
2024-05-16,26.67,398933732.0,0.014280685294419409
2024-05-17,26.47,335382660.0,0.012245868162644252
2024-05-20,27.59,555955229.0,0.019561096401640856
2024-05-21,27.31,331677187.0,0.01161065048166322
2024-05-22,26.49,369128334.0,0.0132675903304819
2024-05-23,26.18,282169675.0,0.010375281296905556
2024-05-24,27.5,633333282.0,0.022098640807381165
2024-05-27,29.06,1060201405.0,0.03516241133826072
2024-05-28,28.87,618375562.0,0.020332356926052335
2024-05-29,28.7,357968028.0,0.011924334980754398
2024-05-30,29.11,591777196.0,0.01940756906519289
2024-05-31,28.67,378183368.0,0.012631538590588347
2024-06-03,29.84,614598183.0,0.020058627915032056
2024-06-04,31.83,991141510.0,0.03071024155785131
2024-06-05,31.01,577183780.0,0.017653403335887944
2024-06-06,30.89,732662993.0,0.022467953366474946
2024-06-07,31.01,488806222.0,0.015197821830058763
2024-06-11,30.66,397187655.0,0.012477361660100307
2024-06-12,30.56,465438100.0,0.014550532609145269
2024-06-13,32.04,751403153.0,0.02287121043733905
2024-06-14,31.92,812742908.0,0.024235264697308384
2024-06-17,33.08,847782791.0,0.024669023927403735
2024-06-18,33.07,673681342.0,0.019832733819026765
2024-06-19,32.57,806301060.0,0.023722979961107844
2024-06-20,31.98,723911890.0,0.021878765621649462
2024-06-21,31.81,452647249.0,0.013761357173680558
2024-06-24,32.0,577538643.0,0.01741642647133638
2024-06-25,31.66,544391580.0,0.016780601841420193
2024-06-26,31.62,361768312.0,0.01115290585941649
2024-06-27,31.06,314562467.0,0.009742600503793997
2024-06-28,33.56,955184620.0,0.028246389876907373
2024-07-01,33.74,696560968.0,0.019917907852037522
2024-07-02,32.29,797577035.0,0.024003482607628406
2024-07-03,31.85,621603549.0,0.019057916247921174
2024-07-04,32.0,623275833.0,0.018636607665511177
