代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
300251,光线传媒,16.55,1.1,0.18,41429194.0,686552623.0,2.44,16.66,16.26,16.36,16.37,1.49,15.59,4.517,45932290916.0,45932290916.0,1,0.0,0.0,0.0,0.0,77.27
