基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
0.48956895,3.919152033959,,2000,0.39,37.8897,12404659302,12404659302,1.582147037633,4.184549,115611424694.64,115611424694.64,279117476500.5,4.982859059171,2.3365524842,6008474749.5,18.94844688863,13.099072688159,9.122688227797,2.171126184701,1.797982621607
