日期,02618.HK_close,02618.HK_volume,02618.HK_turnover
2021-06-07,45.9,10892372.0,
2021-06-08,45.3,12963544.0,
2021-06-09,44.65,5893300.0,
2021-06-10,43.9,7720218.0,
2021-06-11,42.75,16151882.0,
2021-06-15,42.0,8373600.0,
2021-06-16,41.6,5603353.0,
2021-06-17,42.0,7761394.0,
2021-06-18,41.9,4950420.0,
2021-06-21,41.0,7371500.0,
2021-06-22,41.05,4985237.0,
2021-06-23,40.9,4618220.0,
2021-06-24,40.85,4841341.0,
2021-06-25,41.3,4646820.0,
2021-06-28,42.0,3412711.0,
2021-06-29,42.05,3045512.0,
2021-06-30,42.3,7061868.0,
2021-07-02,41.4,4345350.0,
2021-07-05,40.5,4648000.0,
2021-07-06,39.0,13880676.0,
2021-07-07,39.25,5068127.0,
2021-07-08,38.25,5576583.0,
2021-07-09,38.7,3021607.0,
2021-07-12,38.6,2176900.0,
2021-07-13,39.6,3511035.0,
2021-07-14,39.15,3084700.0,
2021-07-15,39.0,2167500.0,
2021-07-16,38.0,4540400.0,
2021-07-19,37.15,6321831.0,
2021-07-20,36.6,5446300.0,
2021-07-21,34.55,11058600.0,
2021-07-22,34.8,5503634.0,
2021-07-23,34.2,3248430.0,
2021-07-26,30.1,17415389.0,
2021-07-27,26.8,22991845.0,
2021-07-28,27.4,13368280.0,
2021-07-29,29.25,10330775.0,
2021-07-30,28.05,4063760.0,
2021-08-02,29.2,3308500.0,
2021-08-03,28.3,4466200.0,
2021-08-04,29.4,3739272.0,
2021-08-05,28.8,2978307.0,
2021-08-06,28.65,3034599.0,
2021-08-09,28.8,1873700.0,
2021-08-10,30.15,3993200.0,
2021-08-11,31.05,5950415.0,
2021-08-12,29.35,5649285.0,
2021-08-13,28.45,3932149.0,
2021-08-16,27.3,6857048.0,
2021-08-17,27.05,5083798.0,
2021-08-18,27.3,3769520.0,
2021-08-19,26.6,3860113.0,
2021-08-20,25.05,8902612.0,
2021-08-23,24.95,7001600.0,
2021-08-24,26.75,11184212.0,
2021-08-25,28.35,11101500.0,
2021-08-26,28.95,11398190.0,
2021-08-27,30.6,13282300.0,
2021-08-30,33.15,13503420.0,
2021-08-31,33.6,8125750.0,
2021-09-01,33.2,6608490.0,
2021-09-02,34.0,8234385.0,
2021-09-03,33.85,17991039.0,
2021-09-06,35.0,7218516.0,
2021-09-07,35.0,6620892.0,
2021-09-08,34.75,4810620.0,
2021-09-09,33.5,4361000.0,
2021-09-10,35.7,6301450.0,
2021-09-13,34.3,6026100.0,
2021-09-14,32.7,8867300.0,
2021-09-15,31.8,4787100.0,
2021-09-16,31.9,4522915.0,
2021-09-17,31.95,3063299.0,
2021-09-20,32.55,3494625.0,
2021-09-21,32.0,2329600.0,
2021-09-23,31.25,4864680.0,
2021-09-24,31.65,1968200.0,
2021-09-27,31.85,1997200.0,
2021-09-28,31.3,4380800.0,
2021-09-29,31.65,4977000.0,
2021-09-30,32.4,2358017.0,
2021-10-04,32.1,1755650.0,
2021-10-05,31.7,1801100.0,
2021-10-06,31.25,1598750.0,
2021-10-07,31.9,3411054.0,
2021-10-08,30.75,4681917.0,
2021-10-11,31.0,2799600.0,
2021-10-12,30.3,2471000.0,
2021-10-15,29.9,3823560.0,
2021-10-18,29.75,4260967.0,
2021-10-19,30.4,2520875.0,
2021-10-20,31.05,4615616.0,
2021-10-21,31.9,5945730.0,
2021-10-22,32.6,4485200.0,
2021-10-25,32.1,2447900.0,
2021-10-26,32.65,3870550.0,
2021-10-27,31.7,1926460.0,
2021-10-28,30.9,2622100.0,
2021-10-29,30.75,1969361.0,
2021-11-01,30.6,2594520.0,
2021-11-02,31.3,4912820.0,
2021-11-03,30.55,2112415.0,
2021-11-04,32.55,6622600.0,
2021-11-05,32.0,2672286.0,
2021-11-08,31.8,2082108.0,
2021-11-09,32.9,8965799.0,
2021-11-10,32.75,5237818.0,
2021-11-11,33.4,7453280.0,
2021-11-12,32.05,8656537.0,
2021-11-15,30.1,8213404.0,
2021-11-16,30.55,6001400.0,
2021-11-17,31.1,3753004.0,
2021-11-18,30.7,2849950.0,
2021-11-19,31.5,6306140.0,
2021-11-22,29.9,8690500.0,
2021-11-23,28.3,10220600.0,
2021-11-24,27.65,6306956.0,
2021-11-25,27.3,5506950.0,
2021-11-26,26.15,8627560.0,
2021-11-29,25.0,14480261.0,
2021-11-30,24.75,15649231.0,
2021-12-01,24.9,9128603.0,
2021-12-02,26.3,17843133.0,
2021-12-03,25.75,9570216.0,
2021-12-06,25.15,4875339.0,
2021-12-07,26.9,7967636.0,
2021-12-08,27.2,8610452.0,
2021-12-09,28.3,8380399.0,
2021-12-10,28.0,5192300.0,
2021-12-13,28.6,6791047.0,
2021-12-14,27.45,8021143.0,
2021-12-15,26.95,4205113.0,
2021-12-16,27.8,4236710.0,
2021-12-17,27.05,18280990.0,
2021-12-20,25.95,3397964.0,
2021-12-21,26.05,3682458.0,
2021-12-22,26.45,3279369.0,
2021-12-23,26.35,2700914.0,
2021-12-24,26.95,1113500.0,
2021-12-28,26.55,1715331.0,
2021-12-29,26.85,1943841.0,
2021-12-30,26.45,3201331.0,
2021-12-31,26.45,1617315.0,
2022-01-03,26.7,1788748.0,
2022-01-04,26.1,3889250.0,
2022-01-05,25.3,6025682.0,
2022-01-06,23.85,12167409.0,
2022-01-07,24.1,4571166.0,
2022-01-10,25.0,3874943.0,
2022-01-11,25.65,7188492.0,
2022-01-12,27.0,8711212.0,
2022-01-13,26.55,4068394.0,
2022-01-14,26.85,4478400.0,
2022-01-17,26.25,2335951.0,
2022-01-18,27.4,7164661.0,
2022-01-19,26.8,3347609.0,
2022-01-20,27.15,6298065.0,
2022-01-21,26.75,5361999.0,
2022-01-24,26.3,2242078.0,
2022-01-25,25.4,2926833.0,
2022-01-26,25.05,2626025.0,
2022-01-27,24.3,6546403.0,
2022-01-28,23.15,9842140.0,
2022-01-31,23.15,4093700.0,
2022-02-04,23.8,4722921.0,
2022-02-07,24.1,3668928.0,
2022-02-08,24.25,4807933.0,
2022-02-09,24.65,4352744.0,
2022-02-10,25.0,4149397.0,
2022-02-11,24.25,3961950.0,
2022-02-14,23.75,5426780.0,
2022-02-15,24.5,6478098.0,
2022-02-16,24.8,2656231.0,
2022-02-17,24.8,2432466.0,
2022-02-18,24.6,3688898.0,
2022-02-21,26.7,14515112.0,
2022-02-22,25.6,9433775.0,
2022-02-23,25.55,5670549.0,
2022-02-24,24.8,8941215.0,
2022-02-25,25.15,5287546.0,
2022-02-28,24.7,4470245.0,
2022-03-01,25.8,4450398.0,
2022-03-02,25.5,4650000.0,
2022-03-03,25.4,4959312.0,
2022-03-04,24.3,7613398.0,
2022-03-07,23.65,13359235.0,
2022-03-08,21.35,10475050.0,
2022-03-09,20.1,18892493.0,
2022-03-10,19.56,11514166.0,
2022-03-11,19.0,19630500.0,
2022-03-14,18.38,13243072.0,
2022-03-15,18.56,32281102.0,
2022-03-16,21.45,26335353.0,
2022-03-17,23.5,15358032.0,
2022-03-18,24.0,74859461.0,
2022-03-21,24.1,10598372.0,
