SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
688728.SH,688728,格科微,10408745,通用,2025-09-30 00:00:00,三季报,2025三季报,058001001,2025-10-31 00:00:00,2025-10-31 00:00:00,CNY,,608153908,549890123,,,,,,,,,,,0,,,,,,,5508367663,1290485842,,,71889785.0,,,0,,0,,907198834,,303313308,17539779.0,,,,,,,,0,,,,,226726763.0,8656829376,,,,,,,,,,,,796090173,,,,,6232268215,,35742115.0,,0,,,,,,,4903987993,275000000.0,7965517,,,,4235449327,,0,,2256795616,0,,608153908,586368673,,36478550,,-133847279,,241364076,6302268.0,37967077.0,,,431487197,222391279.0,,,,0,,,,,,,,,33742588,,,,,,,,200434,,,5802386231,,,60338081,,,16355239,23458944592,11641826907,9498620302,7820855569,23458944592,15638089023,11817117685,6139468721,676399174,85907265,7820855569,,,,,424871834.0,2871006585,,70587916.0,,-0.367582689,17.9941904917,,,,,,,,,,,,,,,,,,0.6110146773,263.8750471129,,,-32.8125748694,,,,,,,,3.1326227698,38.3493117041,-10.600849374,,,,,,,,,,,,,46.0858067819,,-2.5776432034,,,,,,,,,,,1.181319129,,,,,6.3457568615,,43.3154151549,,,,,,,,,-1.6273087535,,98.3906864794,,,,1.305455392,,,,32.9709023896,,,-0.367582689,22.378084614,,178.1725745102,,-15.0743182422,,-15.2662398368,-43.6151881448,-15.709702023,,,31.4578127876,11.5797444016,,,,,,,,,,,,,-21.5886309911,,,,,,,,0.0,,,9.9529575471,,,-41.9167329189,,,-39.4717326945,7.0865712447,5.5097203224,13.3269457316,2.6951709531,7.0865712447,9.426739302,8.6868092516,3.8947933338,23.4828198813,233.2463694637,2.6951709531,,,,,-3.8508913015,6.3852425454,,42.6846681455,,,0
688728.SH,688728,格科微,10408745,通用,2025-06-30 00:00:00,中报,2025中报,058001001,2025-08-27 00:00:00,2025-08-27 00:00:00,CNY,,663198471,592038832,,,,,,,,,,,0,,,,,,,5491296351,1080072659,,,112410077.0,,,0,,0,,927594029,,291182564,18059741.0,,,,,,37412963.0,,0,,,,,112144248.0,8579037552,,,,,,,,,,,,805130718,,,,,6208435769,,42394053.0,,0,,,,,,,5349089079,50000000.0,9072525,,,,4938376165,,0,,1865741241,0,,663198471,645550969,,53512137,,-147012210,,162575778,10016647.0,37967077.0,,,280800198,222436348.0,,,,0,,,,,,,,,59675904,,,,,,,,200434,,,5939278699,,,69007435,,,25915494,23537560426,12157608563,9380230925,7770192599,23537560426,15767367827,11379951863,6387136902,694662861,30849730,7770192599,,,,,424871834.0,2850579858,,74252222.0,,-0.833135763,68.3983241814,,,,,,,,,,,,,,,,,,0.4368692674,286.670030398,,,-0.2563023515,,,,,,,,5.401531463,63.3313902914,-10.327157636,,,,,,,,,,,,,10.121680535,,-3.936920674,,,,,,,,,,,145.3469903862,,,,,6.5919669931,,620.0851076551,,,,,,,,,4.9219233038,,112.9754198051,,,,12.857038576,,,,-0.8185002392,,,-0.833135763,70.5700139301,,98.9568363446,,-7.1340396194,,-31.9672916289,-10.5136298432,-15.709702023,,,-63.4064944333,11.5152690768,,,,,,,,,,,,,11.6091925905,,,,,,,,0.0,,,25.8763200383,,,-21.4638930171,,,4.5830810278,8.2209178043,10.6456121078,17.4864163389,0.1158168399,8.2209178043,12.717900427,5.7452554179,6.3770042789,44.9311057348,107.4037953949,0.1158168399,,,,,20.4366985735,2.4065546205,,154.6958489181,,,0
688728.SH,688728,格科微,10408745,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-29 00:00:00,2025-04-29 00:00:00,CNY,,642853020,436580976,,,,,,,,,,,0,,,,,,,5473510033,429858404,,,145119804.0,,,0,,0,,937050073,,302595586,18579703.0,,,,,,,,0,,,,,215296520.0,8773711582,,,,,,,,,,,,780271760,,,,,6219769871,,47802695.0,,0,,,,,,,5370719213,58333333.0,9298841,,,,5107242328,,0,,1562017993,0,,642853020,467335770,,30754794,,-146096761,,217063928,9121662.0,44591123.0,,,337645231,196269053.0,,,,0,,,,,,,,,44823024,,,,,,,,200434,,,6032441174,,,154649707,,,35576058,23256599162,12304927257,9095719864,7728394281,23256599162,15528204881,10951671905,6432485017,513940446,33395816,7728394281,,,,,424871834.0,2825652409,,77430325.0,,-6.2630032405,19.7396488791,,,,,,,,,,,,,,,,,,0.2491495872,42.112034878,,,131.7646609393,,,,,,,,136.264184451,94.3268399201,-10.0672425101,,,,,,,,,,,,,66.2795513679,,-2.7295116126,,,,,,,,,,,160.6656794531,,,,,18.0836321148,,2790.2454877226,,,,,,,,,15.709438135,1140.388664095,174.5863195857,,,,19.3042368657,,,,-24.4515300365,,,-6.2630032405,13.8459452367,,-32.9812802202,,-11.4924560708,,-8.7826302477,120.9700659495,-1.0037289728,,,23.2979209205,9.501997276,,,,,,,,,,,,,-41.7653731349,,,,,,,,0.0,,,38.7184383837,,,36.9982242286,,,94.9677831828,12.1419837103,17.9951625284,16.866153525,-2.0522420816,12.1419837103,20.8589214136,6.2217394613,26.9940991472,6.3886575622,31.9586002702,-2.0522420816,,,,,142.7671292406,3.2667628006,,147.8320230213,,,0
688728.SH,688728,格科微,10408745,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-29 00:00:00,2025-10-31 00:00:00,CNY,,621367760,422932937,,,,,,,,,,,0,,,,,,,5469524009,472124525,,,112123876.0,,,0,,0,,940137622,,258181409,19099665.0,6128395.0,,,,,,,0,,,,,200084731.0,8850678239,,,,,,,,,,,,785037543,,,,,5958292210,,25600517.0,,0,,,,,,,5349176743,66666666.0,6036413,,,,4524184104,,0,,1429319917,0,,621367760,448660185,,25727248,,-148819460,,326234300,8903441.0,44591123.0,,,227652598,196277711.0,,,,0,,,,,,,,,44253937,,,,,,,,200434,,,5364056105,,,158691780,,,42636078,22419857634,11536852580,8244459986,7774716435,22419857634,14645141199,10883005054,6400681213,507361029,29014718,7774716435,,,,,423571852.0,2877383304,,42425493.0,,-21.1752996615,13.4603629164,,,,,,,,,,,,,,,,,,0.3114316715,18.6753998208,,,128.5974027976,,,,,,,,153.8122155851,84.2899631207,-9.8200893392,,,,,,,,,,,,,55.9057814322,,-2.6392021797,,,,,,,,,,,160.7925463248,,,,,28.2145856045,,1479.9053063381,,,,,,,,,8.1437461949,612.9802149058,51.9477482512,,,,4.7657032209,,,,2.2563157279,,,-21.1752996615,12.2673018345,,-4.2790965004,,-15.2874109626,,56.0982417315,204.0158286642,-1.0037289728,,,-3.2972290837,13.9679508026,,,,,,,,,,,,,-30.8928348008,,,,,,,,0.0,,,32.2274719831,,,37.9639889077,,,9.884405868,10.9716600994,17.8590261432,18.2095464625,-1.3344326636,10.9716600994,18.8404868634,4.4981836701,19.6631694499,-3.5220167518,30.8263517269,-1.3344326636,,,,,182.5853781116,6.3294584507,,49.6685862711,标准无保留意见,,0
688728.SH,688728,格科微,10408745,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-31 00:00:00,2024-10-31 00:00:00,CNY,,610397624,466031523,,,,,,,,,,,0,,,,,,,5474915128,354650821,,,106998869.0,,,0,,0,,879642939,,219237309,19619626.0,4630000.0,,,,,,,0,,,,,155201089.0,8885875543,,,,,,,,,,,,786795606,,,,,5860382585,,24939477.0,,0,,,,,,,4985111143,,4015066,,,,4180869935,,0,,1697210123,0,,610397624,479145163,,13113640,,-116313771,,284849953,11177244.0,45043235.0,,,328232448,199311515.0,,,,0,,,,,,,,,43032775,,,,,,,,200434,,,5277153394,,,103882037,,,27020828,21906523217,11033890405,8381607958,7615602074,21906523217,14290921143,10872632812,5909313185,547767839,25778905,7615602074,,,,,441888479.0,2698688762,,49471269.0,,14.8951272104,39.844314354,,,,,,,,,,,,,,,,,,1.7818034571,-13.1847087383,,,62.4243591631,,,,,,,,131.4639980812,62.857783141,-9.5847811604,,,,,,,,,,,,,64.9107328103,,-4.1584029635,,,,,,,,,,,168.0110625829,,,,,45.6992266862,,2302.589243997,,,,,,,,,-1.4092480469,,-11.6483419758,,,,-1.6409912593,,,,87.401713704,,,14.8951272104,33.6627911468,,-48.0089135008,,14.4558901366,,154.099515681,280.6917833064,-10.7045094552,,,25.0786324625,-36.508776855,,,,,,,,,,,,,-45.3195435819,,,,,,,,0.0654009176,,,27.5990744706,,,31.0092680177,,,-50.2565309176,11.0242322183,23.0708070529,32.8867653008,-4.2169099022,11.0242322183,21.3108430696,0.9921707178,7.9704365644,2.9143465654,-47.6322366568,-4.2169099022,,,,,135548513.190184,-0.3284711128,,87.5906916299,,,0
688728.SH,688728,格科微,10408745,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-16 00:00:00,2024-08-16 00:00:00,CNY,,668770235,351570501,,,,,,,,,,,0,,,,,,,5467410913,279326706,,,112698927.0,,,0,,0,,880057449,,178277160,20139588.0,,,,,,,,0,,,,,101836666.0,8930629345,,,,,,,,,,,,328160014,,,,,5824487477,,5887367.0,,0,,,,,,,5098161481,,4259893,,,,4375780392,,0,,1881138363,0,,668770235,378466856,,26896355,,-137222689,,238967082,11193489.0,45043235.0,,,767349817,199467167.0,,,,0,,,,,,,,,53468628,,,,,,,,200434,,,4718344719,,,87867145,,,24779815,21749547965,10987881337,7984098262,7761203818,21749547965,13988344147,10761666628,6004245885,479305569,14874236,7761203818,,,,,352776055.0,2783591215,,29153291.0,,18.7449716133,67.1079051523,,,,,,,,,,,,,,,,,,3.5644073801,-93.1047925072,,,75.5592347015,,,,,,,,126.0271558626,70.6604133837,-9.0057093534,,,,,,,,,,,,,44.1843550775,,63.594733779,,,,,,,,,,,9.5706049512,,,,,46.2920751016,,12.3667910507,,,,,,,,,2.8030438044,,-16.4053352005,,,,2.4378439549,,,,345.8129695015,,,18.7449716133,47.4070320192,,-41.988966661,,1.7160709568,,102.7868482234,270.1500409551,-10.7858640372,,,158.319297931,-36.4872498277,,,,,,,,,,,,,-48.3958684906,,,,,,,,3.7856702723,,,4.6425149318,,,30.0459643874,,,-68.4837806315,11.6094645784,23.7810703702,27.9911627614,-1.1916262497,11.6094645784,20.2534398543,1.4263875647,11.305611339,-9.6380601245,-80.1621844393,-1.1916262497,,,,,,2.5266874686,,-1.6497928233,,,0
688728.SH,688728,格科微,10408745,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-30 00:00:00,2024-04-30 00:00:00,CNY,,685805010,364608532,,,,,,,,,,,0,,,,,,,5459906698,302478537,,,62615156.0,,,0,,0,,396611139,,155714767,20659550.0,,,,,,,,0,,,,,129478651.0,9019911103,,,,,,,,,,,,299338126,,,,,5267258264,,1653932.0,,0,,,,,,,4641556730,4702827.0,3386491,,,,4280855787,,0,,2067570652,0,,685805010,410498388,,45889856,,-131037351,,237963371,4128008.0,45043235.0,,,273845032,179237875.0,,,,0,,,,,,,,,76969711,,,,,,,,200434,,,4348694553,,,112884461,,,18247147,20738530203,10428331970,7783023219,7890322806,20738530203,12848207397,10310198233,5065184178,483078232,25307798,7890322806,,,,,175012093.0,2736265118,,31243067.0,,71.4787877063,102.701423043,,,,,,,,,,,,,,,,,,3.439315941,-96.1826488302,,,-6.5474207861,,,,,,,,10.9238687438,48.5183759277,6.1375231134,,,,,,,,,,,,,189.17568059,,714.0951776735,,,,,,,,,,,10.6314409036,,,,,47.1517358606,,-26.2585933003,,,,,,,,,-3.8590505047,-85.2918306046,-39.4267084477,,,,3.7185490213,,,,1025.3895174771,,,71.4787877063,72.1988196838,,-21.5713774998,,-23.5161872678,,10.302114677,-6.0203972679,15.4595013231,,,-43.683012507,-42.0768801253,,,,,,,,,,,,,-40.2984148824,,,,,,,,3.7856702723,,,2.0787402244,,,32.8420173428,,,-47.4673489475,10.9715111178,23.8473953645,37.3161975691,1.4037102973,10.9715111178,17.7971831701,0.4124438673,-3.3195951344,-23.6912793257,-70.4463016588,1.4037102973,,,,,,4.8928898743,,53.2838578603,,,0
688728.SH,688728,格科微,10408745,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-27 00:00:00,2025-04-29 00:00:00,CNY,,788290672,372758315,,,,,,,,,,,0,,,,,,,5452543063,397828468,,,49048622.0,,,0,,0,,370406767,,140095209,21179512.0,,,,,,,,0,,,,,128336954.0,9090597486,,,,,,,,,,,,301019931,,,,,4647125116,,1620383.0,,0,,,,,,,4946357909,9350423.0,3972690,,,,4318382796,,0,,1397781552,0,,788290672,399635671,,26877356,,-129085612,,208992937,2928611.0,45043235.0,,,235414762,172221848.0,,,,0,,,,,,,,,64036684,,,,,,,,200434,,,4056688088,,,115024059,,,38800845,20203228116,9788688196,6974445155,7879867967,20203228116,12323360149,10414539920,5348914994,525882706,22178038,7879867967,,,,,149891638.0,2706101720,,28346291.0,,91.8160848633,12.8132180428,,,,,,,,,,,,,,,,,,3.3531877697,-94.3540115157,,,1.3473543331,,,,,,,,3.563269648,93.2570262471,17.3719276788,,,,,,,,,,,,,94.5553881668,,704.0887066703,,,,,,,,,,,13.2867585979,,,,,34.8504733098,,-60.9928535096,,,,,,,,,10.6776089106,-79.3558517905,-19.0138282498,,,,5.125798226,,,,484.347968298,,,91.8160848633,-0.9846247208,,-63.2767479105,,-9.168884398,,53.322962384,-8.0903476711,15.1852126516,,,-72.6185324417,-43.7681590581,,,,,,,,,,,,,-38.4449704192,,,,,,,,3.7856702723,,,5.2164440224,,,24.6361442704,,,-17.1290784741,11.2991840194,16.3809370783,30.0606705323,-0.1968694698,11.2991840194,20.1485673555,6.9114496113,9.2883694562,-21.04259969,-84.9162877166,-0.1968694698,,,,,,-1.1585788742,,74.2497841878,标准无保留意见,,0
688728.SH,688728,格科微,10408745,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-28 00:00:00,2023-10-28 00:00:00,CNY,,531265023,333250247,,,,,,,,,,,0,,,,,,,5379070661,408511929,,,65876122.0,,,0,,0,,380034453,,134618871,21699473.0,,,,,,,,0,,,,,94112182.0,9271418484,,,,,,,,,,,,293568332,,,,,4022246870,,1038025.0,,0,,,,,,,5056367909,13944600.0,4544415,,,,4250622275,,0,,905653470,0,,531265023,358473109,,25222862,,-135969351,,112101730,2936035.0,50442900.0,,,262420880,313919791.0,,,,0,,,,,,,,,78698639,,,,,,,,200303,,,4135730150,,,79293655,,,54320353,19731298996,8965481473,6307330861,7950883675,19731298996,11780415321,10765817523,5473084460,532256053,49226668,7950883675,,,,,326.0,2707582388,,26371921.0,,10.9815337695,10.4906066758,,,,,,,,,,,,,,,,,,2.0132281852,-93.9788947688,,,-6.5641114801,,,,,,,,4.6454118427,131.1327407218,36.1107692578,,,,,,,,,,,,,-17.3693798532,,2230.0873289928,,,,,,,,,,,15.0973233045,,,,,3.2630197168,,-28.4381766928,,,,,,,,,345.4329684339,-76.2831042808,-9.5583551075,,,,48.1077306907,,,,294.475873634,,,10.9815337695,7.3964382345,,-21.6080973314,,-29.1617014092,,-71.0052615792,-45.9393596358,-31.7963829661,,,-77.8615920742,20.564933658,,,,,,,,,,,,,-48.7648115223,,,,,,,,3.7178378546,,,-23.7208036805,,,-17.1798263952,,,49.3626652352,16.9315534444,14.3842646973,-13.3304199179,-0.8898998474,16.9315534444,33.0826257088,19.1410841595,247.6053331001,-43.3340062696,-42.1042982571,-0.8898998474,,,,,,-5.144768601,,69.0650811479,,,0
688728.SH,688728,格科微,10408745,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-30 00:00:00,2023-08-30 00:00:00,CNY,,563198783,210385320,,,,,,,,,,,0,,,,,,,5279237386,4051026837,,,64194246.0,,,0,,0,,389359166,,104463101,22132804.0,,,,,,,,0,,,,,70629484.0,5458995616,,,,,,,,,,,,299496397,,,,,3981410116,,5239419.0,,0,,,,,,,4959154216,18492821.0,5095891,,,,4271644368,,0,,421956850,0,,563198783,256749526,,46364206,,-139618644,,117841509,3024041.0,50488899.0,,,297054778,314058463.0,,,,0,,,,,,,,,103613076,,,,,,,,193123,,,4509013112,,,67566222,,,78625595,19487189592,8876867282,6238007445,7854803721,19487189592,11632385871,10610322310,5394378426,530428596,74979203,7854803721,,,,,,2714991856,,29642328.0,,27.3992516477,-33.9946781378,,,,,,,,,,,,,,,,,,0.1921394235,-19.1592668258,,,-17.4545341062,,,,,,,,7.2188904801,79.6554899538,82.0257200269,,,,,,,,,,,,,-40.6800879809,,1341.0498720123,,,,,,,,,,,20.3826312503,,,,,7.1197177045,,261.2829310742,,,,,,,,,793.2870191897,-74.1333598572,-3.8309539981,,,,-14.267083698,,,,-8.4600513176,,,27.3992516477,-31.252096748,,-15.2783142703,,-147.762408839,,-68.7986126363,-54.3401692803,-31.3737975422,,,-79.8426042346,21.1630500641,,,,,,,,,,,,,-29.437813817,,,,,,,,0.0,,,-24.6986423924,,,-6.7847589677,,,70.9751201063,12.2832705185,-9.6843677036,-25.0812423869,-2.1283145845,12.2832705185,24.6803451677,40.9697721784,437.6075592773,-56.9637472099,-33.2796720479,-2.1283145845,,,,,,-3.472426882,,64.3091194488,,,0
