SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
688728.SH,688728,格科微,10408745,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-29 00:00:00,2023-05-04 00:00:00,CNY,,399935770,179874678,,,,,,,,,,,0,,,,,,,5278366981,7923780746,,,67002063.0,,,0,,0,,357552566,,104845455,19464888.0,,,,,,,,0,,,,,44775083.0,1107967637,,,,,,,,,,,,270572383,,,,,3579474094,,2242881.0,,0,,,,,,,4827866538,31974251.0,5590733,,,,4127377241,,0,,183720447,0,,399935770,238386296,,58511618,,-106089213,,215737814,4392451.0,39012151.0,,,486256535,309440989.0,,,,0,,,,,,,,,128924066,,,,,,,,193123,,,4260137364,,,84976473,,,34734868,18688156982,8420307863,5667957136,7781098722,18688156982,10907058260,10267849119,5239101124,633057700,85633269,7781098722,,,,,,2608627831,,20382490.0,,-36.5455933024,-62.0941108091,,,,,,,,,,,,,,,,,,0.2515456242,165.0905855034,,,-31.9960366481,,,,,,,,-1.5508115359,186.7945607936,93.9758033599,,,,,,,,,,,,,-64.1031062064,,275.9352198687,,,,,,,,,,,8.790515918,,,,,-3.0752837188,,702.5652677984,,,,,,,,,881.0658422034,-23.0832418069,-4.204625676,,,,-0.8621194033,,,,-56.0377717798,,,-36.5455933024,-56.1264761625,,-14.9778127435,,-2079.1477084476,,-37.8897985442,-19.7964038443,-60.6437097266,,,-74.190030534,250.5583255637,,,,,,,,,,,,,25.0953004104,,,,,,,,0.0,,,1.316085333,,,-14.1516598422,,,-34.9397107881,26.856800818,-7.1298347843,-5.9041112751,-0.25415006,26.856800818,57.3715173153,81.2524805293,477.5193790554,23.1045302632,-6.8678737556,-0.25415006,,,,,,2.6825901026,,9.298838158,,,0
688728.SH,688728,格科微,10408745,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-29 00:00:00,2024-04-27 00:00:00,CNY,,410961715,330420780,,,,,,,,,,,0,,,,,,,5275640917,7046214655,,,48396549.0,,,0,,0,,357662295,,72491651,18044785.0,,,,,,,,0,,,,,65964225.0,1130546594,,,,,,,,,,,,265715018,,,,,3446131854,,4154067.0,,0,,,,,,,4469158629,45293334.0,4905393,,,,4107824025,,0,,239203630,0,,410961715,403609712,,73188932,,-118243960,,136308961,3186402.0,39105050.0,,,859759476,306271047.0,,,,0,,,,,,,,,104031603,,,,,,,,193123,,,3855564713,,,92287883,,,46820820,18152179905,8410903402,5362455173,7895411622,18152179905,10256768283,9741276503,4894313110,666033461,147033022,7895411622,,,,,,2737821542,,16267619.0,,-35.2369942005,4.1050465015,,,,,,,,,,,,,,,,,,0.3216475028,466.1665835942,,,-25.0648486887,,,,,,,,-1.531631966,62.9556441422,198.682372134,,,,,,,,,,,,,-46.6571335473,,320.8576691556,,,,,,,,,,,7.3259133029,,,,,-1.0952018454,,1403.5931459845,,,,,,,,,1169.2714855831,-8.8972366678,-18.4854260129,,,,-8.929916969,,,,-42.6461354233,,,-35.2369942005,-5.3936984709,,-32.9947316099,,-1339.3588153636,,-1.5881367078,-27.7415624086,-51.7315281528,,,-63.9565571677,248.943723945,,,,,,,,,,,,,6.5561221208,,,,,,,,0.0,,,18.5414649795,,,-13.9792779912,,,-75.2515857948,36.4451542851,-5.694091351,7.6241232907,4.5790874278,36.4451542851,78.2563838976,122.1550019688,534.50086153,112.8048607173,7.0004736291,4.5790874278,,,,,,19.0875151412,,-16.6351470311,标准无保留意见,,0
688728.SH,688728,格科微,10408745,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-31 00:00:00,2022-10-31 00:00:00,CNY,,478696775,301609573,,,,,,,,,,,0,,,,,,,5272914853,6784666823,,,70504089.0,,,0,,0,,363163990,,58243099,15942510.0,,,,,,,,0,,,,,113895045.0,397900043,,,,,,,,,,,,255060955,,,,,3895147441,,1450529.0,,0,,,,,,,1135157985,58796059.0,5024693,,,,2869953010,,0,,229583995,0,,478696775,333784914,,32175341,,-105270641,,386627837,5431003.0,73959274.0,,,1185364733,260374042.0,,,,0,,,,,,,,,153602712,,,,,,,,193123,,,5421832360,,,95741957,,,36368093,16874229765,7838037423,7277444814,8022273878,16874229765,8851955887,9036192342,1574511073,939286542,85026464,8022273878,,,,,,2854436543,,15598680.0,,-25.7863537608,-28.3038895042,,,,,,,,,,,,,,,,,,0.4440735439,1081.4383303546,,,42.1207704515,,,,,,,,1.6322111622,215.4838538441,51.8550932314,,,,,,,,,,,,,24.1807462122,,46.3648446351,,,,,,,,,,,28.8789521531,,,,,22.4811696174,,181.3638259284,,,,,,,,,215.6686937553,1.7906627849,-11.0233488997,,,,-54.9711757022,,,,-45.1852000323,,,-32.5803189648,-38.0305988731,,-72.7214019465,,-852.5780712018,,92.3941321765,,0.1618151948,,,-10.7674575134,4239.5673666667,,,,,,,,,,,,,358.3520838598,,,,,,,,0.0,,,48.2016526703,,,61.5025594782,,,-73.5915595564,28.8245244886,-26.0897565408,42.690309368,11.223714618,28.8245244886,50.3930969791,262.3447606045,100.3930046368,1317.0124306492,-54.3357439098,11.223714618,,,,,,44.6022253789,,-10.4990102418,,,0
688728.SH,688728,格科微,10408745,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-23 00:00:00,2022-08-23 00:00:00,CNY,,442073855,318739935,,,,,,,,,,,0,,,,,,,5269113342,5011120852,,,77768349.0,,,0,,0,,363144185,,58146345,12159163.0,,,,,,,,0,,,,,119065389.0,378820728,,,,,,,,,,,,248787050,,,,,3716785482,,1450226.0,,0,,,,,,,555157985,71492938.0,5298889,,,,4982502115,,0,,460953776,0,,442073855,373465246,,54725311,,-56351827,,377680350,6622979.0,73570877.0,,,1473676369,259203167.0,,,,0,,,,,,,,,146839379,,,,,,,,193123,,,5987957263,,,72484093,,,45986571,17355381173,9828716310,8326362641,8025614035,17355381173,9329767138,7526664863,1003404497,1232515755,112378349,8025614035,,,,,,2812659397,,18040586.0,,-30.3717617003,-9.0611944734,,,,,,,,,,,,,,,,,,203.8507705113,1106.0720864248,,,74.6036858976,,,,,,,,1.6193435309,244.7991648398,295.9619199092,,,,,,,,,,,,,70.4579908431,,47.246227773,,,,,,,,,,,23.9123923868,,,,,46.6682279086,,-50.012563849,,,,,,,,,-5.8103159229,1.9219154249,20.1028885588,,,,43.0159554525,,,,620.3319147258,,,-39.8543873634,-37.0331435504,,-77.4435252144,,-340.139613966,,113.7070601305,,-31.3212395371,,,335.7352388839,4220.0527833333,,,,,,,,,,,,,136.7051112062,,,,,,,,9.1583766674,,,114.293206171,,,44.2413078923,,,-67.505603034,104.6124409939,38.1169085958,107.2808620443,133.1502548678,104.6124409939,85.1208370768,451.0626248693,-1.9038298924,557.8557687091,-42.8037784914,133.1502548678,,,,,,66.973516242,,-8.4435265637,,,0
688728.SH,688728,格科微,10408745,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2022-04-30 00:00:00,CNY,,630272649,474529636,,,,,,,,,,,0,,,,,,,5265122795,2989084177,,,98526703.0,,,0,,0,,363184879,,36557686,10034699.0,,,,,,,,0,,,,,124732472.0,294723021,,,,,,,,,,,,248709532,,,,,3693045728,,279464.0,,0,,,,,,,492104233,41569941.0,5836120,,,,4163269596,,0,,417905221,0,,630272649,543348870,,68819234,,-4868381,,347346827,5476626.0,99125580.0,,,1883987254,88270900.0,,,,0,,,,,,,,,103060679,,,,,,,,193123,,,4204798626,,,98984410,,,53388739,14731694999,9066752324,6023597006,7800924777,14731694999,6930770222,5664942675,907173216,514244032,91948152,7800924777,,,,,,2540477240,,18648405.0,,-23.5846932793,-0.5116046793,,,,,,,,,,,,,,,,,,205.4298536213,1403.7771826798,,,92.9986888265,,,,,,,,4402.0506008418,-31.4588427608,3064.6616375368,,,,,,,,,,,,,64.4244960093,,13.8020808647,,,,,,,,,,,21.5142619786,,,,,65.8176984801,,-94.4507853299,,,,,,,,,149.0352688953,,67.1099647433,,,,105.1580698936,,,,1339.586937064,,,-33.9889672397,-28.4477736811,,-75.6309261338,,86.6866582698,,264.3679209923,,87.7501584574,,,659.0852131295,1371.1816666667,,,,,,,,,,,,,98.1354911773,,,,,,,,9.1583766674,,,126.0210898333,,,64.4664540019,,,-67.9908472645,127.8502924001,67.3660993987,86.2416342176,158.2917272951,127.8502924001,101.1650180103,440.4458724711,329.8899599903,358.8254431988,-48.4148299186,158.2917272951,,,,,,90.6192262252,,-15.0604081466,,,0
688728.SH,688728,格科微,10408745,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-28 00:00:00,2023-04-29 00:00:00,CNY,,634562448,317391703,,,,,,,,,,,0,,,,,,,5258726355,1244547958,,,64584575.0,,,0,,0,,363225574,,44485511,6041463.0,,,,,,,,0,,,,,123660818.0,268629201,,,,,,,,,,,,247577691,,,,,3484291883,,276276.0,,0,,,,,,,352104233,49716751.0,6017811,,,,4510618513,436.0,0,,417066281,0,,634562448,426620326,,109228623,,-8215044,,138508668,4409730.0,81015720.0,,,2385342266,87770900.0,,,,0,,,,,,,,,97630808,,,,,,,,193123,,,3252503007,,,107285641,,,189187152,13303645703,8918744883,4982577334,7549704072,13303645703,5753941631,4384900820,771364297,312978500,137413431,7549704072,,,,,,2298999638,,19513762.0,,-27.1011995267,-19.0661086886,,,,,,,,,,,,,,,,,,207.2152714076,2455.8033547646,,,-17.2849323008,,,,,,,,3148.8120936028,-4.6249619367,2990.1833712693,,,,,,,,,,,,,9.3403698103,,8.1760967767,,,,,,,,,,,23.1451344801,,,,,67.7810550143,,,,,,,,,,,75.5218360721,,201.1801346995,,,,206.8163839358,-99.3622467637,,,3375.5523416667,,,-36.5735881934,-48.6934128279,,-75.1385929388,,75.4477797395,,34.3177878095,,53.5839044361,,,705.3517224469,1362.8483333333,,,,,,,,,,,,,278.2495925317,,,,,,,,9.1583766674,,,109.0598927012,,,53.8017718673,,,375.3829680928,132.7360449765,85.2456131022,78.8944586609,177.6637268565,132.7360449765,91.9781967877,386.3230660703,263.8854191695,967.2557095283,-29.2109327695,177.6637268565,,,,,,120.9402810637,,,标准无保留意见,,0
688728.SH,688728,格科微,10408745,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-29 00:00:00,2021-10-29 00:00:00,CNY,,645025274,420677734,,,,,,,,,,,0,,,,,,,5249602756,574271771,,,49608575.0,,,0,,0,,357331584,,18461515,10498502.0,,,,,,,,0,,,,,91717153.0,271854928,,,,,,,,,,,,197907378,2685564.0,,,,3180201049,,515535.0,,0,,,,,,,359604233,57761741.0,5647204,,,,6373590816,436.0,0,,418835780,0,,710025274,538628594,65000000.0,117950860,,-11051130,,200956148,,73839790.0,,,1328399595,6000000.0,,,,0,,,,,,,,,33511948,,,,,,,,193123,,,3658415586,,,59282006,,,137713899,13098615991,10604805310,5100167521,7212736875,13098615991,5885879116,2493810681,785711595,66286401,186199166,7212736875,,,,,,1973992126,,17428500.0,,-5.7566175651,-28.4164224883,,,,,,,,,,,,,,,,,,209.1066074991,1415.0760804504,,,-22.7456811633,,,,,,,,3088.7483274606,-67.2865956449,5269.9404107312,,,,,,,,,,,,,-37.7641586167,,25.4085150418,,,,,,,,,,,7.7028515202,,,,,73.5198885114,,,,,,,,,,,76.6192321748,,171.4046787381,,,,367.6734933652,-99.9000318706,,,3390.2981666667,,,-12.8188267167,-43.4472309299,-50.0,-67.6635998888,,81.3444782348,,418.1591311736,,39.2275357552,,,278.3599105143,0.0,,,,,,,,,,,,,33.6865015558,,,,,,,,9.1583766674,,,118.6143644681,,,42.3976131432,,,188.8767618577,138.9382922615,131.8025156606,86.4397636476,184.9257577998,138.9382922615,99.4832168952,174.9282834156,265.4374767611,-19.3188615881,-13.496706607,184.9257577998,,,,,,121.2522888929,,,,,0
688728.SH,688728,格科微,10408745,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-17 00:00:00,2021-08-17 00:00:00,CNY,,634905989,350499364,,,,,,,,,,,0,,,,,,,1734112220,415490990,,,44539924.0,,,0,,0,,357357342,,16863830,3070791.0,,,,,,,,0,,,,,69850283.0,257270243,,,,,,,,,,,,200776569,,,,,2534144944,,2901181.0,,0,,,,,,,589404233,70144814.0,4411958,,,,3483878494,436.0,0,,63991858,0,,735005989,593114008,100100000.0,242614644,,23466277,,176728064,,107123187.0,,,338204542,6000000.0,,,,0,,,,,,,,,62034731,,,,,,,,176920,,,2794282362,,,50251966,,,141521540,8482075229,7116229584,4016947131,3442249737,8482075229,5039825492,1365845645,1022878361,187353492,196478624,3442249737,,,,,,1684494320,,19704326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
688728.SH,688728,格科微,10408745,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-07-30 00:00:00,2021-07-30 00:00:00,CNY,,824798952,476969836,,,,,,,,,,,0,,,,,,,1723840264,198771747,,,51050452.0,,,0,,0,,8067099,,53336838,317086.0,,,,,,,,0,,,,,75860030.0,258978587,,,,,,,,,,,,204675178,,,,,2227172227,,5036100.0,,0,,,,,,,197604233,,3492383,,,,2029298481,23377.0,0,,29029523,0,,954798952,759373814,130000000.0,282403978,,-36567686,,95328597,,52796536.0,,,248191800,6000000.0,,,,0,,,,,,,,,52015254,,,,,,,,176920,,,1860356761,,,60185167,,,166792103,6465515073,5417317101,3234291318,3020199237,6465515073,3445315836,1048197972,211024518,112078360,178245321,3020199237,,,,,,1332749739,,21954903.0,,25.1723940809,3.3314177972,,,,,,,,,,,,,,,,,,3.3393344521,1368.5461631586,,,199.3763351231,,,,,,,,-28.3404111151,16.1071016763,62.1881793305,,,,,,,,,,,,,-46.8754893759,,26.1875342047,,,,,,,,,,,186.695268233,,,,,43.6079572598,,,,,,,,,,,19.3574876425,,952.8136766359,,,,-3.91796452,-96.4018057926,,,141.9126916667,,,25.7919257294,39.9626894598,29.8701298701,248.8097030378,,50.6228977368,,16.3719833128,,58.4989786352,,,83.5845071067,0.0,,,,,,,,,,,,,304.2639044265,,,,,,,,0.0,,,16.833671965,,,-0.4634568022,,,380.5099702473,27.1253457667,18.4111553549,13.4505531836,46.7477083399,27.1253457667,13.7876268333,105.1543600186,19.2163831192,-70.1336355231,35.7504464917,46.7477083399,,,,,,187.3327435287,,,,,0
688728.SH,688728,格科微,10408745,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-06-15 00:00:00,2022-04-28 00:00:00,CNY,,870470356,392161674,,,,,,,,,,,0,,,,,,,1711739892,48694981,,,78080786.0,,,0,,0,,11180258,,46642719,195505.0,,,,,,,,0,,,,,113097128.0,248325840,,,,,,,,,,,,201045451,,,,,2076689697,,,,0,,,,,,,200604233,,1998077,,,,1470136130,68365.0,0,,12000000,0,,1000470356,831511799,130000000.0,439350125,,-33459475,,103120123,,52750137.0,,,296186399,6000000.0,,,,0,,,,,,,,,25811213,,,,,,,,176920,,,1555775699,,,69755790,,,39796788,5716194801,4814551197,2785204959,2719009846,5716194801,2997184955,901643604,211979996,29325540,194116742,2719009846,,,,,,1040552509,,,,18.6604723872,19.6009097901,,,,,,,,,,,,,,,,,,2821.9280322187,280.4737691382,,,,,,,,,,,-0.91312036,28.4828247429,0.0,,,,,,,,,,,,,-44.2247060694,,36.4276265138,,,,,,,,,,,171.6339348813,,,,,76.0122633125,,,,,,,,,,,138.3331103512,,444.0497195447,,,,204.0471182406,-95.9619615776,,,100.0,,,20.0064153576,91.08250504,29.8701298701,309.5869296247,,44.0603104852,,184.9245789348,,79.4025004188,,,159.1512562365,0.0,,,,,,,,,,,,,221.5867247863,,,,,,,,35.9177057165,,,128.4672852727,,,2.6156703674,,,160.0465664679,93.045772078,92.1316523227,7.1567893062,921.3333358876,93.045772078,11.2196039368,98.078012117,121.6240090799,-97.0086465446,22.3628267596,921.3333358876,,,,,,289.2500905882,,,标准无保留意见,,0
688728.SH,688728,格科微,10408745,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2021-02-25 00:00:00,2021-02-25 00:00:00,CNY,,684425004,587673526,,,,,,,,,,,0,,,,,,,1698314636,37903824,,,64214630.0,,,0,,0,,11206014,,56434099,195505.0,,,,,,,,0,,,,,147370311.0,216775494,,,,,,,,,,,,183753146,,,,,1832758813,,,,0,,,,,,,203604233,,2080732,,,,1362829176,436139.0,0,,12000000,0,,814425004,952435403,130000000.0,364761877,,-59237850,,38782709,,53035335.0,,,351094172,6000000.0,,,,0,,,,,,,,,25067563,,,,,,,,176920,,,1673456177,,,41631320,,,47672197,5482007872,4574931070,2735557813,2531444307,5482007872,2950563565,907076802,215005752,82158485,215250956,2531444307,,,,,,892190601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见,,0
