基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
-0.04,0.602006962343,2000000000000,1000,,,38674038000,38674038000,-0.017279935935,,85469623980,85469623980,2358198000,16.39619405737,-63.1528819887,-1477949000,22.878573517144,-6.462466803014,-24.083422607723,3.498590181721,-4.211853750956
