基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
0.51,8.721876218565,5000000000,500,,,1720801070,1720801070,0.189755487984,,147300571592,147300571592,5953094000,21.235690766012,14.0149139254,834321000,1296.55292663081,6.059075259366,118.516421825549,9.314410820779,3.691941172746
