代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
000876,新希望,9.43,0.75,0.07,21395818.0,201910693.1,1.5,9.51,9.37,9.37,9.36,0.48,41.901,1.906,42428365505.0,42428365505.0,1,0.0,0.0,0.0,0.0,5.26
