SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,PER_NETCASH_OPERATE,PER_OI,BPS,BASIC_EPS,DILUTED_EPS,OPERATE_INCOME,OPERATE_INCOME_YOY,GROSS_PROFIT,GROSS_PROFIT_YOY,HOLDER_PROFIT,HOLDER_PROFIT_YOY,GROSS_PROFIT_RATIO,EPS_TTM,OPERATE_INCOME_QOQ,NET_PROFIT_RATIO,ROE_AVG,GROSS_PROFIT_QOQ,ROA,HOLDER_PROFIT_QOQ,ROE_YEARLY,ROIC_YEARLY,TAX_EBT,OCF_SALES,DEBT_ASSET_RATIO,CURRENT_RATIO,CURRENTDEBT_DEBT,START_DATE,FISCAL_YEAR,CURRENCY,IS_CNY_CODE
03690.HK,03690,美团-W,10945642,2025-06-30 00:00:00,002,2.439418410567,29.198185823368,30.165312529885,1.72,1.61,178397606000,14.7052606525,62827692000,5.439325066864,10421644000,-37.6713043583,35.217788740954,4.829609066702,2.733013932131,5.8421053027,5.838147369206,-2.546374878707,3.184354066118,-27.131687921226,11.676294738412,8.645440533445,5.205263702188,8.354691710381,44.1857714689,1.932756761528,77.09247153187,2025-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2025-03-31 00:00:00,003,1.658206249877,14.167185263533,30.138952639509,,,86557126000,18.1249836577,32413689000,26.139304051798,10056827000,87.3289711277,37.447741737636,6.628071240367,3.934115346527,11.6187776383,5.636322201471,5.175459423173,3.055454130257,13.093153749978,22.545288805884,17.025448537958,5.130942463687,11.704556826436,44.8582345098,2.089330288593,70.498387446799,2025-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2024-12-31 00:00:00,001,9.451911045746,55.836659962266,28.252048104814,5.85,5.66,337591576000,21.9865334925,129784594000,33.535388058591,35807179000,158.4268439244,38.44426319453,5.922402749857,4.582197774202,10.6069951224,22.057165039773,6.964925663821,11.599635610576,12.594606101656,22.057165039773,13.951036847081,5.731426647834,16.927787321328,46.7854288764,1.943147425633,71.126881875098,2024-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2024-09-30 00:00:00,004,6.620571610579,40.939247222661,26.233137295717,2.7,2.58,249104280000,22.6818533061,96340447000,33.439547525409,29585158000,154.1871099256,38.674745773136,5.226502766955,5.597311698497,11.8770624897,18.944348968502,8.758756036929,10.220170628301,41.152242698062,25.259131958003,11.757307195454,4.834030570622,16.17169845496,43.9487521364,1.823336340159,75.884605347246,2024-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2024-06-30 00:00:00,002,4.047304550499,25.140047319459,26.270934111572,2.7,2.58,155526961000,22.8664763143,59586584000,31.783738427347,16720459000,107.808165021,38.312703866181,3.641875905208,4.902638290046,10.7513944158,10.698746917112,8.238866579019,5.779746189759,42.001734133957,21.397493834225,13.631080237,2.43529626964,16.099033144485,43.7945524062,1.806439559587,75.369178918016,2024-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2024-03-31 00:00:00,003,,11.752688251536,25.655670979749,,,73275884000,25.0068989669,25696740000,29.667401289522,5368538000,59.8619869437,35.068481739504,2.544762406502,5.296722411062,7.3270750306,3.476938298911,6.049228077438,1.856549006258,14.508732354357,13.907753195642,8.688274575725,2.05240153163,,45.0628450104,1.992397815483,68.173914048539,2024-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2023-12-31 00:00:00,001,6.489335591125,44.31907426873,24.873223746026,2.23,2.11,276744954000,25.8189263376,97191161000,57.386999904895,13855828000,307.2330248829,35.119397696408,2.218929239038,5.155071848689,5.0072569706,9.869708507369,9.042783416244,5.155553109383,31.265410092973,9.869708507369,5.724068107118,1.17343138589,14.642308527873,48.1430031622,1.81529439248,71.504756765926,2023-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2023-09-30 00:00:00,004,4.825041309704,32.518364683285,24.19667078883,1.3,1.21,203049003000,27.0437798394,72197822000,61.085438925213,11639126000,307.7463433719,35.556846344131,1.690479932671,5.554092589936,5.7327757477,8.414635552589,10.511017635472,4.392169459845,29.057106118461,11.219514070119,4.801644754478,0.584841071117,14.837896544609,48.2252439015,1.746236230955,70.887321285404,2023-01-01 00:00:00,12-31,HKD,0
03690.HK,03690,美团-W,10945642,2023-06-30 00:00:00,002,3.030445909962,20.278685621355,23.250053760561,1.3,1.21,126582096000,30.2189591735,45215430000,71.825649641275,8046103000,217.9952127934,35.7202411943,1.310291069724,7.329312228762,6.3572260646,5.941267102832,13.869209054109,3.152323033799,244.435259318154,11.882534205664,6.944731922495,0.227921591402,14.943995713264,46.6033571473,1.814304083051,68.066755691981,2023-01-01 00:00:00,12-31,HKD,0
