SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT,STD_REPORT_DATE
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004002011,短期存款,3540704000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004002013,指定以公允价值记账之金融资产(流动),13405583000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004002015,衍生金融工具-资产(流动),27329000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004002999,流动资产合计,40540690000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004009999,总资产,55803963000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011001,应付帐款,21008729000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011003,应付税项,218399000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011005,应付关联方款项(流动),15829000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011006,融资租赁负债(流动),54634000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011007,递延收入(流动),8200000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011010,短期贷款,3056092000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011016,衍生金融工具-负债(流动),66376000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011021,应付债券,77615000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011024,合同负债,293266000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004011999,流动负债合计,24799140000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004013999,净流动资产,15741550000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004015999,总资产减流动负债,31004823000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020001,长期贷款,432500000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020003,递延税项负债,742417000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020005,融资租赁负债(非流动),175912000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020006,递延收入(非流动),104218000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020007,可转换票据及债券,2858145000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020009,长期应付款,82985000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004020999,非流动负债合计,4396177000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004025999,总负债,29195317000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004027999,少数股东权益,596678000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004028999,净资产,26608646000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004030001,股本,104967000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004030002,储备,25907001000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004030999,股东权益,26011968000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004036999,总权益,26608646000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004037999,总权益及非流动负债,31004823000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2025-06-30 00:00:00,002,12-31,004039999,总权益及总负债,55803963000.0,2025-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001002,物业厂房及设备,10524503000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001003,投资物业,25750000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001004,无形资产,138295000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001005,商誉,2119000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001009,递延税项资产,216703000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001010,预付款项,723111000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001013,联营公司权益,1856184000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001022,指定以公允价值记账之金融资产,18020000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001030,中长期存款,1868696000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,963838000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004001999,非流动资产合计,16337219000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002001,存货,5870112000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002003,应收帐款,9211194000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002006,应收关联方款项,2400000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,108502000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002010,现金及等价物,4508657000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002011,短期存款,2976595000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002013,指定以公允价值记账之金融资产(流动),14738259000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002015,衍生金融工具-资产(流动),54320000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004002999,流动资产合计,37470039000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004009999,总资产,53807258000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011001,应付帐款,20825322000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011003,应付税项,190029000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011005,应付关联方款项(流动),19804000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),50518000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011007,递延收入(流动),12244000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011010,短期贷款,925652000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011016,衍生金融工具-负债(流动),69322000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011021,应付债券,77938000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011024,合同负债,226734000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004011999,流动负债合计,22397563000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004013999,净流动资产,15072476000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,31409695000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020001,长期贷款,2032518000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020003,递延税项负债,753302000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),186677000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020006,递延收入(非流动),120158000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020007,可转换票据及债券,2867551000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020009,长期应付款,156541000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004020999,非流动负债合计,6116747000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004025999,总负债,28514310000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004027999,少数股东权益,528433000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004028999,净资产,25292948000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004030001,股本,104967000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004030002,储备,24659548000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004030999,股东权益,24764515000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004036999,总权益,25292948000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,31409695000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-12-31 00:00:00,001,12-31,004039999,总权益及总负债,53807258000.0,2024-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001002,物业厂房及设备,9945391000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001003,投资物业,28190000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001004,无形资产,166401000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001005,商誉,2119000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001009,递延税项资产,197115000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001010,预付款项,790583000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001013,联营公司权益,1659833000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001022,指定以公允价值记账之金融资产,19518000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001030,中长期存款,1385420000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001997,非流动资产其他项目,867006000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004001999,非流动资产合计,15061576000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002001,存货,4731417000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002003,应收帐款,7787873000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002006,应收关联方款项,1773000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002009,受限制存款及现金,5916000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002010,现金及等价物,9603152000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002011,短期存款,2010249000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002013,指定以公允价值记账之金融资产(流动),9334124000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002015,衍生金融工具-资产(流动),3157000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004002999,流动资产合计,33477661000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004009999,总资产,48539237000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011001,应付帐款,17497538000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011003,应付税项,44461000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011005,应付关联方款项(流动),20247000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011006,融资租赁负债(流动),47763000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011007,递延收入(流动),8334000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011010,短期贷款,1185565000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011016,衍生金融工具-负债(流动),21026000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011021,应付债券,77270000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011024,合同负债,162395000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004011999,流动负债合计,19064599000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004013999,净流动资产,14413062000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004015999,总资产减流动负债,29474638000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020001,长期贷款,1783242000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020003,递延税项负债,742652000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020005,融资租赁负债(非流动),163244000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020006,递延收入(非流动),161375000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020007,可转换票据及债券,2840581000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020009,长期应付款,142924000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004020999,非流动负债合计,5834018000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004025999,总负债,24898617000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004027999,少数股东权益,490508000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004028999,净资产,23640620000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004030001,股本,104967000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004030002,储备,23045145000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004030999,股东权益,23150112000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004036999,总权益,23640620000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004037999,总权益及非流动负债,29474638000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2024-06-30 00:00:00,002,12-31,004039999,总权益及总负债,48539237000.0,2024-06-30 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001002,物业厂房及设备,9927315000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001003,投资物业,30626000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001004,无形资产,194505000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001005,商誉,2119000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001009,递延税项资产,204024000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001010,预付款项,732292000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001013,联营公司权益,1664883000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001022,指定以公允价值记账之金融资产,19518000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001030,中长期存款,1492091000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,885743000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004001999,非流动资产合计,15153116000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002001,存货,5136941000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002003,应收帐款,7854787000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002006,应收关联方款项,807000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,13641000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002010,现金及等价物,13084519000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002011,短期存款,1310245000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002013,指定以公允价值记账之金融资产(流动),7742906000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002015,衍生金融工具-资产(流动),114000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004002999,流动资产合计,35143960000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004009999,总资产,50297076000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011001,应付帐款,20324883000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011003,应付税项,29211000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011005,应付关联方款项(流动),11536000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),35861000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011007,递延收入(流动),8548000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011010,短期贷款,699000000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011016,衍生金融工具-负债(流动),41276000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011021,应付债券,,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011024,合同负债,136316000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004011999,流动负债合计,21286631000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004013999,净流动资产,13857329000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,29010445000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020001,长期贷款,1965313000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020003,递延税项负债,752940000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),182382000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020006,递延收入(非流动),192850000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020007,可转换票据及债券,2897485000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020009,长期应付款,137845000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004020999,非流动负债合计,6128815000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004025999,总负债,27415446000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004027999,少数股东权益,458663000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004028999,净资产,22881630000.0,2023-12-31 00:00:00
02382.HK,02382,舜宇光学科技,10080016,2023-12-31 00:00:00,001,12-31,004030001,股本,105156000.0,2023-12-31 00:00:00
