SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004001001,营业额,23857644000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004001999,营运收入,23857644000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004007999,毛利,23857644000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004010001,其他收入,1203705000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004010002,其他收益,442044000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004010008,折旧与摊销,6755962000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004010009,薪金福利支出,2312151000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004010012,其他支出,8824261000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004010999,经营溢利,7611019000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004011200,利息收入,66767000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004011201,融资成本,2574596000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004011202,应占联营公司溢利,372766000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004011203,应占合营公司溢利,133044000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004011999,除税前溢利,5609000000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004012001,税项,997791000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004012002,持续经营业务税后利润,4611209000.0
02380.HK,02380,中国电力,10057575,2025-06-30 00:00:00,002,12-31,2025-01-01 00:00:00,004012999,除税后溢利,4611209000.0
