代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
300458,全志科技,41.99,2.49,1.02,11699449.0,490258349.0,2.66,42.37,41.28,41.3,40.97,1.73,93.357,11.081,28371584306.0,28371584306.0,1,0.0,0.0,0.0,0.0,41.54
