代码,stockCode,公告标题,公告时间,公告链接,url,announcementId,orgId,adjunctUrl,adjunctType,stockName
01810.HK,01810.HK,截至2025 年6 月30 日止三个月及六个月之业绩公告,2025-08-19 23:59:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224520642&announcementTime=2025-08-19%2023%3A59,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224520642&announcementTime=2025-08-19%2023%3A59,1224520642,9900037222,finalpage/2025-08-19/1224520642.PDF,PDF,小米集团-W
01810.HK,01810.HK,翌日披露报表,2025-08-07 20:22:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224426631&announcementTime=2025-08-07%2020%3A22,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224426631&announcementTime=2025-08-07%2020%3A22,1224426631,9900037222,finalpage/2025-08-07/1224426631.PDF,PDF,小米集团-W
01810.HK,01810.HK,截至二零二五年七月三十一日止之股份发行人的证券变动月报表,2025-08-06 18:16:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224414312&announcementTime=2025-08-06%2018%3A16,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224414312&announcementTime=2025-08-06%2018%3A16,1224414312,9900037222,finalpage/2025-08-06/1224414312.PDF,PDF,小米集团-W
01810.HK,01810.HK,董事会会议召开日期,2025-07-18 19:06:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224216158&announcementTime=2025-07-18%2019%3A06,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224216158&announcementTime=2025-07-18%2019%3A06,1224216158,9900037222,finalpage/2025-07-18/1224216158.PDF,PDF,小米集团-W
01810.HK,01810.HK,截至二零二五年六月三十日止之股份发行人的证券变动月报表,2025-07-07 17:52:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224090672&announcementTime=2025-07-07%2017%3A52,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1224090672&announcementTime=2025-07-07%2017%3A52,1224090672,9900037222,finalpage/2025-07-07/1224090672.PDF,PDF,小米集团-W
01810.HK,01810.HK,2025年6月5日股东周年大会投票结果,2025-06-05 20:38:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223789092&announcementTime=2025-06-05%2020%3A38,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223789092&announcementTime=2025-06-05%2020%3A38,1223789092,9900037222,finalpage/2025-06-05/1223789092.PDF,PDF,小米集团-W
01810.HK,01810.HK,截至二零二五年五月三十一日止之股份发行人的证券变动月报表,2025-06-05 20:30:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223789024&announcementTime=2025-06-05%2020%3A30,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223789024&announcementTime=2025-06-05%2020%3A30,1223789024,9900037222,finalpage/2025-06-05/1223789024.PDF,PDF,小米集团-W
01810.HK,01810.HK,根据2023年股份计划授出奖励及根据2024年小米香港股份计划授出小米香港购股权,2025-05-28 19:06:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223714617&announcementTime=2025-05-28%2019%3A06,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223714617&announcementTime=2025-05-28%2019%3A06,1223714617,9900037222,finalpage/2025-05-28/1223714617.PDF,PDF,小米集团-W
01810.HK,01810.HK,截至2025年 3 月 31日止三个月之业绩公告,2025-05-27 17:30:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223695456&announcementTime=2025-05-27%2017%3A30,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223695456&announcementTime=2025-05-27%2017%3A30,1223695456,9900037222,finalpage/2025-05-27/1223695456.PDF,PDF,小米集团-W
01810.HK,01810.HK,截至二零二五年四月三十日止之股份发行人的证券变动月报表,2025-05-08 16:58:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223494596&announcementTime=2025-05-08%2016%3A58,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223494596&announcementTime=2025-05-08%2016%3A58,1223494596,9900037222,finalpage/2025-05-08/1223494596.PDF,PDF,小米集团-W
01810.HK,01810.HK,翌日披露报表,2025-04-28 20:06:00,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223374769&announcementTime=2025-04-28%2020%3A06,https://www.cninfo.com.cn/new/disclosure/detail?plate=hke&orgId=9900037222&stockCode=01810&announcementId=1223374769&announcementTime=2025-04-28%2020%3A06,1223374769,9900037222,finalpage/2025-04-28/1223374769.PDF,PDF,小米集团-W
