基本每股收益(元),每股净资产(元),法定股本(股),每手股,每股股息TTM(港元),派息比率(%),已发行股本(股),已发行股本-H股(股),每股经营现金流(元),股息率TTM(%),总市值(港元),港股市值(港元),营业总收入,营业总收入滚动环比增长(%),销售净利率(%),净利润,净利润滚动环比增长(%),股东权益回报率(%),市盈率,市净率,总资产回报率(%)
0.1882,1.778907148957,30000000000,1000,0.09,40.2801,18760717230,18760717230,0.168460936821,1.327434,127197662819.4,127197662819.4,17574778000,5.890548167493,28.3681478082,3388591000,10.612760490926,10.373074273335,30.362565513716,3.475741273864,4.83040801668
