每股指标,摊薄每股收益_最新股数,0.270836,0.219427,0.091836,0.277897,0.276584,0.210757,0.079754,0.454955,0.369051,0.245328,0.07573,0.37553,0.310745,0.191112,0.064263,0.372647,0.308399,0.181137,0.057014,0.334305,0.283401,0.172779,0.04051,0.243151,0.22529,0.137973,0.038486,0.197631,0.195661,0.112116,0.035676,0.187156,0.162914,0.098944,0.027518,0.144415,0.117049,0.066871,0.02133,0.111417,0.094833,0.053142,0.016773,0.089281,0.073989,0.041784,0.014304,0.072151,0.054035,0.035931,0.011574,0.065233,0.043857,0.063763,0.055697,0.032635,0.010047,0.031948,0.006746
每股指标,摊薄每股净资产_期末股数,3.623562,3.564182,3.641137,3.54133,3.652442,3.675349,3.772776,3.68164,3.582016,3.442995,3.418187,3.333056,3.454278,2.415082,2.240862,2.164754,2.089914,1.947693,2.564194,2.597114,2.647905,2.45368,2.360418,2.301311,2.272407,2.133313,2.261184,2.240931,2.279294,2.152935,3.307087,3.221885,3.19953,3.018363,6.124552,6.002936,5.709823,5.485962,11.065771,7.904967,7.584903,7.14893,9.144422,8.894028,8.905331,8.485431,8.927127,5.834584,5.519631,5.20487,,4.580171,,3.44604,2.787462,2.386517,1.819117,5.611435,2.130391
每股指标,调整每股净资产_期末股数,3.285789,3.240253,3.313852,3.210259,3.333615,3.355394,3.449668,3.359122,3.275911,3.142682,3.124796,3.040236,3.158444,2.102342,1.92539,1.849452,1.804506,1.662427,2.21372,2.246084,2.333846,2.191094,2.110523,2.059013,2.094502,1.972478,2.110615,2.093313,2.131555,2.004484,3.083381,2.998126,2.985549,2.85045,5.79204,5.669641,5.377961,5.161154,10.435323,7.154304,6.866656,6.420576,8.19583,7.905368,7.91451,7.510117,7.96754,4.565668,4.259127,4.624373,,4.066076,,3.055977,2.710792,2.311155,1.756838,5.342767,1.876366
每股指标,每股净资产_最新股数,3.623562,3.564182,3.641137,3.54133,3.652442,3.675349,3.772776,3.68164,3.582016,3.442995,3.418187,3.333056,3.454278,2.191446,2.033358,1.964298,1.896388,1.767337,1.791624,1.814625,1.850114,1.715016,1.64983,1.608517,1.588314,1.49154,1.580943,1.566782,1.593604,1.50674,1.542985,1.503985,1.493549,1.39097,1.411206,1.383184,1.315944,1.264351,1.275165,0.811228,0.7766,0.731962,0.720212,0.700491,0.683009,0.650804,0.684681,0.335594,0.317478,0.299374,,0.263442,,0.198209,0.160329,0.137267,0.104632,0.049962,0.018968
每股指标,每股经营现金流,0.305475,0.152171,0.047981,0.406372,0.260197,0.110764,0.025666,0.559023,0.274293,0.131626,-0.113316,0.410593,0.111474,0.12496,-0.210297,0.374904,0.035644,-0.034667,-0.323321,0.807162,0.57225,0.348557,0.003835,0.422012,0.349251,0.267739,0.054709,0.333614,0.223497,0.196284,0.162978,0.326738,0.304746,0.289896,0.121298,0.859593,0.547074,0.359676,0.176342,1.454833,1.390262,1.163877,0.336316,0.94505,0.583595,0.410036,0.221046,0.707232,1.09715,0.628525,,1.373495,,0.319793,0.732091,0.002416,1.073764,2.367327,1.30168
每股指标,每股现金流量净额,0.319798,0.205157,0.353931,-0.388646,-0.407519,-0.203453,-0.114581,0.083783,0.230776,0.072524,0.105815,0.282949,0.52862,-0.034838,-0.290837,0.042776,-0.228089,-0.09342,-0.128343,0.333756,0.089067,0.157736,0.117776,0.169315,0.216086,0.124501,0.32715,0.031283,0.124785,0.087487,0.218611,-0.135542,-0.104995,0.033617,0.027371,-0.085171,-0.392802,0.445805,3.045417,-0.014527,-0.353563,-0.331978,-0.085178,1.98693,1.287193,1.398626,4.380883,-0.231985,-0.487777,-0.35364,,0.252675,,-0.188028,-0.148964,-0.008455,0.747744,0.811347,-0.247505
每股指标,每股企业自由现金流量,,0.174177,,0.498082,,0.289489,,0.381222,,0.36058,,-0.95222,,-0.137356,,-0.019934,,0.065734,,0.121281,,0.067079,,0.265985,,0.229195,,0.196619,,0.13792,,0.113257,,0.159874,,-1.762145,,-1.663875,,0.250346,,0.111012,,-3.29297,,-3.452918,,-0.598589,-0.423989,-0.597583,,0.085009,,0.601761,-0.311882,-0.20466,,0.326275,0.174251
每股指标,每股股东自由现金流量,,0.316637,,0.337815,,0.244971,,0.208222,,0.187581,,-1.003329,,-0.085518,,0.532815,,0.554803,,0.159511,,0.092556,,0.265985,,0.229195,,0.196619,,0.13792,,0.113257,,0.159874,,-1.762145,,-1.663875,,0.250346,,0.111012,,-3.687512,,-3.858072,,-0.304471,-0.51532,-0.766314,,-0.554309,,1.48721,-0.389282,-0.282059,,-0.573724,-0.845748
每股指标,每股未分配利润,1.202713,1.151304,1.236171,1.144334,1.162095,1.096268,1.215264,1.13551,1.09366,0.969938,1.000339,0.924609,0.900257,1.080009,0.940216,0.869394,0.844389,0.70414,1.03549,0.953891,0.931291,0.772455,0.828087,0.770129,0.780646,0.6554,0.758384,0.703338,0.731175,0.610788,1.002543,0.92542,0.913446,0.786461,1.662936,1.54351,1.487083,1.26936,2.643522,2.760565,2.713749,2.306561,2.886761,2.673787,2.662732,2.242831,2.684528,3.330958,3.141446,2.826685,,2.201985,,1.181268,0.633548,0.91107,-0.264402,3.787168,0.708139
每股指标,每股资本公积金,1.429064,1.421094,1.413181,1.405211,1.394488,1.383745,1.373527,1.362145,1.346184,1.330886,1.31306,1.477982,1.481947,0.255643,0.247318,0.242032,0.23058,0.228608,0.563921,0.551051,0.534493,0.512574,0.491175,0.490026,0.486676,0.487412,0.485362,0.483312,0.479473,0.477447,1.207494,1.199464,1.179584,1.124023,3.245858,3.243669,3.129028,3.12289,7.233504,3.933944,3.867351,3.838567,5.252718,5.215299,4.884831,4.884831,4.884831,1.026565,1.026565,1.026565,,1.026565,,1.026565,1.026565,0.350928,1.026565,0.38821,0.345437
每股指标,每股盈余公积金,0.307556,0.307556,0.307556,0.307556,0.288482,0.288482,0.288482,0.288482,0.244354,0.244354,0.244354,0.244354,0.203921,0.224732,0.224732,0.224732,0.178931,0.178931,0.232375,0.232375,0.18212,0.182055,0.182055,0.182055,0.145984,0.145941,0.145941,0.145941,0.115285,0.115172,0.172758,0.172671,0.132713,0.134431,0.268863,0.268863,0.206141,0.206141,0.412283,0.462954,0.355197,0.355197,0.461756,0.461756,0.357767,0.357767,0.357767,0.47706,0.351619,0.351619,,0.351619,,0.238206,0.127348,0.124518,0.056954,0.436056,0.076813
每股指标,每股留存收益,1.510269,1.45886,1.543727,1.45189,1.450577,1.384751,1.503747,1.423993,1.338015,1.214292,1.244694,1.168963,1.104179,1.304741,1.164948,1.094126,1.023321,0.883072,1.267865,1.186266,1.113412,0.954511,1.010143,0.952185,0.926631,0.801342,0.904325,0.849279,0.846461,0.725961,1.175302,1.098092,1.04616,0.920893,1.9318,1.812373,1.693225,1.475502,3.055806,3.223519,3.068947,2.661759,3.348518,3.135544,3.0205,2.600599,3.042296,3.808019,3.493066,3.178304,,2.553605,,1.419474,0.760896,1.035588,-0.207448,4.223224,0.784953
每股指标,每股营业收入,3.122143,2.077792,0.969228,3.77328,2.78193,1.789348,0.838924,4.08241,3.076554,2.019849,0.829794,3.70134,2.638959,1.846434,0.786376,3.951585,2.771087,1.742818,0.915327,3.844044,2.731361,1.633487,0.569271,2.596779,1.917275,1.204041,0.484794,2.004183,1.561427,1.020758,0.620173,2.769616,2.115963,1.382528,1.103314,4.736582,3.526316,2.193506,1.833861,8.789404,6.560159,4.069033,2.145159,9.67369,7.540171,4.616209,1.817575,10.585901,7.683856,4.651239,,9.286471,,8.765307,6.281009,2.818608,4.975693,26.259072,20.281341
每股指标,每股营业总收入,3.122143,2.077792,0.969228,3.77328,2.78193,1.789348,0.838924,4.08241,3.076554,2.019849,0.829794,3.70134,2.638959,1.846434,0.786376,3.951585,2.771087,1.742818,0.915327,3.844044,2.731361,1.633487,0.569271,2.596779,1.917275,1.204041,0.484794,2.004183,1.561427,1.020758,0.620173,2.769616,2.115963,1.382528,1.103314,4.736582,3.526316,2.193506,1.833861,8.789404,6.560159,4.069033,2.145159,9.67369,7.540171,4.616209,1.817575,10.585901,7.683856,4.651239,,9.286471,,8.765307,6.281009,2.818608,4.975693,26.259072,20.281341
每股指标,每股息税前利润,0.314523,0.249326,0.108626,0.313964,0.315939,0.24236,0.087659,0.515531,0.415483,0.280464,0.084036,0.418213,0.365471,0.257393,0.081229,0.450487,0.377724,0.212524,0.097666,0.557402,0.464486,0.28835,0.068909,0.400758,0.377759,0.232731,0.065695,0.321982,0.328202,0.189825,0.09103,0.465777,0.410089,0.252595,0.139054,0.735884,0.583148,0.336765,0.215717,1.284835,1.06716,0.609749,0.243646,1.35778,1.094283,0.627197,0.210483,1.489849,1.101835,0.706251,,1.432779,,1.380549,1.156311,0.665106,0.366896,4.608684,1.186574
盈利能力,净资产收益率(ROE),6.85,5.72,2.49,6.31,6.47,4.76,2.07,11.32,9.35,5.77,1.96,12.2,12.59,8.31,3.2,18.93,15.6,8.88,3.04,18.45,15.6,9.57,2.41,13.8,12.74,7.45,2.19,10.49,10.81,6.55,1.79,10.5,9.39,5.49,1.54,10.0,9.05,5.44,2.44,13.47,11.68,6.43,2.34,13.79,10.38,5.79,1.75,24.09,18.6,11.24,2.85,28.26,19.92,36.45,42.04,26.98,22.91,92.18,43.26
