SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,PER_NETCASH_OPERATE,PER_OI,BPS,BASIC_EPS,DILUTED_EPS,OPERATE_INCOME,OPERATE_INCOME_YOY,GROSS_PROFIT,GROSS_PROFIT_YOY,HOLDER_PROFIT,HOLDER_PROFIT_YOY,GROSS_PROFIT_RATIO,EPS_TTM,OPERATE_INCOME_QOQ,NET_PROFIT_RATIO,ROE_AVG,GROSS_PROFIT_QOQ,ROA,HOLDER_PROFIT_QOQ,ROE_YEARLY,ROIC_YEARLY,TAX_EBT,OCF_SALES,DEBT_ASSET_RATIO,CURRENT_RATIO,CURRENTDEBT_DEBT,START_DATE,FISCAL_YEAR,CURRENCY,IS_CNY_CODE
00636.HK,00636,KLN,10358810,2015-12-31,001,0.849651111673,10.422465881875,7.151755054113,0.8964246,0.8880468,17659978483.32,-0.1693325994,2865940657.5,15.720193365048,1511727932.1,8.7781749788,16.228449316668,0.892183011994,5.594202881864,10.1765535738,11.989664189137,9.404712809745,6.558582631283,11.337359446009,11.989664189137,8.543243362119,15.759856021369,8.152112190169,36.7159601746,1.39448355592,61.740592590945,2015-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2016-06-30,002,0.201701552963,5.275301991571,7.162674665708,0.3589614,0.3589614,8940611420.31,3.2196553705,1459301163.48,9.9030342944,606029403.6,1.1516290137,16.322162935803,0.923372093147,5.370160823615,8.621510611,4.622406802111,4.588136555301,2.384674641635,3.519699027859,9.244813604223,6.136897126809,16.467812923734,3.823507228303,41.7139007859,1.563047217579,51.476117797341,2016-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2016-12-31,001,0.690514183741,12.681247676459,7.572033890623,0.9929061,0.9929061,21500055037.17,14.0234533144,3230600687.37,12.723921164093,1679175961.02,4.0320985123,15.026011244087,0.990418220662,15.539839162229,9.3010412444,12.217738853139,7.77887901702,6.21819871907,7.299962464515,12.217738853139,7.826888686226,15.099610581075,5.445159666922,43.4067967866,1.595481642302,43.35433857978,2016-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2017-06-30,002,0.322572773606,7.01454791323,7.815943624268,0.3992432,0.3992432,11895134353.2,31.014962107,1665381386.48,14.121843260137,683755187.28,11.1029785074,14.000526072511,1.036043066106,13.741931952184,7.0953391508,4.989847031393,6.379006350295,2.38299356956,4.628805168982,9.979694062786,5.878415124859,18.240992502089,4.598625279864,42.9193338758,1.329891148272,53.305891088991,2017-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2017-12-31,001,0.820562222903,15.173576683094,8.243186120916,1.0448875,1.0448875,25735707855.14,28.0920645642,3494933022.72,8.182141989365,1768699461.27,12.7154669556,13.580092851505,1.042811686237,5.238814125717,8.1183905731,12.775781011971,1.695010792949,6.078801041198,0.671506907292,12.775781011971,7.492850681021,15.809354044648,5.407836530838,43.5147498477,1.182445272264,60.14445803608,2017-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2018-06-30,002,0.462621255278,8.671712954572,8.543932507819,0.472136,0.472136,14721560483.7,27.4045982823,1937481739.5,16.338621004713,799122217.8,20.3131723552,13.160844882207,1.109806519643,10.98250783079,6.630209893,5.245359595162,7.785567026639,2.448161205805,6.522704000665,10.490719190323,6.018662662387,17.935667896752,5.334831280757,45.1307408504,1.185465896683,61.38263004386,2018-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2018-12-31,001,0.854169867013,19.596376652051,9.716515824163,1.261728,1.252966,33416978233.6,23.8760445989,4166827805.4,19.224825720897,2137730855.0,15.3068887569,12.46919388184,1.253607633893,16.99748432803,7.5294515824,12.88604458972,10.612978165649,6.047804295232,13.463663003157,12.88604458972,7.422505170145,14.99507279505,4.358815316627,45.0009899453,1.20821715024,63.6139118494,2018-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2019-06-30,002,0.438127978815,10.17411885755,11.063785649188,1.4338458,1.4338458,17426354008.14,13.4532470141,2221718556.96,14.670425618223,2454026207.04,194.3270896503,12.749187557663,2.214273718447,8.094069743626,15.436093969,13.043521763594,6.821419812252,6.16915161262,77.414047955069,26.087043527187,15.409875112215,8.799578883325,4.306299001899,43.5188409878,1.529350226579,52.575992494719,2019-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2019-12-31,001,1.672203495294,21.472740919701,11.405645182461,1.9796738,1.9796738,36851584789.56,7.8675663623,4839452345.78,16.142364690672,3393503976.94,55.2734575934,13.132277413348,1.977332375878,2.02042423724,10.5481155131,17.596935495776,8.725726445878,8.214355228798,-10.523841173536,17.596935495776,10.180922655597,11.950264906051,7.787564249701,44.9749775267,1.548022054519,49.620646202436,2019-01-01 00:00:00,12-31,HKD,0
00636.HK,00636,KLN,10358810,2020-06-30,002,1.120483997653,11.143112083261,12.274978297879,0.5571984,0.5571984,19990604256.48,10.4725065394,2476112960.64,11.45034337869,979983190.56,-61.5431021628,12.386383767451,1.069941075689,6.958317431891,6.1018552141,4.536174892167,5.256677522651,2.183018735491,-43.437197259724,9.072349784334,5.453449042869,17.274957410562,10.055395559884,42.9807760751,1.371329199862,57.633066909751,2020-01-01 00:00:00,12-31,HKD,0
