REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,STD_REPORT_DATE,ACCOUNTS_PAYABLE,DEFER_INCOME,DEFER_INCOME_1YEAR,LONG_LOAN,MONETARYFUNDS,NET_CURRENT_ASSETS,PREPAYMENT,RESTRICTED_CASH,SHARE_CAPITAL,SHORT_LOAN,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_ASSETS_LESS_CURRENT_LIAB,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIABILITIES,TOTAL_LIAB_EQUITY,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_PARENT_EQUITY,UNASSIGN_RPOFIT,储备,其他储备,其他应付款及应计费用,其他流动负债,其他流动资产,其他金融资产(非流动),其他非流动资产,可供出售投资,合同负债,商誉,在建工程,存货,应付关联方款项(流动),应付股利,应收关联方款项,应收帐款,总权益及非流动负债,总资产减总负债合计,拟派股息,拨备(流动),指定以公允价值记账之金融资产,指定以公允价值记账之金融资产(流动),无形资产,物业厂房及设备,短期存款,融资租赁负债(流动),融资租赁负债(非流动),衍生金融工具-负债(流动),衍生金融工具-资产(流动),贷款及垫款,贷款及垫款(流动),递延税项负债,递延税项资产,非流动资产其他项目,非运算项目,预计负债
2018-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2018-06-30 00:00:00,7571014000.0,85032000.0,19581000.0,,3041001000.0,5784958000.0,966729000.0,,4052228000.0,,192203000.0,25145746000.0,14858340000.0,16072364000.0,10287406000.0,29546616000.0,10372438000.0,25145746000.0,9073382000.0,85032000.0,14773308000.0,,,10721080000.0,1659438000.0,,,11670000.0,,,310696000.0,,,4830332000.0,,534474000.0,1378000.0,7907085000.0,14858340000.0,,,,,,24074000.0,7715131000.0,,,,,,398840000.0,,,249506000.0,,,
2018-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2018-12-31 00:00:00,7891996000.0,119657000.0,15987000.0,,4741377000.0,7027928000.0,1109362000.0,,4052228000.0,,30209000.0,26051172000.0,15989637000.0,17089463000.0,10061535000.0,31650664000.0,10225840000.0,26051172000.0,8961709000.0,164305000.0,15825332000.0,,,11773104000.0,2123343000.0,,,6703000.0,,,,,,4767794000.0,,,2823000.0,7248051000.0,15989637000.0,15825332000.0,,,,,14231000.0,7633550000.0,,,,,,398920000.0,,44648000.0,128361000.0,,,
2019-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2019-06-30 00:00:00,6460844000.0,125914000.0,,,2447681000.0,6718096000.0,1330327000.0,20000000.0,4052228000.0,,82439000.0,25676542000.0,16418417000.0,15976221000.0,9258125000.0,31926702000.0,9713191000.0,25676542000.0,9700321000.0,455066000.0,15963351000.0,,,11911123000.0,2020614000.0,,,,,,,,,5688875000.0,,439375000.0,2451000.0,7171845000.0,16418417000.0,15963351000.0,,,10767000.0,50276000.0,12576000.0,7386763000.0,,243901000.0,329152000.0,10952000.0,10097000.0,398920000.0,,,139933000.0,1006031000.0,,
2019-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2019-12-31 00:00:00,7339882000.0,122054000.0,,,1650730000.0,6683260000.0,948571000.0,20314000.0,4052228000.0,,108256000.0,28026974000.0,17628156000.0,17082078000.0,10398818000.0,33978946000.0,11037501000.0,28026974000.0,10944896000.0,638683000.0,16989473000.0,,,12937245000.0,2679785000.0,,,8305000.0,,,,,,5400912000.0,,,236000.0,9612600000.0,17628156000.0,16989473000.0,,,,,10866000.0,8617418000.0,,253840000.0,498252000.0,17055000.0,15520000.0,399160000.0,,18377000.0,159052000.0,1183290000.0,,
2020-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2020-06-30 00:00:00,7722669000.0,123041000.0,,,5640274000.0,9539727000.0,1040789000.0,418000.0,4052228000.0,1809247000.0,227436000.0,34654783000.0,20037772000.0,24156738000.0,14617011000.0,38591288000.0,15359139000.0,34654783000.0,10498045000.0,742128000.0,19295644000.0,,,15243416000.0,4477767000.0,,,9716000.0,,,,,,5182035000.0,,159978000.0,280000.0,12410771000.0,20037772000.0,19295644000.0,,,,,8554000.0,8704673000.0,,216716000.0,502058000.0,3198000.0,4654000.0,,399160000.0,117029000.0,33044000.0,1220415000.0,,
2020-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2020-12-31 00:00:00,8145851000.0,147054000.0,,,3465889000.0,11229351000.0,1820754000.0,487000.0,4052228000.0,2009247000.0,57459000.0,37976088000.0,23136559000.0,26068880000.0,14839529000.0,44544586000.0,15703795000.0,37976088000.0,11907208000.0,864266000.0,22272293000.0,,,18220065000.0,4295401000.0,,,14593000.0,,,,,,6891357000.0,,,,14479866000.0,23136559000.0,22272293000.0,,,,,8914000.0,9692721000.0,,330984000.0,404596000.0,587000.0,,400000000.0,,312616000.0,,1201507000.0,,
2021-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2021-06-30 00:00:00,8106318000.0,138339000.0,,,3132106000.0,11145369000.0,2032398000.0,,4052228000.0,200000000.0,28004000.0,37436381000.0,24248908000.0,24332842000.0,13187473000.0,46740464000.0,14066149000.0,37436381000.0,13103539000.0,878676000.0,23370232000.0,,,19318004000.0,4065445000.0,,,93591000.0,,,,,,9825786000.0,,543022000.0,,9926051000.0,24248908000.0,23370232000.0,,,,,7787000.0,10920284000.0,,243399000.0,407475000.0,1285000.0,,400000000.0,,332862000.0,,1098378000.0,,
2021-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2021-12-31 00:00:00,11723985000.0,150037000.0,,,2824741000.0,11409459000.0,2577835000.0,353745000.0,4052228000.0,,184392000.0,41175282000.0,24954814000.0,27629927000.0,16220468000.0,48054206000.0,17148179000.0,41175282000.0,13545355000.0,927711000.0,24027103000.0,,,19974875000.0,4176101000.0,,,170215000.0,,,,,,10567249000.0,,,,12227513000.0,24954814000.0,,,,,,9758000.0,11181538000.0,,135990000.0,373775000.0,,,,,403899000.0,201447000.0,1061241000.0,,
2022-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2022-06-30 00:00:00,13981870000.0,163123000.0,,,4162474000.0,10952957000.0,2450195000.0,56580000.0,4052228000.0,,269893000.0,44644727000.0,25595321000.0,30002363000.0,19049406000.0,48855664000.0,20216895000.0,,14642364000.0,1167489000.0,24427832000.0,,,20375604000.0,4193659000.0,,,155800000.0,,,,,,11762335000.0,,232080000.0,,12685586000.0,25595321000.0,,,25600000.0,,,8690000.0,11566881000.0,,346304000.0,645250000.0,,,,,359116000.0,315251000.0,1480935000.0,,
2022-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2022-12-31 00:00:00,22002295000.0,230558000.0,,,6243678000.0,10345416000.0,2621191000.0,20633000.0,4052228000.0,2004306000.0,363200000.0,56994373000.0,26851535000.0,40488254000.0,30142838000.0,51270138000.0,31359304000.0,56994373000.0,16506119000.0,1216466000.0,25635069000.0,,,21582841000.0,5421180000.0,,,335800000.0,,,,,,17046406000.0,,,,15819468000.0,26851535000.0,,,,,,8718000.0,12940997000.0,,333646000.0,591275000.0,18211000.0,,,,394633000.0,481354000.0,1476128000.0,,
2023-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2023-06-30 00:00:00,22346411000.0,328475000.0,,,7212917000.0,11008940000.0,2445031000.0,14527000.0,4052228000.0,3004861000.0,340531000.0,59726098000.0,27995505000.0,42739533000.0,31730593000.0,53609278000.0,32921459000.0,59726098000.0,16986565000.0,1190866000.0,26804639000.0,,,22752411000.0,5270932000.0,,,335800000.0,,,,,,17904846000.0,,371779000.0,,16127952000.0,27995505000.0,,,,,,8339000.0,13706467000.0,,394617000.0,508009000.0,1462000.0,835000.0,,,354382000.0,469683000.0,1499701000.0,,
2023-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2023-12-31 00:00:00,29939105000.0,290437000.0,,,10537361000.0,-143569000.0,2771428000.0,9000000.0,4052228000.0,14612659000.0,607487000.0,87218620000.0,32468087000.0,54606964000.0,54750533000.0,58660778000.0,57888231000.0,87218620000.0,32611656000.0,3137698000.0,29330389000.0,,25278161000.0,,9098725000.0,,,372100000.0,,,,4361657000.0,,18541478000.0,,,,23307867000.0,32468087000.0,,,,,,4633085000.0,19709172000.0,,487243000.0,1389026000.0,5314000.0,90000.0,,,1206052000.0,620255000.0,2355127000.0,,252183000.0
2024-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2024-06-30 00:00:00,28730363000.0,253724000.0,,,8130150000.0,669763000.0,2305090000.0,13169000.0,4052228000.0,15575792000.0,628711000.0,85869954000.0,32502720000.0,54036997000.0,53367234000.0,59289932000.0,56224988000.0,85869954000.0,31832957000.0,2857754000.0,29644966000.0,,,25592738000.0,6687564000.0,,,403599000.0,,,,4361657000.0,,20608342000.0,,1212224000.0,,23595465000.0,32502720000.0,,,,,,4168987000.0,19250158000.0,,532580000.0,1401128000.0,,17438000.0,,,937235000.0,752836000.0,2263063000.0,,265667000.0
2024-12-31,00285.HK,00285,比亚迪电子,10106513,001,12-31,2024-12-31 00:00:00,35331180000.0,239839000.0,,4302368000.0,7052024000.0,9592181000.0,3996410000.0,50000.0,4052228000.0,6504965000.0,942850000.0,90347204000.0,39523874000.0,60415511000.0,50823330000.0,64803328000.0,57945540000.0,90347204000.0,29931693000.0,7122210000.0,32401664000.0,,,28349436000.0,7684380000.0,,,421322000.0,,,,4361657000.0,,18088651000.0,,,,32777362000.0,39523874000.0,,,,,,3706376000.0,17113075000.0,,359955000.0,1292217000.0,,,,,922958000.0,803248000.0,2027029000.0,,364828000.0
2025-06-30,00285.HK,00285,比亚迪电子,10106513,002,12-31,2025-06-30 00:00:00,27100653000.0,198262000.0,,,13080158000.0,5846495000.0,4122789000.0,170075000.0,4052228000.0,9651536000.0,826025000.0,82589653000.0,35327726000.0,53108422000.0,47261927000.0,65687098000.0,49746104000.0,82589653000.0,29481231000.0,2484177000.0,32843549000.0,,,28791321000.0,7792735000.0,,,443783000.0,,,,4361657000.0,,19738762000.0,,1279820000.0,,17436400000.0,35327726000.0,,,,,,3242134000.0,17062419000.0,,594121000.0,1103058000.0,17037000.0,,,,738632000.0,806430000.0,2125046000.0,,444225000.0
