代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,总市值,流通市值,序号,量比,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
600089,特变电工,22.07,2.56,0.55,224035677.0,4949889418.0,4.18,22.46,21.56,21.73,21.52,4.43,15.25,1.621,111515132042.0,111515132042.0,1,0.0,0.0,0.0,0.0,76.76
